"","GSM3317067","GSM3317068","GSM3317069","GSM3317070","GSM3317071","GSM3317072"
"ENSMUSG00000003072",45,32,50,43,50,102
"ENSMUSG00000003099",106,138,184,146,109,173
"ENSMUSG00000003119",1343,1264,1635,1310,1527,1697
"ENSMUSG00000003123",12,28,14,26,5,20
"ENSMUSG00000003131",439,458,583,426,473,443
"ENSMUSG00000003134",1160,1309,2050,1127,2272,1746
"ENSMUSG00000003135",875,789,971,854,988,1272
"ENSMUSG00000003153",1,3,0,0,33,2
"ENSMUSG00000003154",44,60,110,27,76,116
"ENSMUSG00000003161",522,607,604,339,366,489
"ENSMUSG00000003166",170,212,287,240,278,335
"ENSMUSG00000003184",49,50,32,61,46,83
"ENSMUSG00000003190",115,67,127,105,103,161
"ENSMUSG00000003198",50,69,65,34,41,61
"ENSMUSG00000003199",11,0,21,5,2,18
"ENSMUSG00000003200",148,119,243,124,191,236
"ENSMUSG00000003206",6,2,12,11,8,8
"ENSMUSG00000003208",14,28,27,27,36,46
"ENSMUSG00000003226",420,374,276,269,442,337
"ENSMUSG00000003227",12,23,10,15,32,18
"ENSMUSG00000003228",147,99,149,138,116,122
"ENSMUSG00000003233",581,526,551,469,520,550
"ENSMUSG00000003234",1441,1543,2022,1449,1516,1883
"ENSMUSG00000003235",20,31,54,40,26,42
"ENSMUSG00000003269",286,281,383,279,254,296
"ENSMUSG00000003271",8,2,20,17,2,6
"ENSMUSG00000003273",0,14,9,25,14,12
"ENSMUSG00000003279",152,89,239,182,167,209
"ENSMUSG00000003282",1434,1214,1588,1228,1506,992
"ENSMUSG00000003283",15,9,8,3,13,18
"ENSMUSG00000003299",635,607,829,804,537,873
"ENSMUSG00000003308",18,4,30,32,26,34
"ENSMUSG00000003309",1231,1147,1483,1110,1178,1565
"ENSMUSG00000003316",181,122,227,155,180,202
"ENSMUSG00000003341",0,0,0,3,0,0
"ENSMUSG00000003344",237,261,268,185,302,418
"ENSMUSG00000003345",80,119,127,79,205,202
"ENSMUSG00000003346",5,3,7,2,35,22
"ENSMUSG00000003348",72,111,69,71,145,94
"ENSMUSG00000003352",54,37,68,59,45,96
"ENSMUSG00000003354",62,85,124,58,133,116
"ENSMUSG00000003355",0,0,2,0,3,0
"ENSMUSG00000003360",32,51,35,25,19,23
"ENSMUSG00000003363",71,85,180,105,103,153
"ENSMUSG00000003378",4,7,2,6,7,13
"ENSMUSG00000003379",0,0,1,0,0,0
"ENSMUSG00000003380",388,282,392,360,437,631
"ENSMUSG00000003382",4,10,6,12,13,23
"ENSMUSG00000003402",55,62,92,52,115,136
"ENSMUSG00000003410",370,373,512,321,525,490
"ENSMUSG00000003411",1788,1955,2172,2105,1283,1722
"ENSMUSG00000003418",307,323,247,236,278,175
"ENSMUSG00000003420",2,3,3,3,14,3
"ENSMUSG00000003421",578,590,705,610,341,682
"ENSMUSG00000003423",80,69,73,84,112,121
"ENSMUSG00000003429",74,74,71,58,104,216
"ENSMUSG00000003435",250,304,437,308,500,525
"ENSMUSG00000003436",289,257,335,311,357,330
"ENSMUSG00000003437",404,471,531,361,432,486
"ENSMUSG00000003438",177,213,256,281,154,256
"ENSMUSG00000003444",14,16,22,22,10,24
"ENSMUSG00000003452",0,7,3,2,0,25
"ENSMUSG00000003458",1029,1112,1719,1133,1481,1523
"ENSMUSG00000003464",945,1032,1503,934,825,1229
"ENSMUSG00000003469",0,0,0,0,1,0
"ENSMUSG00000003476",0,0,0,0,0,1
"ENSMUSG00000003477",0,0,0,0,0,0
"ENSMUSG00000003484",0,0,0,0,0,8
"ENSMUSG00000003500",3,2,0,4,0,6
"ENSMUSG00000003505",0,0,0,0,0,0
"ENSMUSG00000003518",1,8,0,0,5,2
"ENSMUSG00000003526",67,56,102,76,62,60
"ENSMUSG00000003527",185,167,405,264,304,416
"ENSMUSG00000003528",90,79,168,160,103,115
"ENSMUSG00000003531",235,247,352,390,239,316
"ENSMUSG00000003534",387,391,409,355,416,449
"ENSMUSG00000003541",8,5,9,24,18,11
"ENSMUSG00000003545",35,35,41,61,46,34
"ENSMUSG00000003546",18,33,37,49,29,61
"ENSMUSG00000003549",19,35,49,41,49,39
"ENSMUSG00000003555",0,3,0,0,0,0
"ENSMUSG00000003559",43,12,63,44,22,52
"ENSMUSG00000003573",0,0,0,0,0,0
"ENSMUSG00000003575",84,120,144,107,118,252
"ENSMUSG00000003581",36,23,38,38,43,43
"ENSMUSG00000003585",2,20,42,14,22,17
"ENSMUSG00000003604",4800,4514,4897,5297,3016,3080
"ENSMUSG00000003617",0,0,7,0,0,0
"ENSMUSG00000003623",73,59,80,34,74,55
"ENSMUSG00000003644",52,78,109,87,105,236
"ENSMUSG00000003657",15,6,4,19,8,7
"ENSMUSG00000003660",703,917,1053,869,1415,1121
"ENSMUSG00000003662",876,837,792,680,645,901
"ENSMUSG00000003665",0,0,0,0,0,0
"ENSMUSG00000003680",48,45,77,40,42,35
"ENSMUSG00000003721",38,40,112,73,64,84
"ENSMUSG00000003731",417,349,479,463,501,493
"ENSMUSG00000003746",245,280,284,263,219,283
"ENSMUSG00000003752",0,0,1,0,0,5
"ENSMUSG00000003762",19,21,39,32,23,24
"ENSMUSG00000003778",388,404,606,460,556,477
"ENSMUSG00000003779",1621,1966,2373,1549,1938,2571
"ENSMUSG00000003808",758,723,948,791,589,823
"ENSMUSG00000003809",72,45,85,87,71,73
"ENSMUSG00000003810",793,890,979,1067,1515,1198
"ENSMUSG00000003812",8,6,14,0,2,3
"ENSMUSG00000003813",40,60,148,48,14,34
"ENSMUSG00000003814",2146,2030,3106,2486,2575,2873
"ENSMUSG00000003824",5842,5664,6803,5758,6175,6714
"ENSMUSG00000003847",73,21,50,68,46,50
"ENSMUSG00000003848",166,195,247,174,156,188
"ENSMUSG00000003849",461,402,530,424,707,451
"ENSMUSG00000003863",0,0,10,1,0,3
"ENSMUSG00000003865",211,229,373,266,171,344
"ENSMUSG00000003868",2534,2491,3660,2813,4784,4287
"ENSMUSG00000003872",0,5,3,0,8,3
"ENSMUSG00000003873",207,242,283,266,177,182
"ENSMUSG00000003882",4,0,7,5,0,0
"ENSMUSG00000003923",379,412,439,429,461,486
"ENSMUSG00000003929",229,373,404,280,302,270
"ENSMUSG00000003934",0,0,0,0,0,0
"ENSMUSG00000003948",45,39,38,46,53,66
"ENSMUSG00000003949",3,0,11,0,0,2
"ENSMUSG00000003955",593,582,741,590,380,417
"ENSMUSG00000003970",26,46,53,61,71,72
"ENSMUSG00000003974",2,18,0,5,0,3
"ENSMUSG00000003992",1559,1448,1924,1397,1676,1784
"ENSMUSG00000004018",135,132,145,139,119,84
"ENSMUSG00000004031",1,12,2,10,2,2
"ENSMUSG00000004032",3432,3709,5638,5162,6175,6578
"ENSMUSG00000004035",5,1,15,4,0,8
"ENSMUSG00000004038",0,0,0,0,0,0
"ENSMUSG00000004040",1265,1650,2347,1355,2088,2141
"ENSMUSG00000004043",319,331,412,405,297,281
"ENSMUSG00000004044",14,0,33,6,23,79
"ENSMUSG00000004054",53,55,177,68,75,147
"ENSMUSG00000004056",149,172,173,145,181,219
"ENSMUSG00000004069",835,913,1223,936,757,1035
"ENSMUSG00000004070",162,122,204,161,217,182
"ENSMUSG00000004071",337,384,609,325,472,675
"ENSMUSG00000004085",248,324,363,300,332,269
"ENSMUSG00000004096",4032,4685,5105,4404,5338,4943
"ENSMUSG00000004098",0,0,0,2,0,0
"ENSMUSG00000004099",13015,15003,17730,14391,20879,14415
"ENSMUSG00000004100",1746,1861,2206,1796,1700,1964
"ENSMUSG00000004105",744,606,829,626,544,777
"ENSMUSG00000004110",32,31,36,32,41,47
"ENSMUSG00000004113",7,13,1,0,0,4
"ENSMUSG00000004127",59,57,46,95,25,91
"ENSMUSG00000004151",335,342,355,274,358,361
"ENSMUSG00000004187",0,0,0,0,0,0
"ENSMUSG00000004207",97,169,148,155,211,190
"ENSMUSG00000004221",15,11,38,9,8,22
"ENSMUSG00000004231",303,286,502,381,400,376
"ENSMUSG00000004233",156,141,173,125,141,167
"ENSMUSG00000004263",1,2,3,3,6,2
"ENSMUSG00000004264",633,641,1028,673,903,1101
"ENSMUSG00000004266",57,121,151,115,57,109
"ENSMUSG00000004267",0,0,0,0,0,0
"ENSMUSG00000004268",850,706,958,801,915,1065
"ENSMUSG00000004270",16,18,39,48,29,42
"ENSMUSG00000004285",683,704,775,776,974,891
"ENSMUSG00000004296",2,0,12,0,4,12
"ENSMUSG00000004317",1152,1118,1319,1029,1113,1081
"ENSMUSG00000004319",856,749,957,889,844,852
"ENSMUSG00000004328",138,252,209,185,167,237
"ENSMUSG00000004341",960,1005,1677,1149,1181,1602
"ENSMUSG00000004344",3,0,0,0,5,2
"ENSMUSG00000004347",359,404,573,474,522,326
"ENSMUSG00000004356",1131,1478,1005,1024,1820,1184
"ENSMUSG00000004359",10,44,27,20,9,7
"ENSMUSG00000004360",6,0,7,0,0,0
"ENSMUSG00000004364",335,283,262,278,440,442
"ENSMUSG00000004366",0,0,0,0,0,0
"ENSMUSG00000004371",0,0,4,0,6,4
"ENSMUSG00000004383",25,52,61,45,31,58
"ENSMUSG00000004393",251,379,517,371,389,549
"ENSMUSG00000004394",122,71,207,109,94,197
"ENSMUSG00000004415",0,0,0,0,0,0
"ENSMUSG00000004446",9,25,23,41,20,18
"ENSMUSG00000004451",2,2,5,1,19,0
"ENSMUSG00000004455",14,17,15,23,19,25
"ENSMUSG00000004460",147,113,222,137,299,276
"ENSMUSG00000004462",800,744,939,797,1072,1033
"ENSMUSG00000004473",3,3,2,0,1,0
"ENSMUSG00000004500",0,0,11,0,0,0
"ENSMUSG00000004508",196,198,369,307,360,236
"ENSMUSG00000004530",133,107,147,209,181,182
"ENSMUSG00000004535",5421,5735,6193,4216,5142,5410
"ENSMUSG00000004540",364,403,571,369,368,561
"ENSMUSG00000004542",0,0,0,0,0,0
"ENSMUSG00000004552",3,0,0,3,4,8
"ENSMUSG00000004558",0,0,0,2,0,0
"ENSMUSG00000004561",479,484,607,471,612,575
"ENSMUSG00000004562",8,2,5,5,3,18
"ENSMUSG00000004565",154,140,192,173,219,201
"ENSMUSG00000004567",195,186,366,177,236,427
"ENSMUSG00000004568",115,118,120,122,148,145
"ENSMUSG00000004591",1532,1592,1864,1554,2039,1814
"ENSMUSG00000004609",0,0,0,0,0,0
"ENSMUSG00000004610",11,8,14,9,13,14
"ENSMUSG00000004612",0,0,0,0,0,0
"ENSMUSG00000004626",108,80,173,160,126,234
"ENSMUSG00000004630",0,1,0,0,0,0
"ENSMUSG00000004631",7,0,17,18,18,1
"ENSMUSG00000004633",411,362,577,352,527,488
"ENSMUSG00000004637",400,441,605,424,517,551
"ENSMUSG00000004642",62272,61268,68526,48896,56596,56949
"ENSMUSG00000004651",16,15,7,6,12,0
"ENSMUSG00000004654",0,0,0,0,0,0
"ENSMUSG00000004655",7,0,2,3,23,0
"ENSMUSG00000004661",171,171,250,183,241,224
"ENSMUSG00000004665",0,0,0,3,0,0
"ENSMUSG00000004667",610,529,622,503,514,573
"ENSMUSG00000004668",659,580,685,529,628,637
"ENSMUSG00000004677",245,249,393,300,230,463
"ENSMUSG00000004698",236,293,301,212,307,385
"ENSMUSG00000004707",0,0,0,0,0,0
"ENSMUSG00000004709",58,75,71,70,45,18
"ENSMUSG00000004730",0,0,0,0,0,2
"ENSMUSG00000004748",0,0,2,0,0,0
"ENSMUSG00000004768",593,596,646,513,383,503
"ENSMUSG00000004771",5644,5791,7331,5434,5604,6432
"ENSMUSG00000004788",489,391,464,349,307,385
"ENSMUSG00000004789",557,714,1043,978,1092,995
"ENSMUSG00000004791",0,4,0,0,0,0
"ENSMUSG00000004798",64,90,143,85,166,126
"ENSMUSG00000004814",0,0,0,0,7,1
"ENSMUSG00000004815",0,3,0,0,0,0
"ENSMUSG00000004821",0,0,0,0,0,0
"ENSMUSG00000004837",0,0,0,0,0,0
"ENSMUSG00000004842",4,0,0,0,0,0
"ENSMUSG00000004843",1036,863,1710,1116,1241,1333
"ENSMUSG00000004846",4,4,5,5,1,6
"ENSMUSG00000004849",141,122,238,224,151,254
"ENSMUSG00000004864",40,39,33,36,37,41
"ENSMUSG00000004865",18153,19182,19574,17440,21185,19524
"ENSMUSG00000004872",8,6,14,3,8,7
"ENSMUSG00000004880",850,669,1131,748,1423,1246
"ENSMUSG00000004885",8974,7992,7840,8584,8935,7164
"ENSMUSG00000004891",19,10,8,13,9,17
"ENSMUSG00000004892",0,0,0,0,1,0
"ENSMUSG00000004894",0,0,0,0,0,0
"ENSMUSG00000004895",43,18,31,34,31,48
"ENSMUSG00000004896",33,38,50,15,8,44
"ENSMUSG00000004897",1082,975,1337,985,1073,1175
"ENSMUSG00000004902",0,0,0,0,0,0
"ENSMUSG00000004929",119,104,175,116,130,157
"ENSMUSG00000004931",3,10,21,16,10,13
"ENSMUSG00000004933",0,0,0,0,0,0
"ENSMUSG00000004934",866,816,1415,1035,1492,1820
"ENSMUSG00000004936",4724,4977,6459,3960,4858,6309
"ENSMUSG00000004937",844,803,965,798,518,770
"ENSMUSG00000004939",0,0,0,0,0,0
"ENSMUSG00000004945",177,197,228,211,187,149
"ENSMUSG00000004947",2105,1850,4046,2151,2592,4082
"ENSMUSG00000004948",4211,3665,4565,3632,5136,5861
"ENSMUSG00000004951",108,147,234,342,279,233
"ENSMUSG00000004952",6995,6893,8505,7016,6939,7308
"ENSMUSG00000004961",116,122,88,127,118,186
"ENSMUSG00000004980",3027,3296,3875,2409,2979,3047
"ENSMUSG00000004988",7,7,9,6,4,25
"ENSMUSG00000004994",472,361,400,309,235,333
"ENSMUSG00000004996",83,82,91,102,99,109
"ENSMUSG00000005034",56,96,95,78,133,95
"ENSMUSG00000005043",2,2,1,0,0,12
"ENSMUSG00000005045",52,50,37,53,105,46
"ENSMUSG00000005054",67,62,76,66,22,43
"ENSMUSG00000005057",0,0,0,0,0,0
"ENSMUSG00000005069",74,114,160,83,159,214
"ENSMUSG00000005078",379,278,409,392,625,620
"ENSMUSG00000005087",0,0,0,0,13,0
"ENSMUSG00000005089",0,0,1,0,0,0
"ENSMUSG00000005102",688,859,831,655,1035,856
"ENSMUSG00000005103",708,709,1267,710,829,1251
"ENSMUSG00000005107",97,112,99,74,91,77
"ENSMUSG00000005124",29,35,58,31,67,17
"ENSMUSG00000005125",0,0,0,6,0,4
"ENSMUSG00000005131",990,1100,1199,1032,1190,936
"ENSMUSG00000005142",64,48,73,37,47,81
"ENSMUSG00000005148",8,22,13,23,35,15
"ENSMUSG00000005150",59,43,81,38,87,47
"ENSMUSG00000005161",17003,16402,16515,18693,17998,15277
"ENSMUSG00000005198",95,119,109,79,148,117
"ENSMUSG00000005202",0,0,0,0,0,0
"ENSMUSG00000005204",112,108,116,161,116,208
"ENSMUSG00000005220",13,2,12,15,7,13
"ENSMUSG00000005225",3051,2805,2882,2454,3171,2749
"ENSMUSG00000005232",13,9,26,8,32,21
"ENSMUSG00000005233",2831,3137,3232,3588,3233,3053
"ENSMUSG00000005237",26,15,65,66,44,129
"ENSMUSG00000005251",0,0,3,5,2,0
"ENSMUSG00000005262",254,240,446,196,292,309
"ENSMUSG00000005267",0,0,0,0,0,0
"ENSMUSG00000005268",1860,2324,2495,1822,2787,2072
"ENSMUSG00000005299",104,101,191,125,201,160
"ENSMUSG00000005312",4180,4500,5872,4448,6944,8098
"ENSMUSG00000005320",0,3,0,0,0,0
"ENSMUSG00000005338",0,0,0,0,1,0
"ENSMUSG00000005339",0,8,1,0,0,0
"ENSMUSG00000005354",3133,2871,3109,3124,2720,2657
"ENSMUSG00000005355",0,0,0,0,0,0
"ENSMUSG00000005357",0,0,0,0,0,0
"ENSMUSG00000005360",16,15,5,11,19,1
"ENSMUSG00000005362",2283,2023,2532,2026,2196,2053
"ENSMUSG00000005364",17,12,20,16,13,20
"ENSMUSG00000005370",1924,2092,2510,1718,2084,2261
"ENSMUSG00000005371",2230,2100,2281,1943,2600,2197
"ENSMUSG00000005373",1575,1666,1940,1569,2057,2092
"ENSMUSG00000005374",8,9,33,4,10,28
"ENSMUSG00000005378",36,32,45,59,44,54
"ENSMUSG00000005397",15,2,19,10,8,5
"ENSMUSG00000005410",368,419,430,281,343,418
"ENSMUSG00000005413",34,37,34,3,22,64
"ENSMUSG00000005417",726,756,770,679,1005,926
"ENSMUSG00000005442",71,76,125,40,140,191
"ENSMUSG00000005447",60,50,57,56,43,117
"ENSMUSG00000005465",2,6,0,6,2,1
"ENSMUSG00000005469",300,330,364,276,287,349
"ENSMUSG00000005470",7745,8115,9924,6887,7758,7972
"ENSMUSG00000005474",0,1,0,0,0,0
"ENSMUSG00000005481",1361,1681,2126,1396,1837,1705
"ENSMUSG00000005483",3353,3562,3878,3420,3220,4242
"ENSMUSG00000005493",758,827,1191,825,980,1053
"ENSMUSG00000005501",33,33,48,18,15,13
"ENSMUSG00000005503",46,59,51,17,60,40
"ENSMUSG00000005505",261,330,345,318,447,373
"ENSMUSG00000005506",1437,1581,2198,1607,1928,1941
"ENSMUSG00000005510",644,531,795,701,673,744
"ENSMUSG00000005514",59,67,144,76,196,210
"ENSMUSG00000005533",46,102,110,96,71,140
"ENSMUSG00000005534",95,127,150,73,160,188
"ENSMUSG00000005540",0,0,0,1,0,0
"ENSMUSG00000005547",0,0,0,4,0,0
"ENSMUSG00000005553",19,41,13,45,14,8
"ENSMUSG00000005566",584,569,884,428,889,843
"ENSMUSG00000005575",64,29,62,49,26,72
"ENSMUSG00000005580",159,127,215,120,280,210
"ENSMUSG00000005583",0,3,0,4,3,2
"ENSMUSG00000005609",486,654,529,352,672,529
"ENSMUSG00000005610",8731,7568,10398,7614,8649,9387
"ENSMUSG00000005611",168,162,220,210,195,174
"ENSMUSG00000005615",2228,2749,2427,2344,3184,2519
"ENSMUSG00000005621",2232,2765,3488,2657,3804,3577
"ENSMUSG00000005625",4008,3758,4562,3940,3240,3831
"ENSMUSG00000005628",25,29,14,27,49,26
"ENSMUSG00000005640",0,0,0,0,0,3
"ENSMUSG00000005649",0,0,0,0,0,0
"ENSMUSG00000005656",5900,6052,6139,5913,6600,5168
"ENSMUSG00000005667",4887,5497,6216,4623,5171,5845
"ENSMUSG00000005672",3403,3561,4322,3015,3974,3618
"ENSMUSG00000005674",0,0,0,0,0,0
"ENSMUSG00000005677",0,0,0,0,0,0
"ENSMUSG00000005681",0,0,0,2,0,2
"ENSMUSG00000005682",1809,2218,2379,1858,2975,2785
"ENSMUSG00000005683",2779,3185,3925,2819,3309,3915
"ENSMUSG00000005686",593,429,973,400,643,807
"ENSMUSG00000005687",3511,3377,4135,3395,3490,3509
"ENSMUSG00000005696",0,0,0,0,6,0
"ENSMUSG00000005698",1100,1058,1313,1266,1325,1292
"ENSMUSG00000005699",125,124,165,150,154,222
"ENSMUSG00000005705",2,0,0,1,9,0
"ENSMUSG00000005716",1,5,1,3,0,0
"ENSMUSG00000005718",117,111,140,173,154,113
"ENSMUSG00000005732",415,455,565,423,348,360
"ENSMUSG00000005763",9,14,15,7,10,22
"ENSMUSG00000005774",391,599,526,293,486,546
"ENSMUSG00000005779",143,118,213,146,201,234
"ENSMUSG00000005800",0,0,0,0,1,0
"ENSMUSG00000005802",301,264,278,231,340,300
"ENSMUSG00000005803",9,5,2,1,5,1
"ENSMUSG00000005804",33,27,73,20,14,13
"ENSMUSG00000005813",229,186,242,206,260,216
"ENSMUSG00000005823",315,418,524,418,671,524
"ENSMUSG00000005824",0,0,0,0,0,0
"ENSMUSG00000005836",27,61,37,15,14,38
"ENSMUSG00000005846",29365,30488,31614,25980,30831,27088
"ENSMUSG00000005864",31,83,76,89,182,151
"ENSMUSG00000005871",2757,2877,3155,2712,3902,2967
"ENSMUSG00000005873",690,621,1069,674,797,1002
"ENSMUSG00000005881",185,267,217,315,140,254
"ENSMUSG00000005882",521,545,783,535,523,818
"ENSMUSG00000005883",0,0,0,0,0,0
"ENSMUSG00000005886",1220,1987,2157,1721,2147,1823
"ENSMUSG00000005891",0,0,0,0,0,0
"ENSMUSG00000005892",2,14,13,2,1,15
"ENSMUSG00000005893",26,44,24,36,12,30
"ENSMUSG00000005897",414,426,825,451,567,484
"ENSMUSG00000005899",126,155,139,148,159,132
"ENSMUSG00000005907",924,1211,1187,1080,1392,1149
"ENSMUSG00000005917",196,105,156,219,171,295
"ENSMUSG00000005936",384,501,617,523,538,601
"ENSMUSG00000005947",60,42,13,21,25,26
"ENSMUSG00000005949",447,411,542,643,624,745
"ENSMUSG00000005950",0,0,1,10,0,0
"ENSMUSG00000005951",3,3,1,0,0,1
"ENSMUSG00000005952",0,0,0,0,9,0
"ENSMUSG00000005958",0,0,0,0,0,1
"ENSMUSG00000005968",75,54,85,32,113,86
"ENSMUSG00000005973",0,0,0,0,0,0
"ENSMUSG00000005980",0,0,0,0,0,0
"ENSMUSG00000005981",425,471,446,536,644,626
"ENSMUSG00000005982",277,334,455,291,319,471
"ENSMUSG00000005983",0,0,0,0,0,0
"ENSMUSG00000005986",0,0,12,1,0,2
"ENSMUSG00000005994",0,0,0,0,0,0
"ENSMUSG00000006005",1866,1740,1925,1690,2293,2079
"ENSMUSG00000006007",0,0,0,0,0,0
"ENSMUSG00000006010",455,529,709,674,668,647
"ENSMUSG00000006014",144,91,145,175,138,164
"ENSMUSG00000006019",42,18,36,10,19,17
"ENSMUSG00000006021",6,7,21,6,14,10
"ENSMUSG00000006024",385,413,459,410,256,414
"ENSMUSG00000006050",195,123,139,164,236,146
"ENSMUSG00000006056",0,0,6,0,0,0
"ENSMUSG00000006057",269,188,301,232,192,298
"ENSMUSG00000006058",13,10,12,30,9,7
"ENSMUSG00000006095",426,390,663,467,759,832
"ENSMUSG00000006127",186,178,273,231,180,236
"ENSMUSG00000006134",317,348,581,342,357,540
"ENSMUSG00000006143",131,113,150,155,113,191
"ENSMUSG00000006154",1,5,7,5,3,13
"ENSMUSG00000006169",437,379,534,350,648,641
"ENSMUSG00000006179",1,0,4,0,0,1
"ENSMUSG00000006191",429,440,416,456,398,504
"ENSMUSG00000006200",2,3,8,0,0,0
"ENSMUSG00000006204",0,5,0,0,0,0
"ENSMUSG00000006205",1744,1277,2410,2218,1838,2388
"ENSMUSG00000006215",27,31,21,14,9,10
"ENSMUSG00000006216",0,0,0,0,0,0
"ENSMUSG00000006218",0,0,0,0,0,0
"ENSMUSG00000006219",0,0,0,1,0,1
"ENSMUSG00000006221",0,0,0,0,0,0
"ENSMUSG00000006235",0,0,0,0,0,1
"ENSMUSG00000006241",0,0,0,0,0,2
"ENSMUSG00000006262",1137,1155,1556,1193,1067,1232
"ENSMUSG00000006269",0,0,0,0,0,0
"ENSMUSG00000006270",0,0,0,0,0,2
"ENSMUSG00000006273",3162,3394,4637,2879,3238,3983
"ENSMUSG00000006276",935,883,1132,946,1057,1259
"ENSMUSG00000006281",42,82,79,60,104,74
"ENSMUSG00000006288",181,235,246,196,201,311
"ENSMUSG00000006289",5,9,26,11,5,9
"ENSMUSG00000006299",368,542,709,380,570,638
"ENSMUSG00000006301",1188,1126,1933,1213,1501,2002
"ENSMUSG00000006304",6239,6375,7451,6297,6767,7036
"ENSMUSG00000006307",390,378,495,406,573,521
"ENSMUSG00000006310",298,411,395,370,292,316
"ENSMUSG00000006311",0,0,0,2,0,0
"ENSMUSG00000006313",24,18,19,15,24,25
"ENSMUSG00000006315",48,44,63,50,70,69
"ENSMUSG00000006333",201,247,263,259,176,239
"ENSMUSG00000006335",902,964,891,949,776,1098
"ENSMUSG00000006342",4,0,0,0,5,0
"ENSMUSG00000006344",0,0,1,1,0,0
"ENSMUSG00000006345",95,136,128,98,191,181
"ENSMUSG00000006356",251,273,299,265,174,266
"ENSMUSG00000006360",0,1,4,1,1,0
"ENSMUSG00000006362",607,778,597,633,916,699
"ENSMUSG00000006369",31,29,7,56,36,27
"ENSMUSG00000006373",1007,1086,1366,1162,1472,1684
"ENSMUSG00000006378",1,1,1,2,3,4
"ENSMUSG00000006386",300,248,291,310,345,298
"ENSMUSG00000006389",0,0,0,0,1,0
"ENSMUSG00000006390",694,717,754,732,815,750
"ENSMUSG00000006392",763,728,718,791,789,1006
"ENSMUSG00000006395",0,0,5,5,7,1
"ENSMUSG00000006398",2095,3195,4301,3075,4128,4938
"ENSMUSG00000006403",138,114,291,93,154,259
"ENSMUSG00000006411",0,0,0,2,0,0
"ENSMUSG00000006412",1934,2037,2413,1995,2018,2106
"ENSMUSG00000006418",19157,20595,28510,17822,21465,23229
"ENSMUSG00000006423",326,373,362,268,278,282
"ENSMUSG00000006435",0,5,7,9,6,5
"ENSMUSG00000006442",260,320,400,331,211,375
"ENSMUSG00000006445",0,13,4,7,3,16
"ENSMUSG00000006456",283,253,553,207,345,416
"ENSMUSG00000006457",49,77,138,156,118,133
"ENSMUSG00000006462",0,0,0,0,0,0
"ENSMUSG00000006463",766,969,1227,567,1002,1054
"ENSMUSG00000006464",0,0,5,1,0,2
"ENSMUSG00000006469",0,0,0,0,0,0
"ENSMUSG00000006471",26,30,47,10,16,55
"ENSMUSG00000006476",1,5,0,0,0,1
"ENSMUSG00000006488",0,0,0,0,0,0
"ENSMUSG00000006490",0,0,0,0,0,0
"ENSMUSG00000006494",399,334,541,289,395,356
"ENSMUSG00000006498",1664,1656,2331,1899,2473,2162
"ENSMUSG00000006517",29,12,50,17,34,55
"ENSMUSG00000006519",1,0,2,0,12,2
"ENSMUSG00000006522",0,12,8,13,2,8
"ENSMUSG00000006526",1,10,33,17,10,25
"ENSMUSG00000006527",7883,9176,10361,8163,12055,9925
"ENSMUSG00000006529",0,0,0,0,0,0
"ENSMUSG00000006538",0,0,0,0,1,0
"ENSMUSG00000006542",0,11,0,17,0,0
"ENSMUSG00000006546",0,0,1,1,1,3
"ENSMUSG00000006567",5,10,6,15,1,6
"ENSMUSG00000006570",0,0,0,0,0,0
"ENSMUSG00000006574",0,0,0,5,0,0
"ENSMUSG00000006575",0,8,0,1,0,2
"ENSMUSG00000006576",0,0,0,0,7,3
"ENSMUSG00000006585",712,924,1694,1035,1218,1938
"ENSMUSG00000006586",1960,1899,2644,1848,2328,2005
"ENSMUSG00000006587",324,346,303,237,206,313
"ENSMUSG00000006589",65,86,131,83,149,155
"ENSMUSG00000006599",2124,2520,2934,2176,2929,2620
"ENSMUSG00000006611",1,10,0,4,1,0
"ENSMUSG00000006638",0,0,0,0,0,0
"ENSMUSG00000006641",23,16,56,18,14,38
"ENSMUSG00000006642",0,0,0,0,0,0
"ENSMUSG00000006649",2,0,2,0,0,0
"ENSMUSG00000006651",0,0,6,0,0,7
"ENSMUSG00000006673",294,291,494,378,286,517
"ENSMUSG00000006675",0,0,0,2,0,1
"ENSMUSG00000006676",1994,2645,2991,1969,3410,2720
"ENSMUSG00000006678",2264,2596,2173,1816,2681,1941
"ENSMUSG00000006699",12984,12805,15557,11631,11869,13350
"ENSMUSG00000006705",27,99,35,52,72,49
"ENSMUSG00000006711",7,1,2,3,0,5
"ENSMUSG00000006715",4825,5247,5922,4544,5851,5248
"ENSMUSG00000006717",331,236,430,397,304,440
"ENSMUSG00000006720",294,176,299,313,319,187
"ENSMUSG00000006724",27,6,0,5,0,11
"ENSMUSG00000006728",45,52,99,39,46,101
"ENSMUSG00000006731",0,0,2,4,5,1
"ENSMUSG00000006732",280,342,410,327,296,305
"ENSMUSG00000006736",193,207,274,227,147,172
"ENSMUSG00000006740",499,667,714,671,790,748
"ENSMUSG00000006763",24,18,36,21,45,31
"ENSMUSG00000006764",399,546,531,412,503,701
"ENSMUSG00000006777",0,0,2,4,1,0
"ENSMUSG00000006782",1,0,8,0,3,6
"ENSMUSG00000006784",2,4,0,0,8,4
"ENSMUSG00000006800",274,282,405,298,340,340
"ENSMUSG00000006818",1334,1114,1530,1133,1340,1322
