"","GSM6996077","GSM6996078","GSM6996079","GSM6996080","GSM6996081","GSM6996082"
"ENSMUSG00000111172",0,2,1,0,0,0
"ENSMUSG00000111173",0,0,0,0,0,0
"ENSMUSG00000111174",0,0,0,0,0,0
"ENSMUSG00000111175",0,0,0,0,0,0
"ENSMUSG00000111176",0,0,0,0,0,0
"ENSMUSG00000111177",1,0,0,0,0,0
"ENSMUSG00000111179",0,0,0,0,0,0
"ENSMUSG00000111180",0,0,0,1,1,0
"ENSMUSG00000111181",0,0,0,0,0,0
"ENSMUSG00000111182",0,0,0,0,0,0
"ENSMUSG00000111183",0,0,0,0,0,0
"ENSMUSG00000111184",0,0,0,0,0,0
"ENSMUSG00000111186",0,0,0,0,0,0
"ENSMUSG00000111188",0,0,0,0,0,0
"ENSMUSG00000111189",1,1,2,3,1,1
"ENSMUSG00000111190",0,0,0,0,0,0
"ENSMUSG00000111191",0,0,0,0,0,0
"ENSMUSG00000111192",0,0,0,0,0,0
"ENSMUSG00000111193",0,0,0,0,0,0
"ENSMUSG00000111194",0,0,0,0,0,0
"ENSMUSG00000111195",0,0,0,0,0,0
"ENSMUSG00000111196",0,0,0,0,0,0
"ENSMUSG00000111197",6,0,1,2,0,0
"ENSMUSG00000111198",0,0,0,0,0,0
"ENSMUSG00000111199",0,0,0,0,0,0
"ENSMUSG00000111200",0,0,0,0,0,0
"ENSMUSG00000111201",0,0,0,0,0,0
"ENSMUSG00000111202",0,0,0,0,0,0
"ENSMUSG00000111203",0,0,0,0,0,0
"ENSMUSG00000111204",0,0,1,0,0,2
"ENSMUSG00000111205",3,0,7,1,0,1
"ENSMUSG00000111207",0,0,0,0,0,0
"ENSMUSG00000111208",0,0,0,0,0,0
"ENSMUSG00000111209",0,0,0,0,0,0
"ENSMUSG00000111210",0,0,0,0,0,0
"ENSMUSG00000111211",0,0,2,0,0,0
"ENSMUSG00000111212",2,1,4,2,0,0
"ENSMUSG00000111213",0,0,0,0,0,0
"ENSMUSG00000111215",0,0,0,0,0,0
"ENSMUSG00000111216",0,0,0,0,0,0
"ENSMUSG00000111217",0,0,0,0,0,0
"ENSMUSG00000111218",0,0,0,0,0,0
"ENSMUSG00000111219",0,0,0,0,0,0
"ENSMUSG00000111221",0,0,0,0,0,0
"ENSMUSG00000111222",0,0,0,0,0,0
"ENSMUSG00000111223",0,0,2,0,0,0
"ENSMUSG00000111224",0,0,0,0,0,0
"ENSMUSG00000111225",0,0,0,0,0,0
"ENSMUSG00000111227",0,0,0,0,0,0
"ENSMUSG00000111228",0,0,0,0,1,1
"ENSMUSG00000111229",4,0,0,0,0,0
"ENSMUSG00000111231",0,0,0,0,0,0
"ENSMUSG00000111232",0,0,0,0,0,0
"ENSMUSG00000111233",0,0,0,0,0,0
"ENSMUSG00000111234",0,0,0,0,0,0
"ENSMUSG00000111235",0,0,0,0,0,0
"ENSMUSG00000111236",0,0,0,0,0,0
"ENSMUSG00000111238",0,0,0,0,0,0
"ENSMUSG00000111239",0,0,0,0,0,0
"ENSMUSG00000111240",0,0,0,0,0,0
"ENSMUSG00000111241",0,0,0,0,0,0
"ENSMUSG00000111242",0,0,0,0,0,0
"ENSMUSG00000111243",3,2,6,6,5,5
"ENSMUSG00000111244",0,0,0,0,0,0
"ENSMUSG00000111245",0,0,0,0,0,0
"ENSMUSG00000111246",4,0,2,4,8,4
"ENSMUSG00000111248",0,0,0,0,0,0
"ENSMUSG00000111249",1,6,0,5,6,4
"ENSMUSG00000111250",2,0,1,1,0,1
"ENSMUSG00000111251",0,0,0,0,0,0
"ENSMUSG00000111252",0,0,0,0,0,0
"ENSMUSG00000111253",0,0,0,0,0,0
"ENSMUSG00000111254",2,3,4,1,0,0
"ENSMUSG00000111256",0,0,0,1,0,0
"ENSMUSG00000111257",0,0,0,0,0,0
"ENSMUSG00000111258",0,0,0,0,0,0
"ENSMUSG00000111259",0,0,0,0,0,0
"ENSMUSG00000111260",0,0,0,1,0,0
"ENSMUSG00000111262",0,0,0,0,0,0
"ENSMUSG00000111263",0,0,0,0,0,0
"ENSMUSG00000111264",5,5,2,4,4,7
"ENSMUSG00000111265",0,0,0,0,0,0
"ENSMUSG00000111266",0,0,0,0,0,0
"ENSMUSG00000111267",0,0,0,0,0,0
"ENSMUSG00000111268",0,0,0,0,0,0
"ENSMUSG00000111269",0,0,0,0,0,0
"ENSMUSG00000111270",0,0,0,0,0,0
"ENSMUSG00000111271",0,0,0,0,0,0
"ENSMUSG00000111272",0,0,0,0,0,0
"ENSMUSG00000111273",0,0,0,0,0,0
"ENSMUSG00000111274",0,0,0,0,0,0
"ENSMUSG00000111275",11,6,2,8,6,4
"ENSMUSG00000111276",0,0,0,0,0,0
"ENSMUSG00000111278",8,0,3,2,0,0
"ENSMUSG00000111280",0,0,0,0,0,0
"ENSMUSG00000111281",0,0,0,0,0,0
"ENSMUSG00000111282",0,0,0,0,0,0
"ENSMUSG00000111283",3,2,7,3,2,2
"ENSMUSG00000111284",0,0,0,0,0,0
"ENSMUSG00000111285",0,0,0,0,0,0
"ENSMUSG00000111286",0,0,0,0,0,0
"ENSMUSG00000111290",1,0,3,0,1,0
"ENSMUSG00000111291",58,32,68,44,27,31
"ENSMUSG00000111292",2,0,0,1,1,3
"ENSMUSG00000111293",5,4,8,2,6,3
"ENSMUSG00000111294",0,0,0,0,0,0
"ENSMUSG00000111295",0,0,0,0,0,0
"ENSMUSG00000111296",0,0,0,0,0,0
"ENSMUSG00000111297",0,0,0,0,0,0
"ENSMUSG00000111298",0,0,0,0,0,0
"ENSMUSG00000111299",0,0,0,0,0,0
"ENSMUSG00000111300",0,0,0,0,0,0
"ENSMUSG00000111301",0,0,0,0,0,0
"ENSMUSG00000111302",0,0,0,0,0,0
"ENSMUSG00000111303",0,0,0,0,0,0
"ENSMUSG00000111304",0,0,0,0,0,0
"ENSMUSG00000111305",0,0,0,0,0,0
"ENSMUSG00000111306",0,0,0,0,0,0
"ENSMUSG00000111308",0,0,0,0,0,0
"ENSMUSG00000111309",0,0,0,0,0,0
"ENSMUSG00000111310",0,0,0,0,0,0
"ENSMUSG00000111312",7,1,7,1,1,3
"ENSMUSG00000111313",0,0,0,0,0,0
"ENSMUSG00000111315",0,0,0,0,0,0
"ENSMUSG00000111316",0,0,0,0,0,0
"ENSMUSG00000111317",0,0,0,0,0,0
"ENSMUSG00000111318",9,17,23,32,23,20
"ENSMUSG00000111320",0,0,0,0,0,0
"ENSMUSG00000111322",0,0,0,0,0,0
"ENSMUSG00000111323",0,0,0,0,0,0
"ENSMUSG00000111324",0,0,0,0,0,0
"ENSMUSG00000111325",26,17,18,15,25,8
"ENSMUSG00000111326",0,0,0,0,0,0
"ENSMUSG00000111327",0,0,0,0,0,0
"ENSMUSG00000111329",8,9,11,5,9,7
"ENSMUSG00000111330",0,0,0,0,0,0
"ENSMUSG00000111333",0,0,0,0,0,0
"ENSMUSG00000111334",8,1,9,0,1,0
"ENSMUSG00000111335",0,0,0,2,0,0
"ENSMUSG00000111336",2,1,0,6,1,2
"ENSMUSG00000111337",0,0,0,0,0,0
"ENSMUSG00000111338",0,0,0,0,0,0
"ENSMUSG00000111339",0,0,0,0,0,0
"ENSMUSG00000111340",0,0,0,0,0,0
"ENSMUSG00000111341",0,0,0,0,2,0
"ENSMUSG00000111342",0,0,0,0,0,0
"ENSMUSG00000111343",8,2,1,5,5,1
"ENSMUSG00000111344",0,0,0,0,0,0
"ENSMUSG00000111345",3,1,2,3,3,1
"ENSMUSG00000111346",0,0,0,0,0,0
"ENSMUSG00000111348",6,1,6,4,1,1
"ENSMUSG00000111349",0,0,0,0,0,0
"ENSMUSG00000111350",0,0,0,0,0,0
"ENSMUSG00000111351",0,0,0,0,0,0
"ENSMUSG00000111352",0,0,0,0,0,0
"ENSMUSG00000111353",5,0,0,0,0,1
"ENSMUSG00000111354",0,0,0,0,0,0
"ENSMUSG00000111355",0,0,0,0,0,0
"ENSMUSG00000111356",5,5,4,1,2,2
"ENSMUSG00000111357",0,0,0,1,0,0
"ENSMUSG00000111358",0,0,0,0,2,0
"ENSMUSG00000111359",0,0,0,0,0,0
"ENSMUSG00000111360",2,3,0,0,0,1
"ENSMUSG00000111361",0,2,0,0,1,0
"ENSMUSG00000111362",0,0,0,0,0,0
"ENSMUSG00000111363",0,0,0,0,0,0
"ENSMUSG00000111364",0,0,0,0,0,0
"ENSMUSG00000111365",1,0,2,1,0,3
"ENSMUSG00000111366",0,0,0,0,0,0
"ENSMUSG00000111368",0,3,1,0,2,1
"ENSMUSG00000111369",0,0,0,0,0,0
"ENSMUSG00000111371",0,1,0,1,0,0
"ENSMUSG00000111373",0,0,0,0,0,0
"ENSMUSG00000111374",1,1,0,0,0,0
"ENSMUSG00000111375",63,40,43,49,49,49
"ENSMUSG00000111376",0,0,0,0,0,0
"ENSMUSG00000111377",0,0,0,0,0,0
"ENSMUSG00000111378",0,0,0,0,0,0
"ENSMUSG00000111379",0,0,0,0,0,0
"ENSMUSG00000111380",1,0,1,0,1,1
"ENSMUSG00000111381",0,0,0,0,0,0
"ENSMUSG00000111382",0,0,0,0,0,0
"ENSMUSG00000111383",0,0,0,0,0,0
"ENSMUSG00000111384",0,0,0,0,0,0
"ENSMUSG00000111386",0,0,0,0,0,0
"ENSMUSG00000111387",0,0,0,0,0,0
"ENSMUSG00000111388",0,0,0,0,0,0
"ENSMUSG00000111389",5,0,8,1,13,1
"ENSMUSG00000111390",38,21,30,21,28,37
"ENSMUSG00000111394",255,92,202,247,196,190
"ENSMUSG00000111395",0,0,0,1,0,0
"ENSMUSG00000111396",0,0,0,0,0,0
"ENSMUSG00000111397",0,0,0,0,0,0
"ENSMUSG00000111398",0,0,0,0,0,1
"ENSMUSG00000111399",0,0,0,0,0,0
"ENSMUSG00000111400",0,0,0,0,0,0
"ENSMUSG00000111403",0,0,0,0,0,0
"ENSMUSG00000111404",0,0,0,0,0,0
"ENSMUSG00000111405",0,0,0,0,0,0
"ENSMUSG00000111406",0,0,0,0,0,0
"ENSMUSG00000111409",1,0,3,0,0,0
"ENSMUSG00000111410",0,0,0,0,0,0
"ENSMUSG00000111411",0,0,0,0,0,0
"ENSMUSG00000111412",0,0,0,0,0,0
"ENSMUSG00000111413",0,0,0,0,0,1
"ENSMUSG00000111414",0,0,0,0,0,0
"ENSMUSG00000111415",0,1,2,0,0,0
"ENSMUSG00000111416",0,0,0,0,0,0
"ENSMUSG00000111417",0,0,0,0,0,0
"ENSMUSG00000111418",0,0,0,0,0,0
"ENSMUSG00000111419",0,0,0,0,0,0
"ENSMUSG00000111420",0,0,0,0,0,0
"ENSMUSG00000111421",0,2,1,0,0,0
"ENSMUSG00000111422",0,0,0,0,1,0
"ENSMUSG00000111423",0,0,0,0,0,0
"ENSMUSG00000111424",0,0,1,0,0,1
"ENSMUSG00000111425",0,0,2,0,0,0
"ENSMUSG00000111426",0,0,0,0,0,0
"ENSMUSG00000111427",0,0,0,0,0,0
"ENSMUSG00000111428",0,0,0,0,0,0
"ENSMUSG00000111429",0,0,0,0,0,0
"ENSMUSG00000111430",0,0,0,0,0,0
"ENSMUSG00000111431",0,0,0,0,0,0
"ENSMUSG00000111432",1,0,1,0,0,2
"ENSMUSG00000111433",0,0,0,0,0,0
"ENSMUSG00000111434",0,2,3,0,0,0
"ENSMUSG00000111435",0,0,0,0,0,0
"ENSMUSG00000111436",0,0,0,0,0,0
"ENSMUSG00000111437",0,0,0,0,0,0
"ENSMUSG00000111438",0,0,0,0,0,0
"ENSMUSG00000111439",0,0,0,0,0,0
"ENSMUSG00000111440",0,0,0,0,0,0
"ENSMUSG00000111441",0,0,0,0,0,0
"ENSMUSG00000111442",1,0,0,0,0,0
"ENSMUSG00000111443",0,0,0,0,0,0
"ENSMUSG00000111444",0,0,0,0,0,0
"ENSMUSG00000111445",0,0,0,0,0,0
"ENSMUSG00000111446",0,5,1,3,5,0
"ENSMUSG00000111447",4,4,8,3,1,8
"ENSMUSG00000111448",0,0,0,0,1,0
"ENSMUSG00000111449",0,0,0,0,0,0
"ENSMUSG00000111450",0,0,0,0,0,0
"ENSMUSG00000111451",0,0,0,0,0,0
"ENSMUSG00000111453",0,0,0,0,0,0
"ENSMUSG00000111454",0,0,0,0,0,0
"ENSMUSG00000111455",0,0,0,0,0,0
"ENSMUSG00000111456",0,0,0,0,0,0
"ENSMUSG00000111457",0,0,0,0,0,0
"ENSMUSG00000111458",0,0,0,0,0,0
"ENSMUSG00000111459",0,0,0,0,0,0
"ENSMUSG00000111460",0,0,0,0,0,0
"ENSMUSG00000111462",14,1,3,5,3,1
"ENSMUSG00000111463",0,0,0,0,0,0
"ENSMUSG00000111464",0,0,0,0,0,0
"ENSMUSG00000111465",0,0,4,1,0,4
"ENSMUSG00000111466",0,0,0,0,0,0
"ENSMUSG00000111467",0,0,0,0,0,0
"ENSMUSG00000111468",0,0,0,0,0,0
"ENSMUSG00000111470",0,0,0,0,0,0
"ENSMUSG00000111471",5,2,4,5,4,6
"ENSMUSG00000111472",0,0,0,0,2,0
"ENSMUSG00000111473",0,0,0,0,0,0
"ENSMUSG00000111474",0,0,0,0,0,0
"ENSMUSG00000111477",0,0,0,0,0,0
"ENSMUSG00000111478",0,0,0,0,0,0
"ENSMUSG00000111479",0,0,0,0,0,0
"ENSMUSG00000111480",0,0,0,0,0,0
"ENSMUSG00000111481",5,0,1,0,1,1
"ENSMUSG00000111482",0,0,0,0,0,0
"ENSMUSG00000111483",0,0,0,0,0,0
"ENSMUSG00000111484",0,0,0,0,0,0
"ENSMUSG00000111485",0,0,0,0,0,0
"ENSMUSG00000111486",0,0,0,0,0,0
"ENSMUSG00000111487",0,0,0,0,0,0
"ENSMUSG00000111488",0,0,0,0,0,1
"ENSMUSG00000111489",0,0,0,0,0,0
"ENSMUSG00000111490",2,0,0,0,0,0
"ENSMUSG00000111491",0,0,0,0,0,1
"ENSMUSG00000111492",0,0,0,0,0,0
"ENSMUSG00000111493",0,0,0,0,0,0
"ENSMUSG00000111494",0,0,0,0,0,0
"ENSMUSG00000111495",0,0,0,0,0,0
"ENSMUSG00000111496",18,9,15,14,3,9
"ENSMUSG00000111497",4,0,2,1,3,2
"ENSMUSG00000111498",0,0,2,1,2,0
"ENSMUSG00000111499",0,0,0,0,0,0
"ENSMUSG00000111500",0,0,0,0,0,0
"ENSMUSG00000111503",0,0,0,0,0,0
"ENSMUSG00000111504",0,0,0,0,0,0
"ENSMUSG00000111505",0,0,0,0,0,0
"ENSMUSG00000111506",0,0,0,0,0,0
"ENSMUSG00000111507",0,0,0,0,0,0
"ENSMUSG00000111508",0,0,0,0,0,0
"ENSMUSG00000111509",0,0,0,0,0,0
"ENSMUSG00000111510",0,0,0,0,0,0
"ENSMUSG00000111511",0,0,0,0,0,0
"ENSMUSG00000111512",14,13,18,12,11,13
"ENSMUSG00000111514",0,0,0,0,0,0
"ENSMUSG00000111515",1,3,0,2,1,1
"ENSMUSG00000111517",0,0,0,0,0,0
"ENSMUSG00000111518",0,0,0,0,0,0
"ENSMUSG00000111520",0,0,0,0,0,0
"ENSMUSG00000111521",24,31,37,37,32,18
"ENSMUSG00000111523",0,0,0,0,0,0
"ENSMUSG00000111524",0,0,0,0,0,0
"ENSMUSG00000111525",0,0,0,0,0,0
"ENSMUSG00000111526",0,0,0,0,0,0
"ENSMUSG00000111528",1,0,4,0,1,2
"ENSMUSG00000111529",0,0,1,0,3,0
"ENSMUSG00000111530",0,0,0,0,0,0
"ENSMUSG00000111531",7,14,6,22,13,10
"ENSMUSG00000111532",0,0,0,0,0,0
"ENSMUSG00000111533",1,0,5,0,1,2
"ENSMUSG00000111534",0,0,0,0,0,0
"ENSMUSG00000111535",2,2,0,3,4,1
"ENSMUSG00000111537",0,0,0,0,0,0
"ENSMUSG00000111539",0,0,0,0,0,0
"ENSMUSG00000111540",0,0,0,0,0,0
"ENSMUSG00000111541",0,0,0,0,0,0
"ENSMUSG00000111542",0,0,0,0,0,0
"ENSMUSG00000111543",0,0,0,0,0,0
"ENSMUSG00000111544",0,0,0,0,1,0
"ENSMUSG00000111545",0,0,0,0,0,0
"ENSMUSG00000111546",0,0,0,0,0,0
"ENSMUSG00000111547",7,15,9,4,13,10
"ENSMUSG00000111548",0,0,0,0,0,0
"ENSMUSG00000111549",0,0,0,0,0,0
"ENSMUSG00000111550",0,0,0,0,0,0
"ENSMUSG00000111551",0,0,0,0,0,0
"ENSMUSG00000111552",0,0,0,0,0,0
"ENSMUSG00000111553",0,0,0,0,0,0
"ENSMUSG00000111554",0,0,0,1,1,0
"ENSMUSG00000111555",0,0,0,0,0,0
"ENSMUSG00000111556",13,9,7,7,6,18
"ENSMUSG00000111557",0,0,0,0,0,0
"ENSMUSG00000111558",0,0,0,0,0,0
"ENSMUSG00000111560",0,0,0,0,0,0
"ENSMUSG00000111561",0,0,0,0,0,0
"ENSMUSG00000111562",0,0,0,0,0,0
"ENSMUSG00000111563",0,0,0,0,0,0
"ENSMUSG00000111564",0,0,0,0,0,0
"ENSMUSG00000111565",0,0,0,0,0,0
"ENSMUSG00000111566",0,0,0,0,0,0
"ENSMUSG00000111567",0,0,0,0,0,0
"ENSMUSG00000111568",0,0,0,0,0,0
"ENSMUSG00000111569",0,0,0,0,0,0
"ENSMUSG00000111570",0,0,0,0,0,0
"ENSMUSG00000111572",0,0,0,0,0,0
"ENSMUSG00000111573",0,0,0,0,0,0
"ENSMUSG00000111574",0,0,0,0,0,0
"ENSMUSG00000111575",0,0,0,0,0,0
"ENSMUSG00000111576",0,0,0,0,0,0
"ENSMUSG00000111577",0,1,0,0,0,0
"ENSMUSG00000111578",0,0,0,0,0,0
"ENSMUSG00000111580",0,0,0,0,0,0
"ENSMUSG00000111581",0,0,0,0,0,0
"ENSMUSG00000111582",0,0,0,0,0,0
"ENSMUSG00000111583",6,2,1,1,1,0
"ENSMUSG00000111585",0,0,0,0,0,0
"ENSMUSG00000111587",0,0,0,0,0,0
"ENSMUSG00000111589",0,0,0,0,0,0
"ENSMUSG00000111590",0,0,0,0,0,0
"ENSMUSG00000111591",0,0,0,0,0,0
"ENSMUSG00000111593",0,0,0,0,0,0
"ENSMUSG00000111594",18,10,10,10,6,11
"ENSMUSG00000111596",0,0,0,0,0,0
"ENSMUSG00000111597",0,0,0,0,0,0
"ENSMUSG00000111598",0,0,0,0,0,0
"ENSMUSG00000111600",0,0,0,0,0,0
"ENSMUSG00000111601",0,0,0,0,0,0
"ENSMUSG00000111602",0,0,0,0,0,0
"ENSMUSG00000111604",0,0,0,0,0,0
"ENSMUSG00000111605",11,6,12,0,8,3
"ENSMUSG00000111606",0,0,0,0,0,0
"ENSMUSG00000111608",0,0,0,0,0,0
"ENSMUSG00000111609",0,0,0,0,0,0
"ENSMUSG00000111610",2,2,1,4,1,2
"ENSMUSG00000111611",0,0,0,2,0,0
"ENSMUSG00000111612",0,0,0,0,0,0
"ENSMUSG00000111613",0,1,1,1,0,0
"ENSMUSG00000111615",0,0,0,0,0,0
"ENSMUSG00000111616",0,0,0,0,0,0
"ENSMUSG00000111617",0,0,0,0,0,0
"ENSMUSG00000111618",0,0,0,0,0,0
"ENSMUSG00000111619",0,0,0,0,0,0
"ENSMUSG00000111620",1,0,1,1,0,0
"ENSMUSG00000111621",0,0,0,0,0,0
"ENSMUSG00000111622",0,0,0,0,0,0
"ENSMUSG00000111623",0,0,0,0,0,0
"ENSMUSG00000111625",0,0,0,0,0,0
"ENSMUSG00000111626",0,0,0,0,0,0
"ENSMUSG00000111627",0,0,0,0,0,0
"ENSMUSG00000111629",0,0,0,0,0,0
"ENSMUSG00000111630",0,0,0,0,0,0
"ENSMUSG00000111631",0,0,0,0,0,0
"ENSMUSG00000111632",0,0,0,0,0,0
"ENSMUSG00000111633",7,1,6,2,3,4
"ENSMUSG00000111635",0,0,0,0,0,0
"ENSMUSG00000111637",0,0,0,0,0,0
"ENSMUSG00000111638",0,0,0,0,0,0
"ENSMUSG00000111639",1,0,0,0,0,0
"ENSMUSG00000111641",0,0,0,0,0,0
"ENSMUSG00000111643",0,0,0,0,0,0
"ENSMUSG00000111645",0,0,0,0,0,0
"ENSMUSG00000111646",0,0,0,0,0,0
"ENSMUSG00000111648",0,0,0,0,0,0
"ENSMUSG00000111649",0,0,0,0,0,0
"ENSMUSG00000111651",0,0,0,0,0,0
"ENSMUSG00000111652",0,0,0,0,0,0
"ENSMUSG00000111654",0,0,0,0,0,0
"ENSMUSG00000111655",0,0,0,0,0,0
"ENSMUSG00000111656",11,7,9,5,7,1
"ENSMUSG00000111657",2,0,0,0,0,0
"ENSMUSG00000111658",0,0,0,0,0,0
"ENSMUSG00000111660",0,0,0,0,0,0
"ENSMUSG00000111661",0,0,6,1,0,0
"ENSMUSG00000111662",0,0,0,0,0,0
"ENSMUSG00000111663",0,0,0,0,0,0
"ENSMUSG00000111664",3,0,1,2,4,1
"ENSMUSG00000111665",0,1,4,0,2,0
"ENSMUSG00000111666",0,0,0,0,0,0
"ENSMUSG00000111667",0,2,0,0,0,0
"ENSMUSG00000111668",0,0,0,0,0,0
"ENSMUSG00000111669",0,0,0,0,0,0
"ENSMUSG00000111670",0,0,0,0,0,0
"ENSMUSG00000111671",1,1,4,0,1,0
"ENSMUSG00000111672",0,0,0,0,0,0
"ENSMUSG00000111673",0,0,0,4,0,1
"ENSMUSG00000111674",0,0,0,0,0,0
"ENSMUSG00000111678",0,0,0,0,0,0
"ENSMUSG00000111679",0,0,0,0,0,0
"ENSMUSG00000111680",0,0,0,0,0,0
"ENSMUSG00000111681",0,0,1,0,0,0
"ENSMUSG00000111682",0,0,0,0,0,0
"ENSMUSG00000111683",0,0,0,0,0,0
"ENSMUSG00000111684",0,0,0,0,1,0
"ENSMUSG00000111685",3,8,10,10,8,2
"ENSMUSG00000111686",5,1,3,5,4,6
"ENSMUSG00000111687",0,0,0,0,0,0
"ENSMUSG00000111689",0,0,0,0,0,0
"ENSMUSG00000111690",0,0,0,0,0,0
"ENSMUSG00000111691",0,0,0,0,0,0
"ENSMUSG00000111692",0,0,2,0,0,0
"ENSMUSG00000111693",0,0,0,0,0,0
"ENSMUSG00000111694",0,0,0,0,0,0
"ENSMUSG00000111695",0,0,0,0,0,0
"ENSMUSG00000111696",0,0,0,0,0,0
"ENSMUSG00000111697",0,0,0,0,0,0
"ENSMUSG00000111698",0,0,0,0,0,0
"ENSMUSG00000111699",0,0,0,0,0,0
"ENSMUSG00000111700",0,0,0,0,0,0
"ENSMUSG00000111702",0,0,0,0,0,0
"ENSMUSG00000111703",0,0,0,0,0,0
"ENSMUSG00000111704",0,0,0,0,0,0
"ENSMUSG00000111707",0,0,0,0,0,0
"ENSMUSG00000111708",0,0,0,0,0,0
"ENSMUSG00000111709",0,6,6,1,3,2
"ENSMUSG00000111710",0,0,0,0,0,0
"ENSMUSG00000111711",0,0,0,0,0,0
"ENSMUSG00000111712",0,0,0,0,0,1
"ENSMUSG00000111713",1,0,0,0,1,1
"ENSMUSG00000111715",0,0,0,0,0,0
"ENSMUSG00000111716",0,0,0,0,0,0
"ENSMUSG00000111717",0,0,0,0,0,0
"ENSMUSG00000111719",0,0,0,0,0,0
"ENSMUSG00000111720",0,0,0,0,0,0
"ENSMUSG00000111722",2,3,1,6,2,3
"ENSMUSG00000111725",0,0,0,0,0,0
"ENSMUSG00000111726",0,0,0,0,0,1
"ENSMUSG00000111728",0,0,0,0,0,0
"ENSMUSG00000111729",0,0,0,0,0,0
"ENSMUSG00000111730",0,0,0,0,0,0
"ENSMUSG00000111731",0,0,2,0,0,0
"ENSMUSG00000111732",0,0,0,0,0,0
"ENSMUSG00000111733",0,0,0,0,0,0
"ENSMUSG00000111734",0,0,0,0,0,0
"ENSMUSG00000111736",0,0,0,0,0,0
"ENSMUSG00000111737",1,0,2,0,0,0
"ENSMUSG00000111738",0,0,0,0,0,0
"ENSMUSG00000111739",0,0,0,0,0,0
"ENSMUSG00000111740",1,5,7,10,6,0
"ENSMUSG00000111741",0,0,0,0,0,0
"ENSMUSG00000111743",0,1,0,0,0,0
"ENSMUSG00000111744",0,1,0,0,0,1
"ENSMUSG00000111746",0,1,0,1,0,0
"ENSMUSG00000111747",0,0,0,0,0,0
"ENSMUSG00000111748",0,0,0,0,0,0
"ENSMUSG00000111749",0,0,0,0,0,0
"ENSMUSG00000111750",0,0,0,0,0,0
"ENSMUSG00000111751",0,0,0,0,0,0
"ENSMUSG00000111752",0,0,0,0,0,0
"ENSMUSG00000111753",0,0,0,0,0,0
"ENSMUSG00000111754",0,0,0,0,0,0
"ENSMUSG00000111755",0,0,0,0,0,0
"ENSMUSG00000111756",0,0,0,0,0,0
"ENSMUSG00000111757",0,0,0,0,0,0
"ENSMUSG00000111758",2,4,0,0,0,3
"ENSMUSG00000111759",0,0,0,0,0,0
"ENSMUSG00000111760",0,0,0,0,0,0
"ENSMUSG00000111761",119,81,143,124,189,143
"ENSMUSG00000111762",0,0,0,0,0,0
"ENSMUSG00000111763",0,0,0,0,0,0
"ENSMUSG00000111764",0,0,0,0,0,0
"ENSMUSG00000111765",112,122,85,107,91,83
"ENSMUSG00000111766",0,0,0,0,0,0
"ENSMUSG00000111767",2,0,2,1,4,0
"ENSMUSG00000111769",0,0,0,2,0,0
"ENSMUSG00000111770",0,0,0,0,0,0
"ENSMUSG00000111771",1,0,0,0,0,0
"ENSMUSG00000111772",0,0,0,0,0,0
"ENSMUSG00000111774",1,0,0,0,0,0
"ENSMUSG00000111776",0,1,0,0,0,2
"ENSMUSG00000111777",0,0,0,0,0,0
"ENSMUSG00000111778",0,0,0,0,0,0
"ENSMUSG00000111780",0,0,0,0,0,0
"ENSMUSG00000111781",0,0,0,0,0,0
"ENSMUSG00000111782",0,0,0,0,0,0
"ENSMUSG00000111783",0,0,1,0,0,0
"ENSMUSG00000111785",1,0,2,0,0,0
"ENSMUSG00000111786",0,0,0,0,0,0
"ENSMUSG00000111787",0,0,0,0,0,0
"ENSMUSG00000111788",0,0,0,0,0,0
"ENSMUSG00000111789",0,0,0,0,0,0
"ENSMUSG00000111792",0,0,0,1,0,0
"ENSMUSG00000111793",0,0,2,0,3,2
"ENSMUSG00000111794",0,0,0,0,0,0
"ENSMUSG00000111795",0,0,0,0,0,0
"ENSMUSG00000111796",0,0,0,0,0,0
"ENSMUSG00000111797",0,0,0,0,0,0
"ENSMUSG00000111799",0,0,0,0,0,0
"ENSMUSG00000111800",0,0,0,0,0,0
"ENSMUSG00000111801",0,0,0,0,0,0
"ENSMUSG00000111802",0,0,0,0,0,0
"ENSMUSG00000111803",0,0,0,0,0,0
"ENSMUSG00000111805",0,0,0,0,0,0
"ENSMUSG00000111806",0,0,0,0,0,0
"ENSMUSG00000111807",0,0,0,0,0,0
"ENSMUSG00000111808",1,0,1,0,0,0
"ENSMUSG00000111809",13,5,14,12,8,8
"ENSMUSG00000111810",0,0,0,0,0,0
"ENSMUSG00000111811",0,0,0,0,0,0
"ENSMUSG00000111812",0,0,0,0,1,0
"ENSMUSG00000111814",0,0,0,0,0,0
"ENSMUSG00000111815",0,0,0,1,1,0
"ENSMUSG00000111816",0,0,0,0,0,0
"ENSMUSG00000111817",0,0,0,2,0,0
"ENSMUSG00000111818",0,1,0,1,0,0
"ENSMUSG00000111819",0,0,0,0,0,0
"ENSMUSG00000111820",0,0,0,0,0,0
"ENSMUSG00000111821",0,0,0,0,0,0
"ENSMUSG00000111822",0,0,0,0,0,0
"ENSMUSG00000111823",0,0,0,0,0,0
"ENSMUSG00000111824",1,1,1,1,3,0
"ENSMUSG00000111825",0,0,0,0,0,0
"ENSMUSG00000111827",0,0,0,0,0,0
"ENSMUSG00000111828",10,11,16,14,13,12
"ENSMUSG00000111829",0,0,0,0,0,0
"ENSMUSG00000111830",0,0,0,0,0,0
