"","EU181","EU182","EU183","EU184","EU185","EU186","EU187","EU188","EU189","EU190","EU191","EU192","EU226","EU228","EU229","EU230","EU231","EU236"
"ENSMUSG00000001542",149,259,39,117,307,332,37,240,9,15,83,89,18,24,103,75,43,94
"ENSMUSG00000001552",6,25,18,2,61,14,7,34,9,1,19,25,16,18,30,17,35,51
"ENSMUSG00000001555",64,279,56,93,186,190,66,116,191,0,250,144,40,109,258,43,143,333
"ENSMUSG00000001558",0,2,0,0,8,3,0,1,0,11,4,0,0,0,4,0,0,4
"ENSMUSG00000001566",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001569",186,346,88,207,373,612,156,523,280,1,126,193,52,240,190,56,39,31
"ENSMUSG00000001576",82,172,52,58,198,174,77,144,101,0,168,96,74,122,253,112,59,149
"ENSMUSG00000001583",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"ENSMUSG00000001588",10,15,13,14,34,13,16,31,14,0,21,28,16,17,25,8,1,0
"ENSMUSG00000001604",33,76,44,48,160,152,34,137,59,0,37,66,2404,237,209,148,68,118
"ENSMUSG00000001622",5,0,0,13,11,0,8,30,1,0,4,1,0,1,0,10,1,0
"ENSMUSG00000001627",1279,1222,977,1301,4372,4429,2623,2568,1178,5,525,1113,3852,1398,574,873,733,6241
"ENSMUSG00000001630",4145,5619,892,5214,12839,15826,2857,14995,5449,13,571,5426,234,2462,620,508,512,385
"ENSMUSG00000001632",75,63,22,62,189,184,96,149,254,8,77,101,59,96,228,47,33,64
"ENSMUSG00000001642",22,29,20,63,67,53,63,69,53,0,44,53,23,36,64,54,35,56
"ENSMUSG00000001655",380,711,350,699,1639,787,380,1652,512,2,64,527,4728,66,386,667,468,161
"ENSMUSG00000001656",1519,1494,803,1354,3082,1962,3913,2645,769,3,63,1465,157,201,39,130,950,248
"ENSMUSG00000001657",5,2,2,1,10,4,2,1,0,5,3,7,42,3,15,3,16,18
"ENSMUSG00000001661",43,51,10,19,69,32,51,56,9,8,32,23,53,67,79,56,38,66
"ENSMUSG00000001663",0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,2,9,0
"ENSMUSG00000001665",2,1,0,0,0,2,0,13,0,0,2,1,3,5,4,5,3,0
"ENSMUSG00000001666",4,13,4,10,13,12,13,11,5,0,19,5,17,24,25,29,14,53
"ENSMUSG00000001670",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000001672",0,0,0,19,18,0,0,30,0,0,0,34,1,0,0,0,0,0
"ENSMUSG00000001674",258,131,34,133,145,200,130,284,156,0,138,58,58,68,218,85,25,19
"ENSMUSG00000001687",2475,2564,447,1477,5514,3935,2526,3183,1439,7,508,1563,5154,716,694,571,1084,277
"ENSMUSG00000001700",12,13,5,15,67,30,36,28,20,0,37,7,19,12,62,41,2,23
"ENSMUSG00000001707",42,50,18,49,124,66,72,58,46,0,58,40,13,40,113,97,12,26
"ENSMUSG00000001729",222,452,182,602,739,557,284,576,593,0,583,324,221,478,1667,421,70,491
"ENSMUSG00000001739",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"ENSMUSG00000001741",0,1,2,0,5,0,1,60,0,1,6,1,5,0,3,0,129,1
"ENSMUSG00000001750",50,125,40,64,193,244,64,203,304,0,101,165,76,143,131,41,39,109
"ENSMUSG00000001751",39,28,41,51,111,46,40,120,69,0,98,46,69,127,186,47,19,47
"ENSMUSG00000001755",44,46,24,40,80,47,26,54,44,0,66,13,45,58,124,51,31,79
"ENSMUSG00000001761",80,185,61,97,292,192,99,209,203,4,226,97,66,148,499,194,33,119
"ENSMUSG00000001763",0,2,0,1,3,0,0,0,1,0,6,2,2,1,5,13,0,0
"ENSMUSG00000001767",43,201,27,145,501,415,128,367,115,0,99,136,21,35,95,60,18,30
"ENSMUSG00000001768",17,20,9,9,34,17,9,18,118,4,26,15,23,13,39,48,38,83
"ENSMUSG00000001773",0,1,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0
"ENSMUSG00000001774",191,303,71,293,762,670,335,490,154,7,181,294,51,95,622,109,79,67
"ENSMUSG00000001783",99,129,105,149,293,418,136,364,196,1,293,156,60,127,293,120,72,120
"ENSMUSG00000001785",37,51,14,64,130,110,63,156,51,1,98,49,36,59,205,73,19,104
"ENSMUSG00000001786",36,20,17,20,51,35,49,52,15,0,62,21,23,52,100,64,10,45
"ENSMUSG00000001794",381,550,258,468,839,579,483,794,688,1,735,393,440,406,771,294,196,514
"ENSMUSG00000001802",0,0,0,1,0,0,0,0,0,1,0,0,2,0,3,2,0,2
"ENSMUSG00000001804",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000001815",0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,13
"ENSMUSG00000001819",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001823",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001827",0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0
"ENSMUSG00000001829",54,77,21,62,438,175,160,422,361,1,107,65,41,46,173,64,46,111
"ENSMUSG00000001833",8000,14464,4663,8262,22633,16352,16647,12463,5316,66,1777,11380,360,3164,1120,3391,3370,590
"ENSMUSG00000001844",53,77,25,71,112,57,46,65,51,0,99,57,34,37,78,41,43,73
"ENSMUSG00000001847",149,235,122,230,455,465,290,430,175,2,429,196,113,251,678,261,78,347
"ENSMUSG00000001855",29,48,20,38,63,127,41,195,50,2,52,28,30,53,77,29,7,87
"ENSMUSG00000001864",536,1106,533,143,1436,997,410,578,1627,2,133,639,33,241,199,190,119,10
"ENSMUSG00000001865",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001870",813,8276,738,2383,10749,12803,1044,6357,11660,19,1069,12852,222,215,236,83,1417,577
"ENSMUSG00000001891",95,210,57,127,215,231,152,296,182,0,229,238,46,92,195,163,77,172
"ENSMUSG00000001901",0,0,0,0,1,0,0,0,0,1,0,0,1,5,3,1,0,3
"ENSMUSG00000001909",226,170,140,190,354,399,356,347,208,0,199,100,326,284,494,207,137,118
"ENSMUSG00000001910",71,99,34,118,202,169,120,162,150,1,108,59,69,89,403,93,27,147
"ENSMUSG00000001911",1009,1829,459,895,3133,2448,815,2162,1847,16,1066,1477,1461,1109,1637,323,960,2435
"ENSMUSG00000001918",13,58,21,12,72,62,16,44,16,0,34,9,5,22,123,35,15,41
"ENSMUSG00000001924",255,374,117,329,687,548,282,775,400,4,540,330,348,312,776,313,85,449
"ENSMUSG00000001930",3,0,0,2,5,0,1,2,0,0,0,0,0,1,0,1,1,0
"ENSMUSG00000001942",13,97,7,77,23,18,12,113,63,3,37,16,19,25,39,12,28,14
"ENSMUSG00000001943",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001946",0,0,1,1,0,2,1,2,1,0,2,1,1,0,2,1,0,0
"ENSMUSG00000001948",0,2,1,0,11,3,0,2,0,2,11,0,2,3,8,0,1,6
"ENSMUSG00000001962",209,298,105,280,712,319,338,532,186,0,378,189,180,293,535,273,66,62
"ENSMUSG00000001964",49,79,48,54,138,125,61,122,82,0,63,59,93,632,380,164,61,139
"ENSMUSG00000001983",5,3,1,16,15,3,4,12,3,0,3,8,9,9,12,8,4,1
"ENSMUSG00000001985",0,0,0,0,0,0,0,0,0,2,0,0,3,1,2,0,0,2
"ENSMUSG00000001986",4,7,2,5,32,5,8,10,2,16,3,1,18,8,6,3,0,45
"ENSMUSG00000001988",0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001995",13,7,1,4,22,9,6,9,11,3,17,5,7,8,24,5,9,64
"ENSMUSG00000001998",126,32,13,32,169,371,67,95,134,2,53,33,15,20,28,11,3,15
"ENSMUSG00000001999",19,22,20,23,245,30,35,165,24,0,62,29,13,32,113,75,20,21
"ENSMUSG00000002006",48,33,1,1,2,1,1,3,0,0,2,0,9,4,10,3,2,25
"ENSMUSG00000002007",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000002010",128,182,98,210,383,326,118,383,153,1,273,145,80,108,168,95,81,115
"ENSMUSG00000002012",9,8,7,11,11,13,4,7,30,1,13,9,49,19,36,40,9,29
"ENSMUSG00000002014",190,373,95,147,342,293,142,202,301,0,362,210,114,186,150,134,185,105
"ENSMUSG00000002015",219,300,278,507,616,283,659,631,188,1,289,207,348,441,491,328,324,507
"ENSMUSG00000002017",47,114,32,138,156,80,54,103,53,6,79,49,33,62,87,67,34,39
"ENSMUSG00000002020",5,143,1,14,59,75,7,24,196,3,53,66,5,12,61,30,82,823
"ENSMUSG00000002028",161,321,140,109,1496,547,234,884,344,17,224,271,1748,333,433,302,129,295
"ENSMUSG00000002031",506,474,361,484,1280,1214,552,1988,349,6,269,776,1297,809,207,147,295,112
"ENSMUSG00000002032",1,2,2,1,6,6,1,9,4,1,8,4,1,10,21,1,2,2
"ENSMUSG00000002033",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000002043",250,214,103,134,228,238,138,227,216,2,177,132,201,172,225,121,84,55
"ENSMUSG00000002052",126,123,72,118,437,529,250,403,108,5,228,161,121,158,309,89,44,167
"ENSMUSG00000002055",10,247,18,34,91,311,8,27,15,2,25,78,9,10,27,8,6,46
"ENSMUSG00000002057",2,3,5,5,13,5,0,3,5,0,4,0,5,10,5,1,0,0
"ENSMUSG00000002058",24,40,50,23,252,88,28,49,60,1,65,62,60,69,247,70,61,157
"ENSMUSG00000002059",75,104,67,51,155,125,93,221,141,0,184,70,69,108,207,123,59,176
"ENSMUSG00000002064",271,187,112,164,385,253,206,271,187,0,299,116,75,242,305,261,137,121
"ENSMUSG00000002068",9,62,6,52,35,95,12,69,103,0,26,64,10,12,52,38,10,13
"ENSMUSG00000002076",1,0,0,0,2,0,0,0,0,0,1,0,0,0,9,1,0,1
"ENSMUSG00000002083",16,30,14,124,33,35,39,36,108,0,30,20,31,155,111,28,41,44
"ENSMUSG00000002100",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
"ENSMUSG00000002102",414,313,128,325,588,502,292,449,483,3,318,247,128,218,381,198,128,203
"ENSMUSG00000002103",72,346,215,102,524,686,171,408,206,2,145,130,68,305,221,83,90,557
"ENSMUSG00000002104",53,28,48,63,162,93,42,81,51,0,63,47,63,80,115,39,16,85
"ENSMUSG00000002105",103,181,140,100,513,274,224,201,346,1,256,155,170,228,395,124,106,425
"ENSMUSG00000002107",1137,2992,1012,1201,3752,4672,1707,1628,1557,48,847,2486,141,282,636,234,165,773
"ENSMUSG00000002108",0,4,1,1,0,2,0,1,4,0,0,1,9,6,4,3,0,0
"ENSMUSG00000002109",2,4,1,0,4,2,3,8,0,0,1,23,2,0,4,0,0,3
"ENSMUSG00000002111",0,0,0,0,7,0,0,1,3,4,3,0,1,0,0,0,0,0
"ENSMUSG00000002129",60,201,34,94,553,465,316,322,135,4,87,45,71,395,199,68,26,205
"ENSMUSG00000002147",0,4,0,0,7,0,0,3,0,0,0,0,20,3,9,4,0,2
"ENSMUSG00000002190",0,1,1,0,0,0,1,0,1,0,1,2,3,0,0,2,1,0
"ENSMUSG00000002204",0,1,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0
"ENSMUSG00000002205",34,30,24,24,87,53,37,74,11,0,53,39,18,65,89,46,17,128
"ENSMUSG00000002210",26,28,13,18,64,36,40,43,33,0,38,69,63,34,57,14,11,34
"ENSMUSG00000002221",31,31,7,121,73,30,33,91,28,0,38,61,23,37,88,31,12,45
"ENSMUSG00000002222",371,241,47,649,1182,1453,170,199,75,4,234,413,84,231,614,104,221,946
"ENSMUSG00000002227",7,4,1,6,7,15,2,10,3,1,8,4,2,104,14,7,6,18
"ENSMUSG00000002228",0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2
"ENSMUSG00000002233",77,105,66,82,206,143,108,199,163,0,199,73,96,168,214,170,72,278
"ENSMUSG00000002240",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000002249",14,12,13,6,49,24,19,18,23,2,36,9,11,26,75,28,7,19
"ENSMUSG00000002250",20,83,27,23,85,41,60,54,37,0,71,28,35,69,177,42,31,64
"ENSMUSG00000002257",10,11,1,5,82,37,5,67,15,0,18,12,7,24,37,24,9,11
"ENSMUSG00000002265",96,26,17,198,54,68,46,116,26,3,96,91,90,54,72,25,59,669
"ENSMUSG00000002266",3,281,0,5,5,1,0,1,0,0,5,3,1,0,6,0,16,12
"ENSMUSG00000002274",21,29,29,11,100,35,14,45,71,1,43,29,43,61,122,47,17,132
"ENSMUSG00000002279",93,94,46,80,220,134,87,139,129,3,141,92,208,100,202,68,31,81
"ENSMUSG00000002280",22,21,12,23,65,73,55,24,24,0,40,55,22,39,47,37,10,21
"ENSMUSG00000002289",177,557,194,250,457,402,216,371,507,2,718,370,308,422,925,392,518,554
"ENSMUSG00000002297",262,390,317,478,528,398,74,454,224,1,163,373,7,43,261,106,45,4
"ENSMUSG00000002307",75,27,27,40,90,69,32,54,32,0,53,24,28,47,67,43,17,23
"ENSMUSG00000002308",20,24,12,19,52,24,18,42,29,0,19,33,162,41,37,32,28,15
"ENSMUSG00000002319",45,134,22,41,124,241,72,77,65,0,92,39,81,44,138,62,19,68
"ENSMUSG00000002320",34,96,6,38,165,90,44,103,101,4,73,93,16,19,50,29,4,39
"ENSMUSG00000002324",16,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000002325",148,96,148,12,233,106,8,27,14,0,21,162,9,142,69,20,2,13
"ENSMUSG00000002326",3,3,2,9,122,9,7,14,6,2,9,6,0,3,7,1,3,1
"ENSMUSG00000002329",40,43,29,62,166,110,50,62,119,0,85,103,25,83,214,131,54,84
"ENSMUSG00000002332",35,67,20,45,73,44,50,35,103,1,97,72,58,92,123,57,22,284
"ENSMUSG00000002341",3,2,1,2,1,2,4,0,0,0,0,0,47,25,45,17,1,174
"ENSMUSG00000002342",63,83,52,266,351,186,113,387,167,0,158,232,68,107,179,72,37,69
"ENSMUSG00000002343",23,46,40,40,91,39,49,65,60,0,61,24,59,60,112,55,33,141
"ENSMUSG00000002345",39,86,42,46,226,98,81,194,64,1,69,72,62,72,98,67,33,77
"ENSMUSG00000002346",11,317,110,176,146,225,232,50,61,0,22,57,212,262,22,11,356,27
"ENSMUSG00000002365",80,127,52,280,267,221,151,326,156,6,212,90,489,160,553,160,61,239
"ENSMUSG00000002372",71,115,160,68,209,117,131,223,116,0,113,43,98,129,200,79,38,49
"ENSMUSG00000002379",94,136,80,95,187,89,89,112,115,0,128,118,86,159,262,147,71,100
"ENSMUSG00000002384",0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,1,0
"ENSMUSG00000002393",30,27,16,17,49,36,17,35,45,0,46,15,26,73,217,79,13,40
"ENSMUSG00000002395",49,97,87,75,124,99,78,78,208,0,162,81,75,111,138,80,170,74
"ENSMUSG00000002396",41,33,19,25,43,23,14,24,32,0,37,26,25,44,181,62,37,91
"ENSMUSG00000002409",8,25,5,20,94,50,6,185,127,7,23,5,10,28,23,7,87,21
"ENSMUSG00000002413",3091,1549,403,3920,7696,13117,1658,11076,1585,17,279,3015,101,1240,278,126,67,221
"ENSMUSG00000002416",21,29,13,27,458,26,25,58,21,0,36,15,25,20,49,28,24,28
"ENSMUSG00000002428",419,414,237,409,1168,919,572,889,149,2,120,373,46,36,46,39,520,48
"ENSMUSG00000002455",133,534,47,437,692,959,555,884,231,0,155,336,83,214,245,116,43,139
"ENSMUSG00000002458",33,41,28,31,74,51,31,27,60,2,74,42,35,44,132,87,19,80
"ENSMUSG00000002459",14,35,9,22,67,29,26,26,29,3,45,17,9,8,51,8,4,14
"ENSMUSG00000002475",1,6,1,5,11,6,1,19,4,0,10,2,2,6,4,11,0,11
"ENSMUSG00000002477",56,74,41,91,164,89,99,78,93,4,58,67,57,66,172,66,43,42
"ENSMUSG00000002486",22,52,17,11,175,41,80,58,19,0,32,20,37,20,105,33,11,43
"ENSMUSG00000002489",10,36,7,12,29,25,7,28,6,1,30,15,7,12,38,8,27,28
"ENSMUSG00000002496",44,174,30,84,134,127,68,99,54,1,125,44,92,70,127,62,24,81
"ENSMUSG00000002500",0,0,0,0,1,18,0,0,3,0,0,0,0,1,4,0,0,6
"ENSMUSG00000002504",7,27,12,16,30,24,18,27,24,0,30,8,32,33,107,26,22,26
"ENSMUSG00000002524",170,245,137,225,451,414,399,364,212,3,313,144,201,308,492,213,83,273
"ENSMUSG00000002546",52,345,320,153,1546,1976,72,1475,1547,7,166,375,79,110,136,84,36,123
"ENSMUSG00000002550",41,41,23,41,81,37,42,121,44,0,83,30,27,45,68,59,30,34
"ENSMUSG00000002565",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000002578",1,2,10,0,3,1,0,1,0,8,5,3,1,3,0,2,0,15
"ENSMUSG00000002580",63,64,55,68,143,73,91,97,101,0,113,49,87,99,110,101,47,76
"ENSMUSG00000002588",0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
"ENSMUSG00000002602",73,187,146,54,389,109,56,134,164,1,196,150,52,26,163,60,215,209
"ENSMUSG00000002603",32,50,24,31,101,96,43,110,109,2,102,54,15,62,461,88,25,201
"ENSMUSG00000002608",38,37,26,32,115,111,49,99,40,0,74,31,52,54,60,35,9,89
"ENSMUSG00000002617",56,12,3,4,177,61,27,24,4,0,35,74,8,7,29,14,11,33
"ENSMUSG00000002625",70,67,75,86,131,129,130,97,56,7,78,39,52,112,210,60,100,76
"ENSMUSG00000002633",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
"ENSMUSG00000002635",27,43,14,50,65,60,39,118,63,0,42,21,9,33,48,39,10,40
"ENSMUSG00000002658",189,217,127,96,318,224,203,333,118,0,116,156,262,148,288,75,141,125
"ENSMUSG00000002660",81,68,75,100,210,122,113,193,95,0,125,63,109,139,187,96,54,107
"ENSMUSG00000002661",6,5,4,7,20,7,2,12,4,0,18,4,5,9,12,18,7,1
"ENSMUSG00000002664",0,0,0,0,5,2,1,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000002668",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000002679",21,20,23,30,96,84,58,84,21,0,54,52,21,23,34,36,16,35
"ENSMUSG00000002688",0,0,0,0,0,0,0,0,1,0,1,1,4,0,0,0,0,17
"ENSMUSG00000002699",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000002718",162,303,82,95,720,541,507,589,723,0,136,347,45,63,183,37,373,82
"ENSMUSG00000002728",38,251,63,71,296,360,94,353,166,2,85,128,36,44,118,72,89,28
"ENSMUSG00000002731",27,44,16,38,101,103,31,80,38,2,92,38,28,22,101,59,62,60
"ENSMUSG00000002732",73,69,17,48,140,89,43,79,103,0,99,103,11,50,45,42,61,43
"ENSMUSG00000002733",439,413,120,435,734,818,539,617,122,5,213,311,62,139,500,154,196,93
"ENSMUSG00000002741",133,181,100,176,387,829,515,310,246,1,327,484,160,323,903,273,50,109
"ENSMUSG00000002748",568,696,254,473,1392,2083,407,1312,357,2,342,845,252,364,508,165,210,197
"ENSMUSG00000002763",44,30,16,32,293,105,42,272,178,2,81,132,61,58,160,53,53,89
"ENSMUSG00000002767",121,119,90,132,330,198,234,290,200,0,122,120,137,201,403,144,93,104
"ENSMUSG00000002768",89,81,78,85,202,173,115,187,140,1,201,129,97,145,329,189,34,84
"ENSMUSG00000002769",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000002771",2,13,2,3,6,2,4,4,5,1,4,1,3,13,20,1,11,19
"ENSMUSG00000002778",54,92,27,67,137,141,124,120,98,2,207,71,154,378,958,322,84,320
"ENSMUSG00000002781",32,28,12,20,35,14,22,27,18,0,24,5,21,17,78,23,13,37
"ENSMUSG00000002791",0,0,0,0,3,0,0,3,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000002797",9,15,12,14,33,25,35,15,12,0,30,14,14,18,11,17,5,0
"ENSMUSG00000002799",7,34,10,37,34,49,19,39,70,3,55,26,20,22,95,10,10,46
"ENSMUSG00000002803",10,17,4,16,25,14,5,39,31,0,28,11,19,15,107,53,6,45
"ENSMUSG00000002804",12,24,10,14,36,18,21,73,31,0,31,8,17,35,42,17,16,13
"ENSMUSG00000002808",74,154,99,110,367,281,124,506,132,2,274,151,111,126,521,266,147,416
"ENSMUSG00000002812",188,533,167,136,917,818,120,811,470,1,221,247,140,202,451,234,35,159
"ENSMUSG00000002814",5,11,3,53,177,57,24,153,95,0,15,4,9,17,39,4,12,11
"ENSMUSG00000002820",159,58,64,7,298,228,269,374,216,8,33,106,4,27,41,28,12,16
"ENSMUSG00000002825",13,15,11,15,26,38,24,35,25,0,33,14,20,9,14,3,4,10
"ENSMUSG00000002831",13,5,16,7,20,10,14,39,12,0,14,10,28,16,5,5,11,29
"ENSMUSG00000002833",64,143,44,372,419,118,98,145,107,0,150,85,91,241,530,184,33,315
"ENSMUSG00000002835",8,33,7,16,33,22,13,20,99,0,27,10,15,24,153,24,10,6
"ENSMUSG00000002844",117,136,84,259,427,315,165,415,320,2,186,119,71,151,464,214,53,789
"ENSMUSG00000002845",78,76,34,112,239,261,88,268,87,4,174,101,40,68,129,48,29,54
"ENSMUSG00000002846",496,686,286,715,1461,1381,899,1375,650,1,283,581,699,881,473,493,305,306
"ENSMUSG00000002847",6,121,10,4,85,8,5,25,25,0,19,65,36,11,23,14,7,9
"ENSMUSG00000002870",17,33,12,37,45,28,38,39,41,0,52,22,12,24,53,34,21,20
"ENSMUSG00000002871",23,33,21,27,82,34,86,58,30,0,42,35,90,44,60,33,35,688
"ENSMUSG00000002881",106,148,48,95,432,359,178,479,73,5,256,306,27,91,695,191,56,195
"ENSMUSG00000002885",21,34,48,35,42,30,24,26,29,0,28,18,29,37,87,37,14,28
"ENSMUSG00000002897",131,35,40,56,153,175,89,119,43,1,91,63,78,94,209,74,21,74
"ENSMUSG00000002900",205,239,101,179,467,213,134,282,235,1,232,173,53,97,373,216,53,135
"ENSMUSG00000002908",10,79,3,6,15,12,4,13,8,0,28,17,3,3,42,9,4,4
"ENSMUSG00000002910",7,6,4,4,77,8,5,31,6,0,21,8,12,12,35,11,2,31
"ENSMUSG00000002930",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000002944",4,5,0,0,2,0,0,0,0,0,0,0,3,0,0,1,0,0
"ENSMUSG00000002948",116,213,104,180,341,264,201,265,195,0,174,150,83,289,261,158,52,282
"ENSMUSG00000002949",122,154,83,153,453,389,219,324,117,0,138,141,102,90,402,101,77,108
"ENSMUSG00000002957",1481,2168,1436,1437,3600,3664,1357,3057,1776,4,1371,1989,1296,890,1699,441,553,374
"ENSMUSG00000002963",21,70,15,17,52,33,22,43,62,0,31,27,39,29,119,26,13,53
"ENSMUSG00000002968",180,68,94,36,188,93,63,157,72,1,68,25,100,77,172,46,54,171
"ENSMUSG00000002980",0,6,171,3,3,6,1,1,2,0,3,2,3,8,6,1,0,9
"ENSMUSG00000002981",93,91,63,103,258,235,118,257,171,3,246,107,122,98,177,77,27,158
"ENSMUSG00000002983",21,79,16,116,89,117,177,110,87,3,70,72,72,91,392,92,23,76
"ENSMUSG00000002984",31,50,27,485,85,89,75,99,71,0,99,45,52,62,239,61,36,49
"ENSMUSG00000002985",8,11,4,11,13,4,10,6,7,0,10,8,75,76,131,77,17,370
"ENSMUSG00000002992",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000002996",53,82,15,220,177,150,54,246,30,5,106,77,24,29,45,28,20,31
"ENSMUSG00000002997",50,196,48,70,199,263,231,248,55,1,139,85,37,102,380,124,135,288
"ENSMUSG00000003031",882,1535,662,1332,3478,3631,1572,2571,1092,1,774,1488,346,955,557,469,1223,339
"ENSMUSG00000003032",3766,6010,2402,4119,12241,8350,5845,6837,3339,14,672,3467,11059,9668,4290,4406,2311,210
"ENSMUSG00000003033",153,195,65,135,309,216,120,359,125,0,177,95,128,130,327,115,34,116
"ENSMUSG00000003037",110,134,162,155,702,331,294,524,199,2,189,213,136,609,363,190,82,159
"ENSMUSG00000003038",47,67,10,34,57,54,24,59,52,0,49,59,11,58,363,96,37,209
"ENSMUSG00000003039",282,435,192,330,995,582,607,666,266,1,304,278,127,405,395,226,223,168
"ENSMUSG00000003051",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000003053",0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,4,0
"ENSMUSG00000003062",350,616,345,417,919,641,704,625,500,1,243,648,97,739,532,330,529,334
"ENSMUSG00000003068",78,121,57,155,113,169,65,265,131,0,99,52,61,127,259,66,197,82
"ENSMUSG00000003070",2,8,7,8,9,7,5,19,9,0,5,6,3,12,29,18,7,12
"ENSMUSG00000003072",289,348,353,299,680,465,385,622,465,3,662,311,460,795,1869,587,271,566
"ENSMUSG00000003099",59,76,22,54,233,92,50,94,59,3,96,52,50,45,272,52,28,143
"ENSMUSG00000003119",326,189,52,181,827,390,302,371,126,8,109,180,378,74,370,204,61,140
"ENSMUSG00000003123",3,1,0,29,2,77,4,3,5,0,1,3,2,2,12,0,1,26
"ENSMUSG00000003131",621,2794,804,1275,4547,2021,1074,2197,1771,4,452,1068,457,144,272,159,200,152
"ENSMUSG00000003134",2,7,2,4,35,5,4,11,15,1,10,4,3,6,95,19,1,23
"ENSMUSG00000003135",72,62,96,96,290,314,178,137,90,2,104,103,39,95,212,86,25,70
"ENSMUSG00000003153",10,8,2,14,9,14,4,20,10,0,26,12,10,1,25,5,6,17
"ENSMUSG00000003154",76,48,29,43,178,58,39,121,62,0,59,17,142,45,187,64,20,31
"ENSMUSG00000003161",74,88,113,99,207,143,109,308,71,2,160,84,25,78,90,70,55,143
"ENSMUSG00000003166",68,68,47,71,161,118,77,230,89,1,143,56,99,87,299,83,50,143
"ENSMUSG00000003184",21,35,10,26,48,52,24,40,38,0,47,13,32,27,44,26,32,54
"ENSMUSG00000003190",3,4,3,2,8,7,0,3,2,0,3,6,13,17,3,0,5,0
"ENSMUSG00000003198",7,29,4,23,156,38,31,40,7,0,18,22,13,5,31,24,21,10
"ENSMUSG00000003199",153,88,45,63,232,175,57,171,155,0,137,72,88,129,386,102,79,88
"ENSMUSG00000003200",78,90,31,67,142,116,80,156,116,3,128,65,69,99,245,92,30,148
"ENSMUSG00000003206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000003208",18,40,16,15,94,34,24,33,21,1,25,11,24,26,42,12,17,8
"ENSMUSG00000003226",188,354,96,277,661,397,299,631,191,27,327,117,88,307,152,99,164,156
"ENSMUSG00000003227",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000003228",9,20,13,25,123,22,18,11,15,0,47,53,14,13,22,15,14,23
"ENSMUSG00000003233",1633,2915,719,2389,5620,6407,2099,5998,3415,11,301,2645,1412,499,194,111,162,1594
"ENSMUSG00000003234",578,579,224,720,1043,1665,609,2400,908,2,74,582,47,211,95,56,53,47
"ENSMUSG00000003235",164,211,457,205,432,254,395,762,412,0,240,153,114,178,248,146,61,105
"ENSMUSG00000003269",39,44,26,64,151,76,61,110,66,0,96,30,37,89,220,67,16,112
"ENSMUSG00000003271",0,0,0,0,1,0,0,0,2,0,1,0,0,4,0,0,2,0
