"","GSM7708682","GSM7708683","GSM7708684","GSM7708685","GSM7708686","GSM7708687","GSM7708688","GSM7708689","GSM7708690"
"ENSMUSG00000002379",727,779,523,749,629,712,427,662,335
"ENSMUSG00000002384",19,1,12,1,4,5,6,11,5
"ENSMUSG00000002393",2097,2434,1727,2246,2509,2805,1632,2335,1551
"ENSMUSG00000002395",519,542,336,570,515,455,421,551,367
"ENSMUSG00000002396",511,324,250,170,321,366,268,316,225
"ENSMUSG00000002409",117,93,102,58,105,106,53,76,101
"ENSMUSG00000002413",314,394,391,413,317,522,385,479,239
"ENSMUSG00000002416",39,61,26,63,46,51,35,26,29
"ENSMUSG00000002428",185,220,197,177,146,245,141,172,137
"ENSMUSG00000002455",771,1276,720,1182,898,1093,777,1321,525
"ENSMUSG00000002458",13,15,17,21,18,28,15,8,8
"ENSMUSG00000002459",0,0,0,1,0,0,0,0,0
"ENSMUSG00000002475",971,935,800,1259,1049,1194,732,1146,710
"ENSMUSG00000002477",181,208,97,249,137,263,193,189,92
"ENSMUSG00000002486",22,49,16,52,25,42,36,28,30
"ENSMUSG00000002489",3,6,18,32,24,15,13,5,12
"ENSMUSG00000002496",529,726,709,890,717,872,600,750,476
"ENSMUSG00000002500",0,0,0,0,0,0,0,1,0
"ENSMUSG00000002504",241,334,308,456,414,428,258,406,205
"ENSMUSG00000002524",867,1066,662,952,871,980,704,882,615
"ENSMUSG00000002546",546,829,627,916,676,823,591,767,516
"ENSMUSG00000002550",934,913,722,1016,934,1007,460,684,509
"ENSMUSG00000002565",0,3,0,1,0,0,0,0,0
"ENSMUSG00000002578",11,33,11,33,21,64,35,53,9
"ENSMUSG00000002580",731,761,475,629,619,814,474,696,384
"ENSMUSG00000002588",12531,11983,9734,13730,12710,18573,14874,19542,12508
"ENSMUSG00000002602",208,282,206,280,220,428,227,230,126
"ENSMUSG00000002603",65,98,41,108,152,111,80,74,70
"ENSMUSG00000002608",360,462,277,536,427,480,428,496,280
"ENSMUSG00000002617",30,28,39,60,39,52,38,37,12
"ENSMUSG00000002625",638,598,467,673,527,617,466,544,338
"ENSMUSG00000002633",12,28,16,36,32,29,3,11,3
"ENSMUSG00000002635",121,120,78,118,165,116,87,132,77
"ENSMUSG00000002658",400,479,233,660,336,496,414,525,244
"ENSMUSG00000002660",679,829,499,788,599,712,633,764,517
"ENSMUSG00000002661",137,166,103,121,171,168,87,153,110
"ENSMUSG00000002664",1,1,0,0,0,2,0,2,0
"ENSMUSG00000002668",27,30,27,21,22,29,4,16,16
"ENSMUSG00000002679",156,176,104,169,102,170,115,158,105
"ENSMUSG00000002688",1,3,0,2,7,8,4,0,0
"ENSMUSG00000002699",49,69,32,48,53,74,37,50,46
"ENSMUSG00000002718",617,723,499,621,575,791,535,580,453
"ENSMUSG00000002728",232,271,150,278,206,282,199,196,162
"ENSMUSG00000002731",167,209,217,223,209,255,113,132,141
"ENSMUSG00000002732",27,43,28,22,31,41,23,74,28
"ENSMUSG00000002733",349,285,293,336,329,394,301,329,218
"ENSMUSG00000002741",946,1326,959,1345,1186,1715,1055,1345,794
"ENSMUSG00000002748",1280,1770,1292,2033,1515,1952,1367,1743,811
"ENSMUSG00000002763",1625,1965,1670,2090,1855,1981,1480,1793,1296
"ENSMUSG00000002767",498,576,370,669,475,491,383,478,355
"ENSMUSG00000002768",660,688,452,578,619,686,460,625,440
"ENSMUSG00000002769",21316,32146,20027,18042,24277,24970,22051,32198,16401
"ENSMUSG00000002771",3,5,0,2,1,7,2,3,2
"ENSMUSG00000002778",1187,1348,1062,1302,1312,1478,1114,1253,841
"ENSMUSG00000002781",297,346,338,341,311,404,244,339,236
"ENSMUSG00000002791",5,1,0,2,5,1,0,3,0
"ENSMUSG00000002797",117,181,86,152,137,175,83,138,83
"ENSMUSG00000002799",0,1,4,3,0,3,5,4,1
"ENSMUSG00000002803",181,216,139,180,188,221,145,249,145
"ENSMUSG00000002804",187,210,128,145,137,156,122,176,96
"ENSMUSG00000002808",3,6,3,0,2,15,2,0,0
"ENSMUSG00000002812",623,757,651,918,712,939,614,756,539
"ENSMUSG00000002814",114,146,91,136,123,129,107,101,59
"ENSMUSG00000002820",474,663,485,561,529,673,343,579,323
"ENSMUSG00000002825",42,45,46,60,40,28,37,12,21
"ENSMUSG00000002831",209,236,80,230,192,182,176,201,116
"ENSMUSG00000002833",388,466,369,526,407,461,356,446,299
"ENSMUSG00000002835",143,78,67,60,52,90,83,75,58
"ENSMUSG00000002844",110,168,143,83,115,163,77,136,80
"ENSMUSG00000002845",176,229,170,441,178,225,223,298,110
"ENSMUSG00000002846",495,575,390,679,512,646,433,508,333
"ENSMUSG00000002847",525,762,527,496,572,658,416,608,364
"ENSMUSG00000002870",32,43,50,54,45,77,8,9,17
"ENSMUSG00000002871",262,308,278,298,247,280,192,216,171
"ENSMUSG00000002881",1025,1247,901,1491,1360,1590,1041,1237,903
"ENSMUSG00000002885",139,272,174,218,176,285,162,203,110
"ENSMUSG00000002897",258,364,270,410,349,411,257,355,175
"ENSMUSG00000002900",96,136,132,147,151,244,98,101,83
"ENSMUSG00000002908",60,100,108,95,95,122,82,88,78
"ENSMUSG00000002910",178,158,173,104,96,114,80,112,134
"ENSMUSG00000002930",0,0,0,0,0,0,0,0,0
"ENSMUSG00000002944",867,591,482,2280,1011,1696,867,1283,1535
"ENSMUSG00000002948",293,316,221,398,327,410,270,353,191
"ENSMUSG00000002949",685,805,510,833,612,847,513,616,436
"ENSMUSG00000002957",1378,1797,1684,2168,2253,2687,1651,2143,1385
"ENSMUSG00000002963",301,290,255,364,340,447,256,347,256
"ENSMUSG00000002968",552,572,414,716,522,717,517,596,417
"ENSMUSG00000002980",32,39,38,40,17,49,24,13,26
"ENSMUSG00000002981",1548,1723,1473,1690,1403,1884,1131,1451,1016
"ENSMUSG00000002983",12,30,6,10,18,26,14,21,12
"ENSMUSG00000002984",620,752,457,795,599,786,430,681,374
"ENSMUSG00000002985",309366,327896,263573,283849,302722,356742,222518,323972,196332
"ENSMUSG00000002992",42,70,31,35,28,22,38,48,29
"ENSMUSG00000002996",1261,1291,1181,1158,1121,1275,1019,1440,982
"ENSMUSG00000002997",2,8,10,3,7,14,6,3,3
"ENSMUSG00000003031",453,508,378,438,437,515,377,469,296
"ENSMUSG00000003032",4,11,11,40,17,14,24,5,9
"ENSMUSG00000003033",424,473,399,530,468,556,389,521,335
"ENSMUSG00000003037",1090,1274,1038,1359,1168,1496,1029,1202,843
"ENSMUSG00000003038",296,285,138,170,169,172,137,111,108
"ENSMUSG00000003039",782,976,524,705,714,987,511,637,406
"ENSMUSG00000003051",8,19,1,13,20,7,1,9,9
"ENSMUSG00000003053",9464,10196,7627,21476,19444,25279,17236,18765,9251
"ENSMUSG00000003062",114,143,101,135,157,191,118,97,110
"ENSMUSG00000003068",1495,1689,1267,1516,1496,1795,1236,1710,1178
"ENSMUSG00000003070",0,6,3,1,4,6,1,0,0
"ENSMUSG00000003072",4010,4282,2812,3745,3793,3990,2772,3739,2305
"ENSMUSG00000003099",670,794,673,792,709,933,662,777,506
"ENSMUSG00000003119",300,412,357,615,429,554,485,545,307
"ENSMUSG00000003123",256,357,269,292,324,361,130,239,182
"ENSMUSG00000003131",511,627,380,705,549,777,629,535,361
"ENSMUSG00000003134",364,582,305,313,354,502,357,510,227
"ENSMUSG00000003135",320,354,308,365,302,406,298,453,230
"ENSMUSG00000003153",4,2,0,4,8,4,4,9,3
"ENSMUSG00000003154",215,204,232,250,249,298,194,258,139
"ENSMUSG00000003161",382,398,329,391,443,331,235,260,242
"ENSMUSG00000003166",709,931,584,699,797,966,579,812,480
"ENSMUSG00000003184",894,936,740,1026,790,976,707,938,589
"ENSMUSG00000003190",120,124,70,114,90,102,83,94,71
"ENSMUSG00000003198",85,97,78,139,74,125,114,73,75
"ENSMUSG00000003199",1160,1255,905,1032,1175,1188,986,1068,647
"ENSMUSG00000003200",369,496,317,506,390,444,306,370,222
"ENSMUSG00000003206",5,7,0,13,5,13,4,1,5
"ENSMUSG00000003208",71,92,59,101,80,111,78,79,51
"ENSMUSG00000003226",1262,1941,1718,3348,1994,2877,2495,2684,1429
"ENSMUSG00000003227",0,0,0,0,1,0,0,0,0
"ENSMUSG00000003228",78,102,114,123,159,169,76,137,85
"ENSMUSG00000003233",414,514,361,709,488,587,541,619,295
"ENSMUSG00000003234",630,842,568,1161,743,914,797,1091,574
"ENSMUSG00000003235",522,645,418,694,619,686,593,594,443
"ENSMUSG00000003269",281,326,211,230,310,322,256,313,167
"ENSMUSG00000003271",3,0,0,1,0,2,0,0,0
"ENSMUSG00000003273",13,9,12,17,16,9,5,11,13
"ENSMUSG00000003279",28,40,19,21,37,31,17,18,18
"ENSMUSG00000003282",8,12,14,10,8,6,4,0,2
"ENSMUSG00000003283",36,56,37,63,37,81,52,57,25
"ENSMUSG00000003299",616,687,401,645,575,705,365,530,405
"ENSMUSG00000003308",923,1067,924,1460,1242,1484,1012,1212,694
"ENSMUSG00000003309",1,5,0,1,1,6,2,13,1
"ENSMUSG00000003316",476,738,868,1004,819,1154,638,792,528
"ENSMUSG00000003341",0,0,0,2,0,0,0,0,0
"ENSMUSG00000003344",340,427,321,339,365,358,196,318,297
"ENSMUSG00000003345",1094,1297,995,1042,1124,1147,981,1170,710
"ENSMUSG00000003346",912,886,566,845,976,971,645,890,514
"ENSMUSG00000003348",61,68,50,102,55,79,63,78,52
"ENSMUSG00000003352",3,3,9,4,7,6,8,4,3
"ENSMUSG00000003354",0,0,0,0,0,0,0,0,0
"ENSMUSG00000003355",111,180,113,66,71,96,51,64,40
"ENSMUSG00000003360",666,887,626,1119,760,1041,713,833,518
"ENSMUSG00000003363",200,258,238,287,262,278,218,209,159
"ENSMUSG00000003378",145,169,41,88,143,105,127,185,114
"ENSMUSG00000003379",1,3,5,0,2,4,3,0,1
"ENSMUSG00000003380",1141,1191,848,1055,977,1326,823,1176,682
"ENSMUSG00000003382",287,444,308,442,353,432,347,297,189
"ENSMUSG00000003402",1591,1863,1252,1810,1470,1832,1199,1721,1034
"ENSMUSG00000003410",0,0,0,0,0,0,0,0,0
"ENSMUSG00000003411",2,1,1,0,0,11,3,0,0
"ENSMUSG00000003418",0,0,0,0,0,0,0,0,0
"ENSMUSG00000003420",2311,2756,1910,2848,2360,2695,1782,2129,1612
"ENSMUSG00000003421",210,291,131,247,238,249,194,244,173
"ENSMUSG00000003423",514,545,387,465,504,682,408,583,361
"ENSMUSG00000003429",2107,2430,1444,2185,1767,2287,1629,1859,1153
"ENSMUSG00000003435",959,1336,880,1753,1101,1562,1022,1383,731
"ENSMUSG00000003436",0,0,0,0,0,0,0,0,0
"ENSMUSG00000003437",327,451,342,529,470,479,351,430,286
"ENSMUSG00000003438",428,483,351,429,426,470,304,305,193
"ENSMUSG00000003444",198,230,185,249,182,224,154,199,123
"ENSMUSG00000003452",2,1,0,7,4,7,5,0,1
"ENSMUSG00000003458",540,676,536,732,604,806,563,646,432
"ENSMUSG00000003464",1713,1955,1448,2094,1753,2147,1477,1854,1323
"ENSMUSG00000003469",0,0,0,2,0,4,0,0,1
"ENSMUSG00000003476",2,0,0,5,0,0,1,0,1
"ENSMUSG00000003477",12121,15495,9409,9563,11470,14088,8309,8478,3723
"ENSMUSG00000003484",0,3,0,3,9,6,1,10,4
"ENSMUSG00000003500",26,53,18,52,43,41,24,38,34
"ENSMUSG00000003505",0,0,0,0,0,0,0,0,0
"ENSMUSG00000003518",755,965,640,1371,900,1337,777,1135,664
"ENSMUSG00000003526",3603,4286,2027,1864,2458,2472,2073,2431,1414
"ENSMUSG00000003527",85,126,75,126,82,105,73,77,71
"ENSMUSG00000003528",3700,3958,3056,3242,2799,2909,1942,2636,1508
"ENSMUSG00000003531",678,757,476,635,674,663,460,619,395
"ENSMUSG00000003534",46,41,33,29,35,69,25,19,15
"ENSMUSG00000003541",10,3,3,15,13,10,8,19,5
"ENSMUSG00000003545",8,53,0,30,21,3,6,0,0
"ENSMUSG00000003546",1410,1699,1293,1241,1362,1574,932,1511,793
"ENSMUSG00000003549",50,37,42,40,40,61,52,65,39
"ENSMUSG00000003555",640,827,480,191,530,495,571,525,918
"ENSMUSG00000003559",876,1078,777,824,849,918,645,776,637
"ENSMUSG00000003573",63,56,27,62,61,43,40,64,29
"ENSMUSG00000003575",162,237,189,231,218,232,162,185,116
"ENSMUSG00000003581",222,234,175,192,204,232,137,206,147
"ENSMUSG00000003585",12884,14415,11161,13263,13156,15081,10127,11732,9190
"ENSMUSG00000003604",225,249,144,271,186,256,187,222,175
"ENSMUSG00000003617",15108,17722,15091,20381,16261,22175,18190,19466,14930
"ENSMUSG00000003623",4489,5304,4597,9195,6156,9231,6334,7491,7157
"ENSMUSG00000003644",189,166,203,201,222,257,61,144,155
"ENSMUSG00000003657",0,0,0,0,0,0,0,0,0
"ENSMUSG00000003660",877,1247,995,1568,1124,1522,1120,1283,865
"ENSMUSG00000003662",650,665,563,612,542,753,468,704,522
"ENSMUSG00000003665",0,0,0,5,0,0,0,0,0
"ENSMUSG00000003680",51,54,61,75,53,64,34,50,50
"ENSMUSG00000003721",4767,5073,4422,4151,6087,7059,3753,4540,4850
"ENSMUSG00000003731",888,1275,914,1576,1215,1755,1030,1484,716
"ENSMUSG00000003746",4287,4796,4246,5405,5046,6420,4380,5704,3611
"ENSMUSG00000003752",96,142,94,167,116,171,120,152,88
"ENSMUSG00000003762",164,176,180,186,211,226,147,161,130
"ENSMUSG00000003778",199,287,234,309,252,303,176,266,165
"ENSMUSG00000003779",9,15,21,18,17,17,12,8,6
"ENSMUSG00000003808",369,390,337,491,393,440,390,424,216
"ENSMUSG00000003809",10070,10833,7393,11495,9876,11837,8370,10693,6740
"ENSMUSG00000003810",284,314,297,500,353,481,282,317,228
"ENSMUSG00000003812",287,263,234,440,291,372,194,274,190
"ENSMUSG00000003813",846,929,632,826,692,713,533,676,497
"ENSMUSG00000003814",11604,12785,10337,16690,13248,20955,16213,21823,14633
"ENSMUSG00000003824",14,14,9,5,17,6,10,9,8
"ENSMUSG00000003847",491,499,507,764,528,778,698,743,357
"ENSMUSG00000003848",208,214,135,255,190,217,198,223,84
"ENSMUSG00000003849",98,61,43,495,142,108,168,125,94
"ENSMUSG00000003863",0,0,0,0,1,1,0,0,0
"ENSMUSG00000003865",61,67,56,108,67,69,43,92,24
"ENSMUSG00000003868",159,253,175,302,170,235,175,197,119
"ENSMUSG00000003872",0,0,0,0,1,0,0,0,0
"ENSMUSG00000003873",175,147,95,155,130,157,98,151,85
"ENSMUSG00000003882",2,5,11,1,0,0,4,7,3
"ENSMUSG00000003923",558,690,527,849,684,821,521,679,491
"ENSMUSG00000003929",60,59,66,73,45,87,58,48,43
"ENSMUSG00000003934",2,6,5,2,2,5,5,7,1
"ENSMUSG00000003948",1455,1403,1200,1963,1622,1913,1403,1607,1284
"ENSMUSG00000003949",950,1196,897,1111,1236,1520,952,1028,743
"ENSMUSG00000003955",757,826,526,896,711,847,542,692,457
"ENSMUSG00000003970",4264,5364,3358,4795,4121,4641,3749,3926,2344
"ENSMUSG00000003974",0,0,0,0,0,0,0,0,0
"ENSMUSG00000003992",17,20,14,18,23,27,4,31,12
"ENSMUSG00000004018",79,60,71,75,60,79,48,66,58
"ENSMUSG00000004031",0,0,0,0,0,0,0,0,0
"ENSMUSG00000004032",91,131,68,73,67,102,40,71,51
"ENSMUSG00000004035",631,873,465,677,718,740,403,450,449
"ENSMUSG00000004038",530,622,204,1802,449,351,291,179,160
"ENSMUSG00000004040",1521,1955,1883,1429,1768,2310,1585,2019,1804
"ENSMUSG00000004043",220,276,241,320,276,338,131,153,203
"ENSMUSG00000004044",80,161,103,123,143,167,104,85,61
"ENSMUSG00000004054",722,877,670,976,894,961,702,971,491
"ENSMUSG00000004056",1613,2057,1577,2004,1742,2221,1638,1889,1159
"ENSMUSG00000004069",1934,2174,1499,2616,2140,2647,1872,2356,1498
"ENSMUSG00000004070",701,804,476,570,625,781,530,660,534
"ENSMUSG00000004071",1897,2053,1605,1583,1761,1824,1822,2032,1282
"ENSMUSG00000004085",154,183,204,242,180,246,132,154,120
"ENSMUSG00000004096",602,619,352,685,536,727,435,597,460
"ENSMUSG00000004098",627,645,555,265,520,518,230,422,328
"ENSMUSG00000004099",158,162,185,291,184,228,120,145,113
"ENSMUSG00000004100",243,298,50,339,202,237,349,322,87
"ENSMUSG00000004105",153,231,190,119,165,221,100,162,74
"ENSMUSG00000004110",2,0,0,5,0,3,1,0,0
"ENSMUSG00000004113",0,0,0,0,0,0,0,0,0
"ENSMUSG00000004127",103,99,72,101,137,139,91,138,63
"ENSMUSG00000004151",10,21,18,13,12,13,6,7,6
"ENSMUSG00000004187",154,112,117,192,179,182,146,170,123
"ENSMUSG00000004207",6200,7571,5865,10609,7657,10530,6514,8183,5736
"ENSMUSG00000004221",1404,1588,1320,2142,1686,2382,2057,1774,1031
"ENSMUSG00000004231",0,0,0,0,0,0,0,0,0
"ENSMUSG00000004233",64,51,39,99,71,101,64,71,61
"ENSMUSG00000004263",43,31,20,29,18,32,21,16,23
"ENSMUSG00000004264",3074,3264,2232,3440,2651,3050,2281,2511,1624
"ENSMUSG00000004266",315,320,321,384,323,476,195,327,222
"ENSMUSG00000004267",2,3,1,4,0,1,2,0,0
"ENSMUSG00000004268",627,641,409,700,613,751,564,636,411
"ENSMUSG00000004270",1609,1702,1381,1626,1310,1458,874,802,647
"ENSMUSG00000004285",683,713,467,622,614,741,442,685,419
"ENSMUSG00000004296",1,0,0,0,0,1,0,0,0
"ENSMUSG00000004317",71,112,79,234,128,192,153,187,92
"ENSMUSG00000004319",922,1225,997,1363,1172,1498,992,1336,829
"ENSMUSG00000004328",4,1,0,0,3,0,2,1,0
"ENSMUSG00000004341",31,31,24,14,41,39,12,26,7
"ENSMUSG00000004344",0,0,0,0,0,0,0,0,0
"ENSMUSG00000004347",4,6,5,1,2,2,1,1,5
"ENSMUSG00000004356",340,456,387,733,449,639,459,505,266
"ENSMUSG00000004359",10,24,5,14,6,30,7,10,16
"ENSMUSG00000004360",0,0,0,0,0,0,0,0,0
"ENSMUSG00000004364",985,1092,910,1163,1026,1342,819,1089,765
"ENSMUSG00000004366",0,0,0,0,0,0,0,0,0
"ENSMUSG00000004371",1,0,0,3,0,3,3,7,0
"ENSMUSG00000004383",45,60,63,100,60,111,38,81,39
"ENSMUSG00000004393",387,447,307,443,329,371,374,359,287
"ENSMUSG00000004394",1081,1171,835,940,981,1158,838,852,690
"ENSMUSG00000004415",0,0,0,0,0,0,0,0,0
"ENSMUSG00000004446",300,364,298,333,325,323,178,359,217
"ENSMUSG00000004451",126,197,160,249,158,222,154,198,94
"ENSMUSG00000004455",375,455,313,438,388,456,377,433,250
"ENSMUSG00000004460",1732,2135,1726,3273,2225,3627,3017,4115,2347
"ENSMUSG00000004462",479,499,550,751,494,655,623,739,420
"ENSMUSG00000004473",25,27,24,21,23,18,19,38,11
"ENSMUSG00000004500",96,126,95,295,160,166,170,205,74
"ENSMUSG00000004508",20,40,21,32,31,61,26,17,29
"ENSMUSG00000004530",214,366,264,440,272,409,178,241,190
"ENSMUSG00000004535",1997,2399,1871,2672,2100,2729,1778,2484,1730
"ENSMUSG00000004540",0,0,0,0,0,0,0,0,0
"ENSMUSG00000004542",0,0,0,0,0,0,0,0,0
"ENSMUSG00000004552",9,5,0,25,2,3,8,0,9
"ENSMUSG00000004558",17142,18818,14100,16695,18310,21186,17684,21382,13003
"ENSMUSG00000004561",258,288,170,309,227,249,196,208,142
"ENSMUSG00000004562",139,182,217,172,202,221,145,185,143
"ENSMUSG00000004565",562,660,560,849,642,798,503,729,402
"ENSMUSG00000004567",479,543,428,500,411,513,315,376,256
"ENSMUSG00000004568",458,741,607,806,665,787,450,637,447
"ENSMUSG00000004591",723,962,759,881,901,1140,770,877,664
"ENSMUSG00000004609",9,19,9,22,21,9,14,11,13
"ENSMUSG00000004610",71,95,22,59,71,82,54,45,76
"ENSMUSG00000004612",2,12,5,2,8,3,0,4,13
"ENSMUSG00000004626",450,538,347,452,400,414,335,378,283
"ENSMUSG00000004630",2,2,0,0,0,5,0,0,2
"ENSMUSG00000004631",100,86,65,44,80,64,42,40,22
"ENSMUSG00000004633",426,528,438,586,574,631,483,548,433
"ENSMUSG00000004637",84,77,50,78,68,106,68,79,49
"ENSMUSG00000004642",185,222,129,172,191,197,117,134,102
"ENSMUSG00000004651",1,0,0,0,0,0,0,0,0
"ENSMUSG00000004654",0,0,0,0,0,0,0,0,0
"ENSMUSG00000004655",565,1131,579,1666,1072,1325,1121,981,732
"ENSMUSG00000004661",67,57,62,88,76,89,80,95,62
"ENSMUSG00000004665",56,79,32,81,41,59,68,42,59
"ENSMUSG00000004667",357,315,202,348,315,366,242,273,229
"ENSMUSG00000004668",0,0,0,0,0,0,0,0,0
"ENSMUSG00000004677",341,419,481,601,485,656,405,464,401
"ENSMUSG00000004698",9,9,6,5,9,9,5,5,7
"ENSMUSG00000004707",22,29,15,24,23,35,20,8,11
"ENSMUSG00000004709",0,4,0,4,0,2,4,0,1
"ENSMUSG00000004730",62,208,144,159,161,386,112,170,121
"ENSMUSG00000004748",517,610,414,441,461,567,457,554,269
"ENSMUSG00000004768",93,112,109,126,105,98,56,73,76
"ENSMUSG00000004771",444,525,326,469,449,546,302,512,300
"ENSMUSG00000004788",207,294,164,263,217,296,194,302,212
"ENSMUSG00000004789",3217,3941,2717,4317,3249,4136,2467,2903,2116
"ENSMUSG00000004791",0,0,0,0,0,0,0,0,0
"ENSMUSG00000004798",1245,1726,1409,1221,1706,2315,1182,1726,1133
"ENSMUSG00000004814",17,20,21,22,5,44,18,15,13
"ENSMUSG00000004815",553,573,406,553,526,551,434,438,266
"ENSMUSG00000004821",0,0,0,0,0,0,0,0,0
"ENSMUSG00000004837",35,55,36,47,35,39,33,37,27
"ENSMUSG00000004842",0,1,3,1,0,0,0,0,0
"ENSMUSG00000004843",343,541,368,513,497,639,383,445,308
"ENSMUSG00000004846",449,493,358,496,435,586,434,486,288
"ENSMUSG00000004849",476,544,361,376,374,402,280,312,227
"ENSMUSG00000004864",4,5,0,1,1,8,3,5,5
"ENSMUSG00000004865",495,635,403,664,515,734,458,497,289
"ENSMUSG00000004872",0,0,0,0,0,0,0,0,0
"ENSMUSG00000004880",189,265,190,195,194,305,204,206,139
"ENSMUSG00000004885",0,0,0,0,0,0,1,0,0
"ENSMUSG00000004891",32,58,32,102,27,59,50,53,22
"ENSMUSG00000004892",0,0,0,0,0,0,0,0,0
"ENSMUSG00000004894",0,0,0,0,0,0,0,0,0
"ENSMUSG00000004895",390,550,394,558,450,531,417,546,334
"ENSMUSG00000004896",280,222,182,214,212,251,203,187,131
"ENSMUSG00000004897",2864,3861,2330,4232,3197,3970,2774,3491,2137
"ENSMUSG00000004902",0,0,0,0,0,0,3,0,0
"ENSMUSG00000004929",166,209,127,213,163,190,164,191,124
"ENSMUSG00000004931",885,965,700,1144,837,905,704,867,511
"ENSMUSG00000004933",9,9,1,2,0,2,4,0,4
"ENSMUSG00000004934",273,322,286,327,331,385,246,277,200
"ENSMUSG00000004936",820,935,732,781,795,1022,609,841,516
"ENSMUSG00000004937",1008,1038,727,1085,927,1021,811,950,730
"ENSMUSG00000004939",0,0,0,0,0,0,0,0,0
"ENSMUSG00000004945",600,719,401,458,593,602,377,459,302
"ENSMUSG00000004947",97,120,73,111,103,111,93,119,57
"ENSMUSG00000004948",2,0,0,0,0,0,0,0,0
"ENSMUSG00000004951",741,1109,851,1540,1062,1231,435,954,383
"ENSMUSG00000004952",18,22,25,14,16,39,11,23,10
"ENSMUSG00000004961",0,0,0,0,0,0,0,4,0
"ENSMUSG00000004980",4935,5728,4089,6225,4763,6739,3966,4577,3301
"ENSMUSG00000004988",0,0,0,0,0,0,0,0,0
"ENSMUSG00000004994",69,74,50,111,72,113,57,98,37
"ENSMUSG00000004996",263,264,161,278,208,199,193,188,148
"ENSMUSG00000005034",854,935,887,914,842,1091,684,889,638
"ENSMUSG00000005043",98,115,66,190,134,164,80,128,110
"ENSMUSG00000005045",0,0,0,2,0,0,1,0,0
"ENSMUSG00000005054",344,498,292,341,362,420,255,346,231
"ENSMUSG00000005057",39,62,38,62,34,50,37,55,15
"ENSMUSG00000005069",2371,2670,2159,2863,2694,3036,2113,2613,1851
"ENSMUSG00000005078",154,287,136,246,236,263,208,230,155
"ENSMUSG00000005087",71,103,54,99,70,160,84,78,77
"ENSMUSG00000005089",1894,2493,1670,2322,2084,2442,1855,3091,1477
"ENSMUSG00000005102",139,189,154,227,181,231,124,140,125
"ENSMUSG00000005103",589,658,515,783,681,980,604,599,494
"ENSMUSG00000005107",373,536,364,549,483,583,441,377,388
"ENSMUSG00000005124",14,9,2,11,13,13,12,5,8
"ENSMUSG00000005125",82,205,85,257,205,270,126,159,175
"ENSMUSG00000005131",1,1,0,1,0,0,0,5,0
"ENSMUSG00000005142",1405,1664,1360,1757,1569,1795,1417,1411,869
"ENSMUSG00000005148",2,2,0,0,1,1,2,0,3
"ENSMUSG00000005150",317,268,172,318,281,270,220,232,181
"ENSMUSG00000005161",1637,1870,1266,1514,1577,2007,1153,1572,925
"ENSMUSG00000005198",1018,1095,1025,1291,975,1472,1005,1110,633
"ENSMUSG00000005202",0,0,0,0,0,0,0,0,0
"ENSMUSG00000005204",543,696,518,796,462,783,571,650,388
"ENSMUSG00000005220",3,2,8,3,1,2,0,5,0
"ENSMUSG00000005225",602,835,602,981,767,1094,681,790,418
"ENSMUSG00000005232",0,0,0,0,0,4,0,0,0
"ENSMUSG00000005233",41,48,48,113,58,60,23,28,21
"ENSMUSG00000005237",5,1,0,4,0,3,3,2,0
"ENSMUSG00000005251",95,176,88,194,134,152,105,139,80
"ENSMUSG00000005262",525,575,366,793,542,749,578,708,473
"ENSMUSG00000005267",1,9,4,6,1,3,4,8,1
"ENSMUSG00000005268",1053,1053,903,2636,1492,2105,3510,3607,2807
"ENSMUSG00000005299",1447,1736,1254,1751,1589,2176,1245,1541,977
"ENSMUSG00000005312",2616,3029,2415,4179,3283,4235,2940,3423,2281
"ENSMUSG00000005320",655,800,706,652,663,740,492,723,531
"ENSMUSG00000005338",71,66,56,61,64,95,45,47,24
"ENSMUSG00000005339",0,0,0,0,0,0,0,0,0
"ENSMUSG00000005354",3232,3515,2194,3010,2620,3398,2364,2997,1928
"ENSMUSG00000005355",0,0,0,0,0,0,0,0,0
"ENSMUSG00000005357",1,2,0,0,0,0,3,0,0
"ENSMUSG00000005360",3,0,1,1,0,5,2,0,3
"ENSMUSG00000005362",297,472,430,444,483,610,380,560,324
"ENSMUSG00000005364",0,0,0,0,0,0,0,0,0
"ENSMUSG00000005370",192,317,324,324,271,327,152,186,142
"ENSMUSG00000005371",431,519,427,424,415,560,414,376,275
"ENSMUSG00000005373",6860,6233,4560,5885,5173,6524,5051,4879,3135
"ENSMUSG00000005374",347,536,298,541,449,497,397,480,247
"ENSMUSG00000005378",491,464,284,482,463,481,375,446,302
"ENSMUSG00000005397",151,227,170,301,251,325,174,168,109
"ENSMUSG00000005410",26,20,10,16,18,15,6,14,9
"ENSMUSG00000005413",225,353,170,349,235,356,275,336,205
"ENSMUSG00000005417",1842,2047,1578,2049,1816,2132,1600,1907,1316
"ENSMUSG00000005442",548,703,695,793,745,828,672,679,459
"ENSMUSG00000005447",20,25,37,25,31,23,10,9,14
"ENSMUSG00000005465",17,25,13,11,28,17,4,11,4
"ENSMUSG00000005469",1028,1157,927,1279,1045,1403,782,1013,713
"ENSMUSG00000005470",33,17,24,26,21,29,1,12,4
"ENSMUSG00000005474",0,0,0,0,0,0,0,0,0
"ENSMUSG00000005481",211,294,145,306,166,251,187,217,117
"ENSMUSG00000005483",873,1021,573,1272,806,811,789,946,426
