"","RR9_SPL_FLT_F1","RR9_SPL_FLT_F10","RR9_SPL_FLT_F2","RR9_SPL_FLT_F3","RR9_SPL_FLT_F4","RR9_SPL_FLT_F5","RR9_SPL_FLT_F6","RR9_SPL_FLT_F7","RR9_SPL_FLT_F8","RR9_SPL_FLT_F9","RR9_SPL_GC_G1","RR9_SPL_GC_G10","RR9_SPL_GC_G2","RR9_SPL_GC_G3","RR9_SPL_GC_G4","RR9_SPL_GC_G5","RR9_SPL_GC_G6","RR9_SPL_GC_G7","RR9_SPL_GC_G8","RR9_SPL_GC_G9"
"ENSMUSG00000001444",2,25,40,14,73,27,3,15,54,3,9,20,49,50,48,32,1,35,54,30
"ENSMUSG00000001445",57,182,619,83,484,186,19,77,280,131,35,68,99,559,339,219,32,136,437,274
"ENSMUSG00000001467",10,192,170,39,370,141,12,29,92,51,39,51,61,326,227,246,24,110,299,179
"ENSMUSG00000001472",347,2404,3656,783,3852,2136,237,718,2351,423,206,458,1033,3818,2880,1729,358,1029,2704,2204
"ENSMUSG00000001473",1,52,128,23,179,38,30,13,96,12,12,1,49,203,126,89,13,76,159,112
"ENSMUSG00000001482",1,13,52,27,47,21,0,16,36,50,12,10,26,86,55,51,5,55,111,50
"ENSMUSG00000001493",0,17,38,6,2,4,2,2,9,0,0,13,5,23,31,25,0,5,18,15
"ENSMUSG00000001494",0,0,0,0,8,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
"ENSMUSG00000001496",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001497",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001504",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001506",50,242,264,46,321,70,11,53,192,38,25,35,126,408,506,171,23,128,369,200
"ENSMUSG00000001507",6,58,57,54,42,50,0,0,76,7,0,2,23,55,34,22,0,19,33,31
"ENSMUSG00000001508",0,1,1,0,0,0,0,0,6,0,0,0,0,1,1,1,0,0,0,0
"ENSMUSG00000001510",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001517",9,38,29,7,32,8,1,0,16,16,12,0,21,49,45,46,1,5,22,26
"ENSMUSG00000001518",27,113,222,65,236,83,37,30,229,57,8,25,97,252,206,119,44,115,182,102
"ENSMUSG00000001520",0,5,17,0,0,0,0,0,6,0,0,0,0,11,1,0,0,0,2,4
"ENSMUSG00000001521",25,131,151,35,232,144,15,17,146,23,18,23,29,110,161,74,13,43,144,74
"ENSMUSG00000001524",17,130,212,58,213,80,50,26,171,51,50,20,91,434,199,120,15,123,215,123
"ENSMUSG00000001525",405,2895,5715,1066,5851,2218,352,978,3429,680,554,762,1937,7508,6261,2955,327,1980,5071,2967
"ENSMUSG00000001542",141,428,675,232,890,530,81,168,346,123,159,187,349,927,500,467,52,264,513,449
"ENSMUSG00000001552",33,222,455,70,317,176,28,90,283,77,31,59,142,449,211,275,36,121,296,234
"ENSMUSG00000001555",2,73,50,8,124,34,3,10,23,17,8,3,19,52,61,39,1,19,24,51
"ENSMUSG00000001558",1,0,0,5,0,1,0,0,0,0,0,0,0,9,0,1,0,0,0,4
"ENSMUSG00000001566",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001569",109,369,469,193,523,333,71,74,386,98,47,132,198,463,429,320,57,176,312,398
"ENSMUSG00000001576",52,251,349,105,450,154,38,58,238,42,42,33,118,327,262,207,7,118,174,94
"ENSMUSG00000001583",9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000001588",82,687,943,242,1155,676,82,148,667,135,38,175,361,987,809,430,92,281,782,544
"ENSMUSG00000001604",18,58,107,13,102,68,16,31,45,12,0,18,51,95,77,34,5,31,62,25
"ENSMUSG00000001622",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001627",78,241,462,131,379,139,30,67,255,96,37,34,85,374,375,256,25,113,344,270
"ENSMUSG00000001630",7,50,86,26,85,41,17,6,44,10,12,26,37,103,98,29,6,31,110,35
"ENSMUSG00000001632",51,318,435,184,549,354,34,89,373,81,59,70,220,669,398,241,20,163,336,446
"ENSMUSG00000001642",18,176,244,88,316,159,27,38,216,38,11,23,88,276,219,168,26,79,299,213
"ENSMUSG00000001655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001657",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001661",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001663",14,117,347,38,279,92,4,68,217,24,7,18,72,302,135,100,6,119,149,117
"ENSMUSG00000001665",0,19,87,8,113,71,0,15,58,3,10,6,12,103,43,41,0,26,60,62
"ENSMUSG00000001666",40,121,315,56,461,138,37,55,178,63,24,36,126,450,216,189,5,129,325,186
"ENSMUSG00000001670",0,0,0,0,0,0,0,0,1,0,0,0,3,2,5,0,0,0,0,0
"ENSMUSG00000001672",7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0
"ENSMUSG00000001674",153,908,1556,281,1628,743,99,231,1069,264,99,155,366,1620,1185,760,83,398,923,783
"ENSMUSG00000001687",496,2209,2911,786,3042,1843,363,688,2178,561,427,482,983,3336,3023,1469,252,1118,2318,1795
"ENSMUSG00000001700",86,341,658,238,560,337,45,109,362,168,45,105,280,669,465,284,45,198,548,336
"ENSMUSG00000001707",81,261,360,83,447,142,53,146,259,53,46,86,158,492,357,228,25,137,268,254
"ENSMUSG00000001729",58,339,855,98,642,399,51,86,510,122,40,63,236,808,363,369,46,258,448,302
"ENSMUSG00000001739",0,2,7,0,19,0,0,5,17,7,1,4,0,19,23,0,0,16,16,1
"ENSMUSG00000001741",173,958,1636,354,1401,932,141,325,1410,271,188,222,592,1971,1337,940,134,537,1493,973
"ENSMUSG00000001750",74,276,398,139,452,291,51,38,215,48,36,79,150,408,418,195,36,75,222,246
"ENSMUSG00000001751",9,152,122,41,130,79,14,56,85,34,2,32,46,251,140,66,9,54,98,85
"ENSMUSG00000001755",5,112,166,37,291,158,9,50,123,53,10,30,112,260,240,134,1,81,192,138
"ENSMUSG00000001761",3,44,27,19,33,6,6,22,31,5,2,8,11,67,42,46,10,36,44,34
"ENSMUSG00000001763",35,59,156,38,81,118,9,19,107,6,11,89,35,187,185,70,8,65,105,192
"ENSMUSG00000001767",82,689,1356,315,1291,722,159,207,825,234,129,247,400,1428,1139,624,126,472,772,770
"ENSMUSG00000001768",52,121,262,56,150,93,21,79,139,50,4,29,95,137,153,93,2,112,224,108
"ENSMUSG00000001773",0,0,16,5,2,25,0,0,11,1,0,0,0,4,0,14,0,6,12,0
"ENSMUSG00000001774",189,1183,2006,406,2268,1226,214,513,1532,413,115,267,627,1926,1515,996,126,597,863,838
"ENSMUSG00000001783",109,540,907,236,981,524,76,225,713,121,46,177,231,1361,731,550,92,357,824,686
"ENSMUSG00000001785",26,215,313,42,259,136,7,76,248,59,23,40,94,325,273,144,12,116,187,142
"ENSMUSG00000001786",62,287,379,77,311,289,20,53,281,41,23,61,89,410,343,155,33,92,344,245
"ENSMUSG00000001794",183,940,2525,395,2614,1144,139,416,1831,452,113,283,771,3160,1908,1372,149,801,1941,1349
"ENSMUSG00000001802",5,11,27,0,1,1,0,5,10,0,1,0,19,13,29,11,0,3,18,16
"ENSMUSG00000001804",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001815",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001819",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001823",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001827",0,9,0,0,13,0,0,0,3,0,0,1,0,16,0,0,0,1,13,0
"ENSMUSG00000001829",17,156,218,56,232,185,4,46,237,50,39,24,111,251,185,92,10,119,240,89
"ENSMUSG00000001833",583,2933,4109,1180,4498,2671,407,965,2935,676,412,730,1521,5381,3771,2545,385,1428,3134,2409
"ENSMUSG00000001844",11,179,299,22,250,107,4,8,167,26,18,28,36,365,202,114,31,70,216,97
"ENSMUSG00000001847",272,1897,2624,535,2562,1576,202,634,1862,453,348,362,957,3649,2890,1802,213,1111,2351,1418
"ENSMUSG00000001855",92,485,683,118,753,341,44,153,562,81,24,86,241,893,629,344,53,133,586,351
"ENSMUSG00000001864",0,11,22,0,13,5,0,0,14,0,0,6,15,32,5,10,0,0,0,0
"ENSMUSG00000001865",0,4,31,6,28,1,0,19,22,0,1,1,5,41,4,11,0,38,14,31
"ENSMUSG00000001870",32,177,143,63,186,130,19,55,143,38,8,22,66,238,196,87,5,42,94,81
"ENSMUSG00000001891",155,1000,1069,266,1250,703,142,284,939,287,132,163,559,1593,1102,742,112,451,886,774
"ENSMUSG00000001901",0,1,10,0,6,6,0,0,11,0,0,0,0,6,10,0,0,9,17,0
"ENSMUSG00000001909",70,314,389,57,408,245,42,74,352,99,20,87,145,426,424,200,33,156,368,288
"ENSMUSG00000001910",15,109,116,38,132,78,12,48,134,17,8,30,35,239,134,58,5,64,94,78
"ENSMUSG00000001911",76,340,506,125,476,342,49,121,398,79,29,73,107,572,427,245,47,112,467,196
"ENSMUSG00000001918",190,855,1509,237,1330,719,133,194,867,208,103,184,385,1290,1162,771,125,460,1018,733
"ENSMUSG00000001924",126,630,1238,222,1474,707,139,273,828,204,85,243,404,1470,878,724,43,364,1239,647
"ENSMUSG00000001930",2,114,121,30,96,63,30,29,158,8,29,4,120,129,58,65,6,93,88,86
"ENSMUSG00000001942",11,148,231,50,284,162,5,47,153,48,24,62,96,348,204,112,41,66,215,130
"ENSMUSG00000001943",0,4,17,0,0,1,0,0,0,0,0,0,0,22,5,1,0,0,0,0
"ENSMUSG00000001946",33,140,283,19,209,142,4,52,150,16,28,34,38,330,180,119,18,62,159,60
"ENSMUSG00000001948",6,25,22,2,27,4,6,1,40,1,3,8,3,18,37,1,6,6,10,18
"ENSMUSG00000001962",110,534,904,175,805,324,67,151,565,131,36,117,230,1071,705,347,64,256,551,470
"ENSMUSG00000001964",43,320,470,121,495,179,41,76,278,105,68,79,157,740,474,342,49,225,626,281
"ENSMUSG00000001983",11,13,135,30,61,43,22,20,61,24,5,0,14,99,83,23,1,30,66,64
"ENSMUSG00000001985",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001986",33,73,96,66,113,112,11,36,96,48,7,36,88,132,158,55,17,60,68,82
"ENSMUSG00000001988",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001995",11,161,153,66,241,164,14,50,139,36,14,30,55,174,149,55,9,55,95,29
"ENSMUSG00000001998",31,95,168,39,133,144,25,62,77,36,13,22,70,149,145,84,31,49,132,92
"ENSMUSG00000001999",96,509,744,214,800,509,128,171,634,141,96,113,319,860,721,520,115,242,667,463
"ENSMUSG00000002006",0,16,20,5,26,7,0,7,22,7,9,7,6,10,27,1,4,2,15,39
"ENSMUSG00000002007",51,148,182,42,176,217,67,31,193,56,18,50,64,269,160,120,15,58,254,184
"ENSMUSG00000002010",125,487,867,149,875,454,58,146,570,157,79,77,279,1197,746,523,59,364,827,542
"ENSMUSG00000002012",0,26,28,1,11,8,8,4,3,21,3,0,5,14,19,15,0,13,17,2
"ENSMUSG00000002014",274,1185,2244,588,3170,1007,231,669,1551,449,374,270,1034,3223,1879,1496,161,990,1855,1136
"ENSMUSG00000002015",119,606,1438,299,1204,593,94,237,812,252,128,146,408,1288,1080,785,111,449,952,538
"ENSMUSG00000002017",104,473,734,145,796,406,59,157,599,106,56,82,233,650,603,411,60,191,510,397
"ENSMUSG00000002020",39,102,186,27,204,194,9,41,160,24,5,28,31,250,124,121,39,59,138,120
"ENSMUSG00000002028",802,3285,5014,1250,4944,3326,495,1107,3497,830,296,868,1676,5035,3877,2368,480,1291,3581,2801
"ENSMUSG00000002031",21,151,333,55,186,137,8,33,188,79,19,25,34,300,168,131,9,77,216,66
"ENSMUSG00000002032",0,1,0,1,1,1,0,0,0,5,0,0,0,2,0,6,0,0,0,7
"ENSMUSG00000002033",134,664,1237,240,1414,733,109,288,1031,268,157,164,416,1551,1040,749,124,525,1045,589
"ENSMUSG00000002043",61,271,468,82,483,277,40,92,338,169,80,78,213,660,551,268,31,230,358,310
"ENSMUSG00000002052",59,461,862,165,937,381,92,152,636,128,33,143,209,726,471,310,92,194,450,421
"ENSMUSG00000002055",1,10,31,24,47,19,6,10,14,1,9,17,46,73,31,32,3,24,12,51
"ENSMUSG00000002057",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000002058",98,205,369,108,433,195,38,114,389,119,68,79,156,538,381,281,29,139,282,265
"ENSMUSG00000002059",0,61,146,23,103,38,18,0,113,45,25,24,37,117,40,47,0,43,81,39
"ENSMUSG00000002064",107,507,769,194,926,433,78,270,518,219,61,137,295,925,668,460,48,301,756,380
"ENSMUSG00000002068",18,83,149,38,102,65,16,6,81,28,11,45,29,138,126,87,15,25,47,94
"ENSMUSG00000002076",0,0,1,0,3,0,0,0,10,0,1,0,0,7,11,0,0,0,0,0
"ENSMUSG00000002083",13,73,112,4,110,59,7,25,103,19,12,28,46,114,75,82,10,50,64,43
"ENSMUSG00000002100",0,0,0,0,0,0,4,16,0,0,0,11,0,3,0,0,3,0,2,1
"ENSMUSG00000002102",267,992,1696,435,1779,1067,154,391,1190,370,155,332,686,2184,1570,1214,136,693,1444,1139
"ENSMUSG00000002103",146,679,1177,286,1071,695,188,167,1027,219,101,176,275,917,946,596,125,300,877,650
"ENSMUSG00000002104",0,10,6,0,14,0,0,0,17,0,17,8,15,52,21,0,0,5,22,6
"ENSMUSG00000002105",18,216,270,58,322,146,13,11,260,26,17,27,171,314,220,158,30,79,119,152
"ENSMUSG00000002107",712,3531,4563,1302,5135,2890,580,1097,3231,959,375,769,1696,5428,4517,2600,416,1608,3902,3030
"ENSMUSG00000002108",68,359,580,142,603,324,81,113,366,115,36,96,160,650,507,314,59,223,525,342
"ENSMUSG00000002109",6,61,118,59,125,78,4,13,70,17,10,14,39,188,136,71,10,44,178,125
"ENSMUSG00000002111",163,745,1464,262,1749,878,182,290,1125,297,127,219,544,2146,1248,844,105,524,1256,781
"ENSMUSG00000002129",98,320,518,139,662,290,81,146,411,93,67,59,255,793,408,444,64,293,475,312
"ENSMUSG00000002147",121,656,1238,255,1208,759,88,218,827,217,71,184,324,1422,890,666,99,413,914,774
"ENSMUSG00000002190",0,0,0,0,0,4,0,0,0,0,0,0,0,14,0,0,0,2,0,0
"ENSMUSG00000002204",162,1345,2783,478,2187,1063,137,467,1722,397,182,221,743,2634,1687,1227,163,816,1507,1116
"ENSMUSG00000002205",22,218,417,98,321,227,33,78,250,53,32,33,185,447,337,228,25,174,334,240
"ENSMUSG00000002210",70,118,223,49,141,129,19,25,176,17,17,34,76,250,192,89,10,30,201,121
"ENSMUSG00000002221",34,123,283,44,229,138,33,50,117,34,37,36,143,435,215,145,30,94,216,195
"ENSMUSG00000002222",102,428,560,144,556,443,77,123,451,145,56,71,208,814,524,350,59,251,540,298
"ENSMUSG00000002227",21,61,101,26,94,49,16,4,118,8,8,29,55,155,119,95,3,46,151,82
"ENSMUSG00000002228",18,31,52,0,37,34,0,8,31,5,0,2,9,49,56,46,0,7,32,53
"ENSMUSG00000002233",33,138,237,39,178,52,14,45,106,11,0,12,94,160,141,72,29,95,170,41
"ENSMUSG00000002240",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000002249",0,18,28,7,9,5,0,0,14,0,0,0,8,6,23,21,0,2,28,5
"ENSMUSG00000002250",19,86,172,37,206,98,30,41,113,26,21,12,67,141,114,55,4,38,128,75
"ENSMUSG00000002257",68,297,510,165,348,383,35,91,323,111,20,127,125,658,404,271,20,220,392,203
"ENSMUSG00000002265",23,131,207,26,51,79,21,59,112,14,28,18,45,74,52,22,15,17,90,27
"ENSMUSG00000002266",0,0,5,0,0,8,0,4,6,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000002274",15,67,123,39,154,98,11,36,106,22,19,25,84,229,127,125,3,72,170,86
"ENSMUSG00000002279",31,116,93,44,85,127,15,7,58,3,1,11,27,130,85,54,18,28,116,47
"ENSMUSG00000002280",30,173,228,53,236,153,47,50,104,51,41,39,58,263,178,99,40,88,108,88
"ENSMUSG00000002289",40,217,408,13,73,94,6,71,258,19,37,24,97,99,120,87,8,21,163,102
"ENSMUSG00000002297",52,182,284,129,349,182,30,58,138,64,44,61,66,355,301,235,28,82,265,151
"ENSMUSG00000002307",41,273,355,87,423,300,30,97,360,95,26,91,198,559,439,333,27,184,344,308
"ENSMUSG00000002308",10,52,82,28,104,32,4,32,27,27,25,12,23,71,66,74,11,36,58,54
"ENSMUSG00000002319",9,91,129,10,122,114,8,36,96,39,16,11,44,221,157,100,13,77,79,77
"ENSMUSG00000002320",24,119,112,17,95,96,1,11,77,5,2,17,33,123,100,37,5,19,94,105
"ENSMUSG00000002324",3,2,4,0,18,3,0,0,6,1,0,0,3,5,17,0,0,9,0,6
"ENSMUSG00000002325",144,592,664,203,1027,540,110,171,659,181,99,151,375,1203,1007,593,65,449,724,592
"ENSMUSG00000002326",5,147,170,62,171,124,28,31,129,73,23,49,56,210,195,77,16,56,144,119
"ENSMUSG00000002329",94,313,542,147,559,299,53,45,405,65,50,121,138,809,548,299,46,164,440,302
"ENSMUSG00000002332",55,179,479,58,462,148,29,38,266,118,23,79,110,709,313,277,28,153,327,235
"ENSMUSG00000002341",0,0,5,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11
"ENSMUSG00000002342",24,84,128,21,132,93,9,25,98,23,0,13,51,189,177,90,1,73,148,68
"ENSMUSG00000002343",16,52,63,14,46,58,6,16,68,37,6,2,20,86,53,72,0,20,68,70
"ENSMUSG00000002345",45,215,476,71,442,142,6,98,262,24,44,26,183,604,269,158,21,201,298,148
"ENSMUSG00000002346",10,22,79,7,44,36,2,10,39,14,5,5,0,30,13,18,1,18,29,4
"ENSMUSG00000002365",91,399,644,179,719,489,56,138,594,114,78,70,159,713,449,355,67,229,598,307
"ENSMUSG00000002372",107,464,734,180,589,337,43,77,504,92,36,108,181,619,541,437,72,175,579,343
"ENSMUSG00000002379",267,1063,1688,339,2177,1000,194,454,1226,399,132,230,598,2408,1634,1110,129,684,1509,1002
"ENSMUSG00000002384",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
"ENSMUSG00000002393",48,78,256,42,234,106,11,60,148,48,48,48,58,366,229,194,22,142,190,144
"ENSMUSG00000002395",198,1464,2694,425,2440,1100,176,493,1609,559,240,268,926,3509,1787,1477,188,1091,1634,1500
"ENSMUSG00000002396",7,121,177,58,227,130,13,22,164,76,6,43,79,248,157,144,16,92,247,130
"ENSMUSG00000002409",15,24,54,12,82,9,7,0,27,22,0,14,5,83,80,51,3,16,42,31
"ENSMUSG00000002413",117,508,779,274,610,410,88,147,600,115,52,145,246,665,777,299,51,198,640,492
"ENSMUSG00000002416",103,496,710,151,745,371,65,167,597,199,94,158,352,1057,777,518,82,372,543,386
"ENSMUSG00000002428",240,1051,1673,468,1790,1012,193,407,1166,388,118,308,608,1607,1347,1007,136,628,1072,1034
"ENSMUSG00000002455",73,732,1091,211,1124,705,122,254,832,138,77,153,259,1254,670,618,72,268,802,851
"ENSMUSG00000002458",162,467,994,147,942,461,77,176,644,223,111,125,297,1272,670,570,92,343,795,474
"ENSMUSG00000002459",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ENSMUSG00000002475",0,13,12,0,2,0,0,3,0,0,0,0,0,0,0,0,0,11,1,4
"ENSMUSG00000002477",189,993,1395,307,1825,777,202,355,1128,324,220,240,572,1995,1836,899,95,755,1335,1140
"ENSMUSG00000002486",29,139,248,29,260,151,34,64,144,36,24,53,96,200,235,128,37,46,246,188
"ENSMUSG00000002489",35,143,174,49,164,102,13,26,161,26,11,17,31,142,131,104,8,63,145,102
"ENSMUSG00000002496",30,157,194,33,292,107,28,16,127,20,2,11,72,276,177,153,3,63,107,147
"ENSMUSG00000002500",1,2,0,3,1,1,0,0,5,0,0,0,0,3,0,0,0,0,10,0
"ENSMUSG00000002504",39,272,694,118,431,278,50,60,329,110,13,74,137,500,338,125,19,178,265,159
"ENSMUSG00000002524",143,759,1338,306,1313,553,79,271,1023,252,88,179,404,1610,1060,729,86,554,921,755
"ENSMUSG00000002546",33,160,278,69,244,190,20,60,211,41,41,51,67,333,183,94,61,60,229,148
"ENSMUSG00000002550",13,37,121,29,92,51,1,20,78,22,8,23,26,128,68,42,1,31,67,78
"ENSMUSG00000002565",0,8,13,1,0,8,0,4,2,1,2,1,3,10,14,29,1,3,9,17
"ENSMUSG00000002578",19,34,20,15,31,37,0,17,19,19,5,9,38,69,10,60,8,10,102,15
"ENSMUSG00000002580",173,801,1313,296,1500,697,73,292,1053,305,182,273,592,1641,1147,764,177,544,1034,696
"ENSMUSG00000002588",0,18,10,0,0,5,0,0,16,0,0,5,0,1,0,1,0,12,1,4
"ENSMUSG00000002602",149,768,1305,300,1085,762,123,230,1046,230,112,193,471,1267,923,562,55,416,972,670
"ENSMUSG00000002603",94,433,550,210,781,519,69,128,540,119,98,106,244,927,723,356,68,215,523,506
"ENSMUSG00000002608",36,104,239,58,261,176,32,59,218,57,24,9,51,275,218,120,13,60,193,160
"ENSMUSG00000002617",13,84,139,21,87,93,34,32,84,43,11,46,98,130,146,34,9,16,86,80
"ENSMUSG00000002625",217,701,1002,201,1030,623,60,167,820,158,94,169,390,1088,950,529,91,315,912,444
"ENSMUSG00000002633",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000002635",28,193,486,46,274,201,10,30,309,86,37,36,125,426,228,203,18,145,173,180
"ENSMUSG00000002658",53,271,473,97,494,152,60,81,289,56,19,93,173,608,357,254,38,122,375,243
"ENSMUSG00000002660",82,464,752,145,698,394,61,144,522,131,48,90,263,1034,593,387,67,292,529,361
"ENSMUSG00000002661",40,254,350,49,506,201,25,67,230,87,34,47,95,658,418,214,57,146,295,154
"ENSMUSG00000002664",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000002668",134,626,1034,238,948,622,69,126,664,134,86,193,347,842,783,357,48,241,748,599
"ENSMUSG00000002679",48,105,171,96,170,149,19,22,98,59,14,34,109,178,231,122,16,105,290,119
"ENSMUSG00000002688",9,23,61,26,10,21,0,11,28,9,23,1,5,21,19,16,2,11,11,21
"ENSMUSG00000002699",104,547,968,284,915,507,147,239,799,165,92,216,359,1177,817,593,79,321,816,566
"ENSMUSG00000002718",104,466,589,137,705,377,66,132,349,110,61,95,177,706,530,412,51,325,488,346
"ENSMUSG00000002728",19,146,298,85,264,147,36,89,186,47,60,49,114,309,254,165,27,97,142,115
"ENSMUSG00000002731",8,100,62,1,137,110,8,46,29,47,19,52,57,95,86,143,22,104,118,94
"ENSMUSG00000002732",25,146,213,36,213,165,39,65,182,60,34,26,95,388,192,105,21,87,150,111
"ENSMUSG00000002733",66,225,598,110,560,271,46,159,333,76,40,71,125,518,356,286,62,119,344,372
"ENSMUSG00000002741",19,209,368,67,394,107,31,99,152,29,47,29,106,341,402,204,27,83,205,177
"ENSMUSG00000002748",356,1711,2162,655,2353,1615,359,387,1734,380,215,489,840,2502,2379,1259,212,754,1641,1378
"ENSMUSG00000002763",78,215,294,78,487,266,42,90,278,83,75,91,151,437,294,194,14,130,310,224
"ENSMUSG00000002767",41,231,380,108,627,277,33,73,296,84,49,66,166,515,410,139,28,140,466,301
"ENSMUSG00000002768",99,359,829,181,883,467,118,124,411,167,95,125,260,848,747,402,66,299,665,524
"ENSMUSG00000002769",0,1,23,0,0,0,0,0,0,0,0,0,18,35,40,1,4,7,3,0
"ENSMUSG00000002771",1,0,0,4,6,0,0,0,0,0,0,0,6,0,7,3,0,0,1,6
"ENSMUSG00000002778",120,855,893,238,1020,619,114,192,834,196,131,164,277,1235,832,566,75,314,654,616
"ENSMUSG00000002781",35,74,115,13,104,21,0,11,75,9,3,9,37,92,79,72,10,28,71,76
"ENSMUSG00000002791",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000002797",40,165,322,99,421,273,36,98,297,71,40,49,156,546,307,237,31,117,260,286
"ENSMUSG00000002799",0,31,19,5,1,7,0,1,25,0,0,4,20,15,3,17,0,7,47,6
"ENSMUSG00000002803",17,38,121,9,68,89,4,10,104,12,3,17,25,126,87,44,9,36,56,50
"ENSMUSG00000002804",28,180,377,92,399,166,26,46,172,41,16,33,89,457,196,134,16,171,262,171
"ENSMUSG00000002808",12,13,13,4,33,37,2,5,14,3,8,9,18,22,2,8,2,27,31,29
"ENSMUSG00000002812",105,454,748,187,658,472,32,115,597,139,28,112,337,646,585,412,61,233,589,561
"ENSMUSG00000002814",47,93,180,24,160,92,40,3,56,35,28,29,25,171,118,53,16,18,140,125
"ENSMUSG00000002820",40,164,228,33,229,148,33,28,157,49,29,53,113,285,266,259,51,108,221,193
"ENSMUSG00000002825",6,106,190,55,194,119,10,26,131,34,37,22,37,304,170,94,23,62,177,142
"ENSMUSG00000002831",7,67,98,32,26,0,0,12,11,0,0,0,0,14,10,11,0,53,4,7
"ENSMUSG00000002833",25,157,242,85,277,204,16,57,170,52,39,21,96,402,247,76,22,69,188,130
"ENSMUSG00000002835",9,31,57,12,108,31,13,21,49,11,30,18,32,47,114,71,11,25,14,98
"ENSMUSG00000002844",74,598,1259,151,1207,638,49,173,841,197,74,103,248,1308,1045,602,28,350,754,613
"ENSMUSG00000002845",42,147,202,30,254,100,23,61,206,34,33,26,96,299,270,123,13,82,294,93
"ENSMUSG00000002846",41,170,163,71,210,79,19,97,194,45,18,33,45,294,319,130,14,64,217,115
"ENSMUSG00000002847",6,22,28,0,1,27,0,5,17,0,0,0,5,41,10,1,0,1,5,10
"ENSMUSG00000002870",51,312,442,99,521,306,55,37,385,63,50,49,124,568,334,237,22,172,395,417
"ENSMUSG00000002871",29,223,341,40,403,156,38,72,278,66,15,63,121,318,133,199,28,117,126,133
"ENSMUSG00000002881",249,879,1239,319,1283,873,168,348,940,344,145,325,594,1659,1175,880,92,511,1075,887
"ENSMUSG00000002885",187,792,1610,317,1400,813,106,191,1018,304,156,265,428,1664,1058,688,116,658,1091,943
"ENSMUSG00000002897",119,642,851,287,1131,582,117,188,707,202,103,246,415,992,826,599,71,323,922,635
"ENSMUSG00000002900",2,49,46,11,34,26,2,17,49,6,5,6,1,43,29,17,0,11,17,11
"ENSMUSG00000002908",0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,7
"ENSMUSG00000002910",9,60,87,6,74,69,13,9,63,35,0,29,11,169,34,99,14,24,5,85
"ENSMUSG00000002930",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"ENSMUSG00000002944",381,2015,3139,668,2483,1585,301,612,1916,576,347,357,985,3178,2614,1511,261,1219,2404,1697
"ENSMUSG00000002948",47,219,460,95,477,211,40,56,266,95,31,95,126,360,375,131,39,129,302,172
"ENSMUSG00000002949",103,607,871,184,779,372,70,184,629,160,80,101,303,1109,718,511,78,337,603,541
