"","SRR11148753","SRR11148754","SRR11148755","SRR11148756","SRR11148757","SRR11148758","SRR11148759","SRR11148760"
"ENSMUSG00000002504",432,875,4880,1119,1666,1033,358,5960
"ENSMUSG00000002524",638,1221,9411,1158,3001,1486,837,7148
"ENSMUSG00000002546",576,1174,8583,1199,2505,1309,963,6302
"ENSMUSG00000002550",137,222,1701,143,261,245,36,1197
"ENSMUSG00000002565",179,150,866,189,328,304,173,1025
"ENSMUSG00000002578",2,15,124,9,68,8,0,91
"ENSMUSG00000002580",145,459,3945,583,1690,853,410,2915
"ENSMUSG00000002588",4,0,0,0,46,5,13,130
"ENSMUSG00000002602",371,571,4893,657,896,553,324,3023
"ENSMUSG00000002603",32,97,784,103,61,83,7,576
"ENSMUSG00000002608",490,831,5581,901,1880,1093,456,3759
"ENSMUSG00000002617",34,46,687,31,67,46,7,334
"ENSMUSG00000002625",1652,2167,19857,1976,4683,3677,1565,14858
"ENSMUSG00000002633",0,0,0,0,0,0,0,0
"ENSMUSG00000002635",129,298,2256,297,766,345,112,1534
"ENSMUSG00000002658",275,594,4274,542,1124,1059,464,3545
"ENSMUSG00000002660",530,1167,7741,1229,2962,1536,1211,5031
"ENSMUSG00000002661",92,300,2085,358,704,325,269,1396
"ENSMUSG00000002664",0,0,0,0,0,0,0,0
"ENSMUSG00000002668",14,58,491,64,47,37,126,248
"ENSMUSG00000002679",71,143,1284,155,437,199,88,960
"ENSMUSG00000002688",24,25,362,22,39,39,19,146
"ENSMUSG00000002699",4,10,174,18,13,5,0,46
"ENSMUSG00000002718",182,518,4664,434,867,356,287,1898
"ENSMUSG00000002728",250,738,6776,636,1491,910,326,3695
"ENSMUSG00000002731",21,101,766,88,54,52,43,357
"ENSMUSG00000002732",7,32,439,13,43,34,55,295
"ENSMUSG00000002733",53,143,958,50,79,109,0,475
"ENSMUSG00000002741",288,792,4999,521,1463,671,356,3164
"ENSMUSG00000002748",1928,1721,18196,2165,2880,2049,1345,12199
"ENSMUSG00000002763",352,664,5360,1044,1757,1034,595,3532
"ENSMUSG00000002767",512,1599,10845,1787,3844,1704,855,6293
"ENSMUSG00000002768",288,593,4129,652,1555,806,526,2771
"ENSMUSG00000002769",23,22,82,9,64,16,0,174
"ENSMUSG00000002771",14,10,138,37,17,11,0,28
"ENSMUSG00000002778",275,843,5310,812,1958,870,358,3924
"ENSMUSG00000002781",344,780,5600,930,1919,912,668,3804
"ENSMUSG00000002791",0,0,0,0,0,0,0,0
"ENSMUSG00000002797",81,250,1836,109,387,340,61,857
"ENSMUSG00000002799",568,853,6039,1113,1943,1138,634,5339
"ENSMUSG00000002803",144,361,2519,298,948,473,220,1495
"ENSMUSG00000002804",76,182,874,99,168,100,41,501
"ENSMUSG00000002808",217,716,5083,691,990,415,129,2139
"ENSMUSG00000002812",677,1612,12088,1417,4143,2168,928,9051
"ENSMUSG00000002814",103,100,1058,170,341,151,74,828
"ENSMUSG00000002820",514,1034,6312,929,2453,1417,768,4265
"ENSMUSG00000002825",139,206,1779,218,285,293,74,1294
"ENSMUSG00000002831",4634,6327,55902,6997,8946,5549,2956,17347
"ENSMUSG00000002833",609,1029,7680,1119,2322,1385,714,6349
"ENSMUSG00000002835",28,49,303,34,44,30,23,326
"ENSMUSG00000002844",165,582,3886,548,1018,507,321,1825
"ENSMUSG00000002845",172,213,1825,175,367,232,95,1327
"ENSMUSG00000002846",165,424,2970,500,982,382,175,2162
"ENSMUSG00000002847",46,117,798,77,79,95,12,356
"ENSMUSG00000002870",32,99,973,120,246,172,53,574
"ENSMUSG00000002871",310,633,6621,689,1558,1010,414,3189
"ENSMUSG00000002881",26,111,1187,97,45,67,35,613
"ENSMUSG00000002885",410,719,4542,781,1500,740,465,3483
"ENSMUSG00000002897",59,120,824,62,119,79,42,431
"ENSMUSG00000002900",177,311,3793,251,373,334,183,2427
"ENSMUSG00000002908",183,533,3163,446,1337,463,181,1753
"ENSMUSG00000002910",2748,1037,6384,1651,5807,793,3017,5528
"ENSMUSG00000002930",0,0,0,0,0,0,0,0
"ENSMUSG00000002944",402,851,13489,522,998,813,415,4981
"ENSMUSG00000002948",294,1185,7874,1113,2451,1011,736,4478
"ENSMUSG00000002949",1220,1984,14273,1650,3600,2238,1175,9435
"ENSMUSG00000002957",482,904,8125,1112,2477,1685,983,5141
"ENSMUSG00000002963",255,447,3600,404,976,516,204,2095
"ENSMUSG00000002968",608,1341,8303,1569,3222,1560,787,5541
"ENSMUSG00000002980",433,836,6454,1007,1533,1127,522,5683
"ENSMUSG00000002981",437,1297,7627,1268,2593,1463,693,4944
"ENSMUSG00000002983",63,314,2179,208,693,536,198,1033
"ENSMUSG00000002984",180,609,4247,627,1588,826,243,2894
"ENSMUSG00000002985",1373,1445,11245,1904,2810,2090,1489,14619
"ENSMUSG00000002992",0,0,0,0,0,0,0,0
"ENSMUSG00000002996",493,1055,8414,719,1942,905,627,4896
"ENSMUSG00000002997",52,34,680,30,21,21,31,276
"ENSMUSG00000003031",256,302,3631,320,672,377,270,2342
"ENSMUSG00000003032",166,148,1964,287,425,251,221,2414
"ENSMUSG00000003033",283,543,4313,556,1197,525,404,2447
"ENSMUSG00000003037",104,237,1689,211,495,236,228,1202
"ENSMUSG00000003038",142,343,2264,329,441,274,204,1393
"ENSMUSG00000003039",143,200,1826,129,315,219,68,1370
"ENSMUSG00000003051",2,7,150,29,130,23,0,122
"ENSMUSG00000003053",0,0,0,0,0,0,0,0
"ENSMUSG00000003062",65,100,730,79,256,125,68,440
"ENSMUSG00000003068",1141,3000,19011,2992,7606,4310,1949,13105
"ENSMUSG00000003070",3,5,77,4,8,12,0,53
"ENSMUSG00000003072",5904,12479,81953,13992,30144,15152,11117,48240
"ENSMUSG00000003099",293,853,6195,842,1819,960,308,3483
"ENSMUSG00000003119",165,173,1561,151,313,254,91,1099
"ENSMUSG00000003123",639,568,6170,555,1274,648,444,4047
"ENSMUSG00000003131",141,194,1826,148,286,248,65,1296
"ENSMUSG00000003134",284,385,3440,335,784,555,388,2791
"ENSMUSG00000003135",114,367,3210,375,1015,514,234,1867
"ENSMUSG00000003153",78,149,878,162,271,140,54,834
"ENSMUSG00000003154",153,459,3724,443,894,440,354,2794
"ENSMUSG00000003161",141,210,1725,160,114,160,94,1171
"ENSMUSG00000003166",232,365,3132,444,906,391,350,2084
"ENSMUSG00000003184",593,874,6651,1054,2030,1138,433,5030
"ENSMUSG00000003190",140,246,1611,254,346,252,164,1366
"ENSMUSG00000003198",44,46,397,78,50,19,96,316
"ENSMUSG00000003199",485,1287,7806,1112,2702,1172,862,4910
"ENSMUSG00000003200",163,492,3282,439,1058,421,303,2867
"ENSMUSG00000003206",0,3,69,0,0,0,0,4
"ENSMUSG00000003208",106,53,818,159,233,140,38,727
"ENSMUSG00000003226",142,426,4870,348,431,360,171,2418
"ENSMUSG00000003227",6,0,27,0,0,0,0,37
"ENSMUSG00000003228",35,81,1153,38,127,87,7,733
"ENSMUSG00000003233",296,601,5672,476,1273,781,205,3041
"ENSMUSG00000003234",551,1003,8156,1131,2333,1069,890,5889
"ENSMUSG00000003235",563,1583,10063,1094,3210,1547,869,6224
"ENSMUSG00000003269",285,514,3245,484,980,457,202,2506
"ENSMUSG00000003271",0,0,0,0,0,0,0,6
"ENSMUSG00000003273",130,321,1919,258,728,248,217,1182
"ENSMUSG00000003279",8,0,46,0,0,4,0,103
"ENSMUSG00000003282",6,10,80,0,14,17,0,94
"ENSMUSG00000003283",9,31,64,0,41,0,61,63
"ENSMUSG00000003299",565,1454,7612,1004,3035,1111,699,4650
"ENSMUSG00000003308",648,1614,9835,1453,3475,1871,729,6785
"ENSMUSG00000003309",0,0,0,0,0,0,0,0
"ENSMUSG00000003316",111,246,2264,226,277,135,184,1321
"ENSMUSG00000003341",0,0,0,0,0,0,0,0
"ENSMUSG00000003344",328,764,4521,647,1640,896,479,3309
"ENSMUSG00000003345",705,1911,10727,2014,4259,1841,1308,7903
"ENSMUSG00000003346",597,1414,9146,1691,4238,1932,1218,6528
"ENSMUSG00000003348",71,104,652,103,210,164,100,494
"ENSMUSG00000003352",65,131,994,90,167,199,57,631
"ENSMUSG00000003354",0,0,1,0,0,8,0,0
"ENSMUSG00000003355",13,9,136,4,0,0,0,90
"ENSMUSG00000003360",609,1540,9626,1281,2715,1672,408,6571
"ENSMUSG00000003363",99,231,1566,195,739,209,95,1286
"ENSMUSG00000003378",75,105,989,150,228,133,232,858
"ENSMUSG00000003379",0,5,44,0,0,0,0,57
"ENSMUSG00000003380",1316,3410,18881,3007,8363,3728,2761,13832
"ENSMUSG00000003382",99,90,962,98,126,151,69,607
"ENSMUSG00000003402",189,460,3280,478,1048,541,179,2323
"ENSMUSG00000003410",0,0,24,0,0,0,0,20
"ENSMUSG00000003411",0,4,37,4,0,0,0,48
"ENSMUSG00000003418",0,2,174,0,16,14,0,159
"ENSMUSG00000003420",436,880,6970,947,2215,934,799,5472
"ENSMUSG00000003421",367,793,5692,506,1902,950,574,3704
"ENSMUSG00000003423",324,907,6012,856,1986,844,559,3480
"ENSMUSG00000003429",2860,5347,38481,5371,14802,6905,4371,32008
"ENSMUSG00000003435",1251,2156,12224,2003,4372,1944,1599,9576
"ENSMUSG00000003436",0,0,0,0,0,0,0,7
"ENSMUSG00000003437",218,779,5544,641,1599,782,522,4046
"ENSMUSG00000003438",349,1225,7165,987,2379,1492,791,4333
"ENSMUSG00000003444",126,319,2696,265,550,390,156,1384
"ENSMUSG00000003452",0,20,83,8,4,0,0,32
"ENSMUSG00000003458",311,506,4557,657,1248,584,303,3614
"ENSMUSG00000003464",549,1405,10457,1277,2180,1168,659,5348
"ENSMUSG00000003469",0,8,54,6,0,12,15,14
"ENSMUSG00000003476",1012,1161,10565,1487,2954,1627,1134,10357
"ENSMUSG00000003477",302,375,2145,389,837,349,227,2750
"ENSMUSG00000003484",8,10,77,25,0,17,0,39
"ENSMUSG00000003500",174,373,2113,243,515,320,97,1448
"ENSMUSG00000003505",0,0,0,0,0,0,0,0
"ENSMUSG00000003518",792,2467,15532,2212,3921,2152,978,8393
"ENSMUSG00000003526",621,484,2943,689,1449,323,489,1821
"ENSMUSG00000003527",229,244,2316,244,482,299,212,1798
"ENSMUSG00000003528",70,116,1500,160,87,113,69,1800
"ENSMUSG00000003531",601,932,7814,1232,3270,1463,1231,6029
"ENSMUSG00000003534",160,304,1770,380,770,231,157,1310
"ENSMUSG00000003541",43,134,777,160,178,105,72,501
"ENSMUSG00000003545",2,64,712,83,220,58,274,2263
"ENSMUSG00000003546",267,409,3776,432,1123,407,304,2580
"ENSMUSG00000003549",225,506,3843,583,1472,591,454,3037
"ENSMUSG00000003555",0,0,0,0,0,5,0,0
"ENSMUSG00000003559",244,488,3995,393,1038,558,305,1919
"ENSMUSG00000003573",110,134,1051,96,308,147,16,606
"ENSMUSG00000003575",187,342,2927,295,610,482,203,2280
"ENSMUSG00000003581",193,275,2231,254,400,328,213,1582
"ENSMUSG00000003585",7,6,142,16,43,6,49,111
"ENSMUSG00000003604",119,287,2694,361,612,261,244,1180
"ENSMUSG00000003617",42,109,1755,101,199,122,46,981
"ENSMUSG00000003623",211,480,5804,444,989,457,177,3484
"ENSMUSG00000003644",161,299,1828,210,668,500,111,1564
"ENSMUSG00000003657",0,0,0,0,0,0,0,0
"ENSMUSG00000003660",571,967,7946,786,1812,1106,306,5385
"ENSMUSG00000003662",191,742,5376,569,1515,594,248,2657
"ENSMUSG00000003665",0,18,15,0,0,0,0,38
"ENSMUSG00000003680",10,41,476,30,105,81,62,294
"ENSMUSG00000003721",155,508,3859,382,749,408,121,1500
"ENSMUSG00000003731",467,1136,8223,922,1966,1180,564,5115
"ENSMUSG00000003746",29,31,623,23,13,15,0,212
"ENSMUSG00000003752",49,156,904,64,380,125,42,663
"ENSMUSG00000003762",65,55,457,111,37,19,39,289
"ENSMUSG00000003778",284,490,4025,256,875,466,225,2990
"ENSMUSG00000003779",1,27,71,13,16,7,0,12
"ENSMUSG00000003808",270,510,4267,524,1213,637,413,2987
"ENSMUSG00000003809",563,970,5856,879,2728,1115,920,5117
"ENSMUSG00000003810",2819,4223,29197,3935,10607,6769,2641,23932
"ENSMUSG00000003812",86,147,904,132,437,164,14,833
"ENSMUSG00000003813",1426,3051,18939,3159,7919,4990,2397,14086
"ENSMUSG00000003814",869,2232,18606,2597,6440,3098,1752,12599
"ENSMUSG00000003824",0,0,30,0,35,7,0,30
"ENSMUSG00000003847",270,523,7158,619,935,695,331,4403
"ENSMUSG00000003848",419,429,4231,579,1087,422,249,2746
"ENSMUSG00000003849",161,497,2742,474,595,326,235,1539
"ENSMUSG00000003863",0,2,8,9,0,3,0,19
"ENSMUSG00000003865",2582,5551,36740,5506,11249,4333,3600,23470
"ENSMUSG00000003868",234,471,3165,584,1039,670,214,2634
"ENSMUSG00000003872",0,5,44,3,22,0,0,36
"ENSMUSG00000003873",161,406,2654,523,1215,447,446,2170
"ENSMUSG00000003882",0,0,44,6,0,0,0,12
"ENSMUSG00000003923",180,521,4083,410,854,493,281,1961
"ENSMUSG00000003929",38,56,719,55,77,30,0,442
"ENSMUSG00000003934",15,43,154,30,29,51,0,183
"ENSMUSG00000003948",151,178,1915,108,189,99,77,1228
"ENSMUSG00000003949",48,190,1225,201,132,63,61,383
"ENSMUSG00000003955",649,1597,14562,1633,3954,2265,985,9143
"ENSMUSG00000003970",3662,6936,47192,7915,21062,10598,6020,40252
"ENSMUSG00000003974",0,0,1,0,0,0,0,0
"ENSMUSG00000003992",98,122,1069,117,157,54,75,672
"ENSMUSG00000004018",41,50,540,11,136,32,1,275
"ENSMUSG00000004031",7,14,170,22,0,19,0,83
"ENSMUSG00000004032",968,1766,12916,1578,3400,2106,1485,8419
"ENSMUSG00000004035",3,11,93,16,33,58,29,203
"ENSMUSG00000004038",11,0,0,0,0,0,0,0
"ENSMUSG00000004040",306,639,6117,671,1446,681,442,3124
"ENSMUSG00000004043",98,175,1696,182,438,290,240,1594
"ENSMUSG00000004044",992,2172,15435,2240,3650,2902,979,15145
"ENSMUSG00000004054",230,367,3004,421,700,484,286,2641
"ENSMUSG00000004056",1219,3033,21585,3043,7804,3806,2034,15897
"ENSMUSG00000004069",285,1246,8486,992,2365,1163,496,4012
"ENSMUSG00000004070",283,635,5498,657,1793,702,476,3395
"ENSMUSG00000004071",976,1877,14957,1638,4101,1569,1303,8300
"ENSMUSG00000004085",1361,3707,24780,3098,5903,3894,1815,16531
"ENSMUSG00000004096",632,1364,11396,1490,3730,1458,756,8197
"ENSMUSG00000004098",692,1266,12985,1002,2269,1354,1191,7809
"ENSMUSG00000004099",83,139,1371,96,276,180,128,882
"ENSMUSG00000004100",317,317,3448,486,920,585,340,2116
"ENSMUSG00000004105",321,677,4699,777,978,1127,440,4324
"ENSMUSG00000004110",0,12,0,0,0,8,0,51
"ENSMUSG00000004113",0,7,4,12,0,0,0,18
"ENSMUSG00000004127",55,33,462,44,86,69,18,219
"ENSMUSG00000004151",5,8,271,24,57,32,30,158
"ENSMUSG00000004187",255,353,2752,328,596,490,228,2089
"ENSMUSG00000004207",3692,10201,72384,9260,19310,9441,5564,39147
"ENSMUSG00000004221",109,307,2590,369,703,272,235,1575
"ENSMUSG00000004231",0,0,0,0,0,0,0,0
"ENSMUSG00000004233",70,85,554,51,97,60,46,481
"ENSMUSG00000004263",58,117,1236,167,436,285,139,623
"ENSMUSG00000004264",912,2320,16917,2334,6053,2544,1362,10174
"ENSMUSG00000004266",6,35,353,20,0,31,5,283
"ENSMUSG00000004267",12,42,411,41,36,76,31,311
"ENSMUSG00000004268",560,1535,11167,1596,3114,1624,1163,7184
"ENSMUSG00000004270",113,261,2499,178,589,294,63,1382
"ENSMUSG00000004285",560,1648,10872,1754,4613,2038,1350,7292
"ENSMUSG00000004296",0,0,0,0,0,0,0,0
"ENSMUSG00000004317",56,67,685,35,79,77,45,306
"ENSMUSG00000004319",179,336,3383,367,665,299,188,2045
"ENSMUSG00000004328",5,48,217,26,109,13,1,131
"ENSMUSG00000004341",0,0,0,0,0,0,0,0
"ENSMUSG00000004344",0,0,0,0,0,0,0,0
"ENSMUSG00000004347",25,14,152,10,24,9,0,49
"ENSMUSG00000004356",253,274,2428,244,558,318,224,1938
"ENSMUSG00000004359",0,0,32,0,0,14,0,10
"ENSMUSG00000004360",196,288,3162,313,774,257,206,2038
"ENSMUSG00000004364",587,2661,19588,1714,3310,1275,727,6925
"ENSMUSG00000004366",21,0,13,0,5,0,0,5
"ENSMUSG00000004371",0,1,6,0,0,7,0,0
"ENSMUSG00000004383",118,322,2181,271,225,114,123,1119
"ENSMUSG00000004393",212,414,3714,482,820,462,319,2178
"ENSMUSG00000004394",570,871,7818,916,2220,1113,437,4812
"ENSMUSG00000004415",11,34,206,23,111,26,26,147
"ENSMUSG00000004446",27,0,111,18,14,14,15,106
"ENSMUSG00000004451",56,202,1399,181,223,103,22,1117
"ENSMUSG00000004455",179,606,4451,377,967,339,156,2277
"ENSMUSG00000004460",222,599,4179,486,1432,648,330,2861
"ENSMUSG00000004462",70,142,1101,134,304,98,73,854
"ENSMUSG00000004473",16,62,217,40,91,9,0,149
"ENSMUSG00000004500",10,38,387,81,63,57,25,278
"ENSMUSG00000004508",15,107,711,72,168,81,45,528
"ENSMUSG00000004530",165,280,2185,331,322,311,34,1610
"ENSMUSG00000004535",421,939,8218,932,1891,701,552,3691
"ENSMUSG00000004540",3,0,0,0,0,0,0,0
"ENSMUSG00000004542",0,0,15,0,0,0,0,0
"ENSMUSG00000004552",0,0,0,0,0,0,0,11
"ENSMUSG00000004558",15843,38551,251716,39642,77473,31725,25499,159805
"ENSMUSG00000004561",207,482,3200,391,822,354,219,2754
"ENSMUSG00000004562",238,441,3686,324,711,435,334,2065
"ENSMUSG00000004565",228,441,3253,388,1202,426,494,2709
"ENSMUSG00000004567",382,799,6340,737,1587,846,533,3767
"ENSMUSG00000004568",93,301,2530,280,350,273,53,1704
"ENSMUSG00000004591",124,262,2931,245,434,197,224,1783
"ENSMUSG00000004609",0,32,113,7,6,0,0,30
"ENSMUSG00000004610",924,1311,8732,1779,3838,2704,1487,9360
"ENSMUSG00000004612",0,0,29,0,0,3,1,14
"ENSMUSG00000004626",76,130,1332,180,247,144,105,1255
"ENSMUSG00000004630",0,0,0,0,0,0,0,0
"ENSMUSG00000004631",73,115,926,120,217,125,51,856
"ENSMUSG00000004633",10,21,128,13,0,67,0,294
"ENSMUSG00000004637",88,65,871,101,213,87,19,518
"ENSMUSG00000004642",68,34,790,53,79,48,38,474
"ENSMUSG00000004651",0,0,0,0,0,0,0,0
"ENSMUSG00000004654",0,0,0,0,0,0,0,0
"ENSMUSG00000004655",2114,4861,28218,5125,5009,4651,1633,23476
"ENSMUSG00000004661",26,82,863,113,223,75,82,551
"ENSMUSG00000004665",169,198,2155,219,332,282,108,1717
"ENSMUSG00000004667",337,768,6270,871,2092,1194,624,4244
"ENSMUSG00000004668",0,0,2,0,0,0,0,0
"ENSMUSG00000004677",356,516,4688,660,1376,830,427,3511
"ENSMUSG00000004698",43,75,557,40,62,39,6,643
"ENSMUSG00000004707",0,0,14,5,0,0,0,9
"ENSMUSG00000004709",0,14,21,0,8,0,0,2
"ENSMUSG00000004730",16,7,98,13,0,11,0,57
"ENSMUSG00000004748",341,836,6406,812,1731,835,413,3159
"ENSMUSG00000004768",76,92,1011,100,199,118,121,672
"ENSMUSG00000004771",206,470,3890,330,586,406,338,2259
"ENSMUSG00000004788",277,659,5206,686,1493,984,292,3418
"ENSMUSG00000004789",1178,3315,27112,3331,5903,3102,1281,12263
"ENSMUSG00000004791",23,52,651,90,120,83,0,458
"ENSMUSG00000004798",417,1090,8563,864,1517,797,588,4342
"ENSMUSG00000004814",24,68,459,45,97,75,12,513
"ENSMUSG00000004815",374,419,4588,474,899,398,317,2329
"ENSMUSG00000004821",0,0,0,0,0,0,0,0
"ENSMUSG00000004837",43,122,942,157,193,205,67,1118
"ENSMUSG00000004842",0,0,0,0,0,0,0,0
"ENSMUSG00000004843",39,126,1410,180,330,55,84,498
"ENSMUSG00000004846",274,415,2937,434,1094,565,183,2140
"ENSMUSG00000004849",131,276,2636,301,567,428,254,1749
"ENSMUSG00000004864",0,0,53,3,5,0,0,10
"ENSMUSG00000004865",239,739,5015,703,1037,619,374,3912
"ENSMUSG00000004872",18,42,215,4,0,0,61,159
"ENSMUSG00000004880",200,355,3179,326,715,339,334,1811
"ENSMUSG00000004885",20,10,20,0,0,0,0,20
"ENSMUSG00000004891",363,1374,6847,1168,938,1364,234,3969
"ENSMUSG00000004892",0,0,51,0,0,0,0,2
"ENSMUSG00000004894",14,0,81,0,20,0,0,47
"ENSMUSG00000004895",234,568,5144,677,1312,805,364,3145
"ENSMUSG00000004896",488,437,4266,573,1535,717,566,3938
"ENSMUSG00000004897",1592,5017,34972,4383,10414,4462,2787,18647
"ENSMUSG00000004902",1,3,45,8,7,30,15,65
"ENSMUSG00000004929",239,672,3176,606,1739,644,362,2379
"ENSMUSG00000004931",360,1422,7880,1466,3156,1578,732,5453
"ENSMUSG00000004933",12,45,176,50,37,11,0,93
"ENSMUSG00000004934",185,362,1998,269,854,397,346,1751
"ENSMUSG00000004936",118,584,4630,489,761,371,139,1871
"ENSMUSG00000004937",1143,2600,17031,2559,6434,3379,1913,11585
"ENSMUSG00000004939",2294,8115,34287,3048,11172,12001,175,33237
"ENSMUSG00000004945",670,2054,12195,1900,4690,2220,1266,8347
"ENSMUSG00000004947",73,161,1077,171,422,143,150,748
"ENSMUSG00000004948",0,0,0,0,0,0,0,0
"ENSMUSG00000004951",514,2237,43960,4679,5154,5110,1679,16316
"ENSMUSG00000004952",1047,1606,14069,1520,3461,1826,1219,11841
"ENSMUSG00000004961",0,0,8,0,0,0,0,3
"ENSMUSG00000004980",1639,4909,40238,3768,7016,3712,1376,20599
"ENSMUSG00000004988",0,0,0,0,0,0,0,0
"ENSMUSG00000004994",83,131,1509,107,330,283,97,970
"ENSMUSG00000004996",302,560,3384,567,1183,734,435,2835
"ENSMUSG00000005034",119,430,3790,308,688,249,103,1411
"ENSMUSG00000005043",21,93,767,62,129,109,80,618
"ENSMUSG00000005045",6,0,117,0,0,0,14,38
"ENSMUSG00000005054",67,196,1522,203,220,216,115,1029
"ENSMUSG00000005057",35,57,617,102,132,71,120,168
"ENSMUSG00000005069",241,404,4152,427,897,441,323,2257
"ENSMUSG00000005078",130,139,1671,173,259,229,222,1194
"ENSMUSG00000005087",15,63,472,79,32,61,15,465
"ENSMUSG00000005089",21,9,156,7,31,1,1,1
"ENSMUSG00000005102",159,252,2496,286,353,227,101,1316
"ENSMUSG00000005103",257,629,4506,519,651,820,157,2659
"ENSMUSG00000005107",1,2,67,6,25,9,0,115
"ENSMUSG00000005124",0,5,44,0,0,0,36,23
"ENSMUSG00000005125",316,473,4501,469,619,642,358,5150
"ENSMUSG00000005131",0,10,44,12,11,0,0,40
"ENSMUSG00000005142",212,354,3100,240,475,334,180,2244
"ENSMUSG00000005148",44,43,792,103,223,133,292,873
"ENSMUSG00000005150",306,613,4472,579,1115,662,408,2820
"ENSMUSG00000005161",1069,2641,18687,2317,4853,2682,1831,10117
"ENSMUSG00000005198",381,967,5785,661,1725,637,208,4499
"ENSMUSG00000005202",0,3,18,0,0,13,21,27
"ENSMUSG00000005204",516,844,6038,716,1333,761,749,3902
"ENSMUSG00000005220",0,0,25,0,0,5,0,4
"ENSMUSG00000005225",10,86,873,84,154,71,26,377
"ENSMUSG00000005232",0,0,0,0,0,0,0,0
"ENSMUSG00000005233",0,0,48,0,0,0,0,12
"ENSMUSG00000005237",0,2,93,0,0,0,0,59
"ENSMUSG00000005251",0,0,4,0,0,0,0,6
"ENSMUSG00000005262",576,860,7028,740,1426,1062,370,4913
"ENSMUSG00000005267",3,29,292,7,0,34,1,232
"ENSMUSG00000005268",0,0,16,0,0,0,0,1
"ENSMUSG00000005299",445,1233,9586,1230,3007,1643,741,5711
"ENSMUSG00000005312",258,633,5898,766,1430,667,531,2841
"ENSMUSG00000005320",61,133,1290,158,251,147,183,645
"ENSMUSG00000005338",54,112,1011,100,256,191,8,970
"ENSMUSG00000005339",0,0,0,0,0,0,0,8
"ENSMUSG00000005354",1349,3775,26341,3707,8266,4421,2110,14201
"ENSMUSG00000005355",0,0,0,0,0,0,0,0
"ENSMUSG00000005357",4,0,15,0,0,0,0,7
"ENSMUSG00000005360",55,28,632,7,63,48,43,308
"ENSMUSG00000005362",45,138,1460,99,242,107,35,690
"ENSMUSG00000005364",0,0,0,0,0,0,0,0
"ENSMUSG00000005370",53,85,984,53,166,80,42,720
"ENSMUSG00000005371",271,424,4036,265,578,428,98,2487
"ENSMUSG00000005373",2021,3320,30970,3593,7984,5117,2422,20469
"ENSMUSG00000005374",128,175,1512,242,205,175,104,955
"ENSMUSG00000005378",139,452,2934,425,1007,636,255,2246
"ENSMUSG00000005397",139,500,5375,317,364,544,169,2234
"ENSMUSG00000005410",4,12,152,34,23,38,0,86
"ENSMUSG00000005413",44,166,1520,107,353,110,31,434
"ENSMUSG00000005417",1477,2542,19820,2637,4189,3212,1504,14451
"ENSMUSG00000005442",412,846,5518,910,1718,921,506,4222
"ENSMUSG00000005447",6,8,146,20,0,15,0,49
"ENSMUSG00000005465",3,53,120,6,33,17,0,64
"ENSMUSG00000005469",571,1626,11126,1852,4122,2206,1463,7620
"ENSMUSG00000005470",0,14,50,0,36,5,0,34
"ENSMUSG00000005474",102,71,862,86,153,64,1,637
"ENSMUSG00000005481",127,352,2604,346,628,395,114,1766
"ENSMUSG00000005483",97,135,870,106,287,141,58,868
"ENSMUSG00000005493",17,0,15,0,0,0,0,11
"ENSMUSG00000005501",440,561,5887,573,1379,583,360,3863
"ENSMUSG00000005503",0,0,0,0,0,0,0,0
"ENSMUSG00000005505",129,220,1610,224,386,212,119,885
"ENSMUSG00000005506",343,629,7214,597,1450,683,294,3268
"ENSMUSG00000005510",1379,3884,30653,3518,6925,4008,1633,15424
"ENSMUSG00000005514",299,336,3529,451,938,312,149,1727
"ENSMUSG00000005533",134,246,2222,157,624,213,157,1144
"ENSMUSG00000005534",623,1023,8874,719,1212,987,470,5419
"ENSMUSG00000005540",0,0,26,0,0,0,0,22
"ENSMUSG00000005547",0,0,0,0,0,0,0,0
"ENSMUSG00000005553",0,0,0,0,0,0,0,0
"ENSMUSG00000005566",533,1039,7406,1041,1960,1066,644,4939
"ENSMUSG00000005575",714,2121,11637,2324,4516,2086,1212,6961
"ENSMUSG00000005580",80,101,894,64,228,185,113,862
"ENSMUSG00000005583",2120,4234,32341,3725,6909,3924,2892,18796
"ENSMUSG00000005609",273,337,2621,410,899,342,299,2047
"ENSMUSG00000005610",2152,4509,42833,3965,7128,3860,2341,20735
"ENSMUSG00000005611",122,195,1665,195,182,200,109,1259
"ENSMUSG00000005615",523,1531,9546,1352,2331,1137,991,5459
"ENSMUSG00000005621",209,365,3141,355,761,395,245,2103
"ENSMUSG00000005625",2009,4119,29286,4586,9360,5088,3723,23680
"ENSMUSG00000005628",6775,14679,98842,12076,28020,16548,9539,67738
"ENSMUSG00000005640",15,12,203,9,0,20,0,90
"ENSMUSG00000005649",0,0,0,0,0,0,0,0
"ENSMUSG00000005656",272,566,4764,462,683,548,194,3312
"ENSMUSG00000005667",64,80,459,76,221,48,0,294
"ENSMUSG00000005672",7,24,301,45,29,33,0,103
"ENSMUSG00000005674",491,1182,8959,1197,2230,1047,570,4732
