"","Mmus_C57-6J_ADR_FLT_Rep1_M23","Mmus_C57-6J_ADR_FLT_Rep2_M24","Mmus_C57-6J_ADR_FLT_Rep3_M25","Mmus_C57-6J_ADR_FLT_Rep4_M26","Mmus_C57-6J_ADR_FLT_Rep5_M27","Mmus_C57-6J_ADR_FLT_Rep6_M28","Mmus_C57-6J_ADR_GC_Rep1_M33","Mmus_C57-6J_ADR_GC_Rep2_M34","Mmus_C57-6J_ADR_GC_Rep3_M35","Mmus_C57-6J_ADR_GC_Rep4_M36","Mmus_C57-6J_ADR_GC_Rep5_M37"
"ENSMUSG00000001642",11263.55,15097.11,12970.56,14592.27,11491.77,12576.56,12286.52,10407.48,11919.46,10957.41,10545.42
"ENSMUSG00000001655",0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000001656",0,0,0,0,2,1,0,1,2,0,0
"ENSMUSG00000001657",651,706,621,934,893,566,841,557,701,969,807
"ENSMUSG00000001661",767,1007,669,1193,1122,840,962,821,767,1217,1028
"ENSMUSG00000001663",445,918,685,569,572,486,844,426,996,707,580
"ENSMUSG00000001665",525,817,563,556.08,507,535.19,594,368,856,538,467
"ENSMUSG00000001666",1570,1835,1627,1579.84,1562,1403.84,1572,1486,1890,1442,1378
"ENSMUSG00000001670",0,3,2,13,3,10,61,7,2248,9,1
"ENSMUSG00000001672",0,0,0,0,1,0,1,0,0,0,0
"ENSMUSG00000001674",1813.73,2268.44,2031.67,2587.31,2285.17,2061.67,2164.22,1918.96,1949.59,2137.41,1809.38
"ENSMUSG00000001687",5913,6092,6277,6688,6465,5610,6015,6203,5909,6528,5972
"ENSMUSG00000001700",234,310,296,469,360,342,264,260,279,358,276
"ENSMUSG00000001707",850,1037,1157,1133,1014,973,944,941,1027,859,789
"ENSMUSG00000001729",16316,17372,17500,22117,17253,17386,14345,15409,15652,19244,17524
"ENSMUSG00000001739",330,449,421,578,399,422,424,520,414,519,397
"ENSMUSG00000001741",215,371,262,372,379,332,385,481,262,479,302
"ENSMUSG00000001750",1835,1805,1811,2712,1950,1652,1185,1855,1544,1823,1874
"ENSMUSG00000001751",2800,2908,2848,3995,3243,3091,2322,2556,2688,3251,3109
"ENSMUSG00000001755",3143,2884,2907,4159,3762,3151,2462,2828,2965,3454,3572
"ENSMUSG00000001761",4449,4789,3761,5440,4355,4277,3847,3339,3296,4651,3801
"ENSMUSG00000001763",60,152,144,122,143,122,128,228,98,124,96
"ENSMUSG00000001767",1192,1684,1442,2004,1490,1501,1413,1229,1279,1689,1460
"ENSMUSG00000001768",1423,1717,1420,1903,1600,1410,1665,1500,1479,1947,1352
"ENSMUSG00000001773",45,152,127,240,149,68,180,70,110,88,97
"ENSMUSG00000001774",2605,3142,3187,2888,2836,2585,4454,3619,4191,2559,2432
"ENSMUSG00000001783",4075,5087,4588,5820,4935,4663,4563,4336,4140,5303,4451
"ENSMUSG00000001785",1006,1323,1259,1539,1244,1199,1203,1093,1108,1286,1065
"ENSMUSG00000001786",777,955,867,1208,996,887,810,831,761,1109,1003
"ENSMUSG00000001794",17089,19993,18427,21006,18471,16742,16178,15077,17209,18644,16916
"ENSMUSG00000001802",1208,1708,1457,1717,1599,1395,1417,1393,1288,1678,1408
"ENSMUSG00000001804",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001815",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001819",0,0,2,0,0,0,0,0,0,0,0
"ENSMUSG00000001823",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000001827",23,13,20,32,12,31,18,7,27,23,22
"ENSMUSG00000001829",3458,4184,3908,4563,4133,3412,3355,3440,3442,4074,3739
"ENSMUSG00000001833",4193,6066,5578,6274,5643,4639,5239,4386,4667,5408,4321
"ENSMUSG00000001844",960,1084,1036,1204,1025,976,1012,970,1021,1250,1103
"ENSMUSG00000001847",12244,15026,14018,16510,14255,13271,12941,12343,13021,15060,12705
"ENSMUSG00000001855",3369,4155,3826,5980,4823,4570,3630,3321,3158,4819,4199
"ENSMUSG00000001864",1310,1465,1240,963,1175,1125,1134,1744,1131,1579,1224
"ENSMUSG00000001865",69,144,34,63,91,85,112,49,73,42,37
"ENSMUSG00000001870",825,1126,1031,1567,1198,1016,1087,739,889,1565,753
"ENSMUSG00000001891",2263,2829,2717,2982,3162,2415,2653,2267,3089,2775,2307
"ENSMUSG00000001901",8,19,21,6,22,10,7,12,17,10,19
"ENSMUSG00000001909",1533,1799,1587,1892,1521,1406,1400,1511,1466,1741,1571
"ENSMUSG00000001910",6235.64,8142.68,7003.8,9246.81,7175.77,7145.67,6398.8,5907.78,6182.47,7378.55,6525.76
"ENSMUSG00000001911",4997,6260,5788,6802,5434,4950,6299,4688,5045,6064,4784
"ENSMUSG00000001918",365,847,838,1207,2104,564,3162,975,1180,658,765
"ENSMUSG00000001924",25607,29594,26680,36787,31009,30378,25786,25852,27503,30128,27926
"ENSMUSG00000001930",139,523,429,528,569,308,647,694,435,429,338
"ENSMUSG00000001942",1860,2515,2100,2527,2367,1856,1982,1677,1886,2184,1975
"ENSMUSG00000001943",21,17,10,7,16,12,17,25,3,28,9
"ENSMUSG00000001946",1258,1626,1477,1900,1490,1381,1427,1337,1304,1816,1247
"ENSMUSG00000001948",49,82,90,75,69,78,62,51,59,68,60
"ENSMUSG00000001962",1086,1301,1097,1708,1351,1383,1198,1222,1208,1458,1323
"ENSMUSG00000001964",5133.71,7209.04,5915.47,2365.62,3270.47,2917.81,4942.68,3460.63,4815.24,2297.91,2392.6
"ENSMUSG00000001983",511,525,453,795,751,609,441,560,500,684,642
"ENSMUSG00000001985",56,147,155,201,185,133,93,198,124,153,109
"ENSMUSG00000001986",2530,3225,3383,2982,2485,2542,2579,2421,2251,2985,2137
"ENSMUSG00000001988",1,0,0,3,0,1,0,0,0,3,0
"ENSMUSG00000001995",13674,17539,15465,10400,8636,9116,12153,9881,11880,11129,9829
"ENSMUSG00000001998",737,705,683,900,701,698,553,575,504,808,740
"ENSMUSG00000001999",459,555,523,708,610,467,519,514,486,598,529
"ENSMUSG00000002006",285,642,552,601,525,513,469,400,304,456,356
"ENSMUSG00000002007",3,4,14,12,10,8,3,2,5,8,9
"ENSMUSG00000002010",6797,7790,7238,7334,7734,6342,6723,5991,6646,6975,6122
"ENSMUSG00000002012",109,368,320,256,259,307,263,224,235,350,214
"ENSMUSG00000002014",1540,1951,1834,2567,1908,2101,1782,1887,1941,1937,2034
"ENSMUSG00000002015",5066,6119,5260,6280,5491,5021,5104,4843,5169,5306,4770
"ENSMUSG00000002017",1022,1324,1255,1667,1369,1257,1250,1155,1184,1195,1061
"ENSMUSG00000002020",312,422,367,304,375,360,460,344,638,498,364
"ENSMUSG00000002028",6974,9719,8732,10137,8200,7891,8065,8118,6863,9020,7481
"ENSMUSG00000002031",1028,1222,1038,1669,1341,1291,996,997,1016,1405,1409
"ENSMUSG00000002032",367,327,353,311,291,234,264,252,306,335,299
"ENSMUSG00000002033",22,8,14,15,21,28,15,106,26,29,15
"ENSMUSG00000002043",1463,1428,1314,1176,1271,1022,1219,1233,1296,1376,1292
"ENSMUSG00000002052",11580,15021,13720,13992,12156,11705,11973,10998,12345,11142,10003
"ENSMUSG00000002055",275,372,250,321,263,175,214,233,167,225,198
"ENSMUSG00000002057",8,5,1,24,33,12,1,4,1,5,3
"ENSMUSG00000002058",1012,1170,783,1333,1134,1055,1057,924,968,1417,1360
"ENSMUSG00000002059",1948,2507,2239,2607,2262,2118,2056,1716,1958,2520,2174
"ENSMUSG00000002064",2697,3213,2814,3818,3014,3122,2372,2864,2945,2992,2891
"ENSMUSG00000002068",137,371,340,158,192,138,207,267,199,130,125
"ENSMUSG00000002076",2,1,1,5,6,2,1,12,6,3,3
"ENSMUSG00000002083",98,112,104,174,107,115,108,90,88,113,76
"ENSMUSG00000002100",3,6,2,1,9,2,2,13,5,7,4
"ENSMUSG00000002102",4296,5212,4961,6606,5176,5065,4686,4977,5073,5292,4906
"ENSMUSG00000002103",4316,5238,4704,5927,4796,4597,4301,4274,3990,5198,4481
"ENSMUSG00000002104",66,121,106,55,66,66,87,53,53,101,65
"ENSMUSG00000002105",917,1153,913,1463,1117,1097,878,934,878,1164,965
"ENSMUSG00000002107",720,1121,1064,1393,1257,778,1527,1154,814,1071,773
"ENSMUSG00000002108",233,287,308,447,392,308,406,432,436,348,322
"ENSMUSG00000002109",184,215,192,195,173,148,165,194,158,226,186
"ENSMUSG00000002111",258,332,340,579,342,282,302,566,162,436,261
"ENSMUSG00000002129",2132,2924,2642,4347,3467,3391,2819,2626,2451,3601,2770
"ENSMUSG00000002147",5689,6233,6076,8457,7006,6620,5153,5687,5371,7205,6275
"ENSMUSG00000002190",6,6,4,4,7,3,1,3,0,7,5
"ENSMUSG00000002204",85,143,79,220,123,110,87,323,89,109,86
"ENSMUSG00000002205",1270,1471,1276,2097,1689,1680,1260,1379,1310,1715,1635
"ENSMUSG00000002210",443,537,468,817,541,561,434,473,388,675,559
"ENSMUSG00000002221",1233,1479,1350,1661,1247,1258,1100,1129,988,1431,1091
"ENSMUSG00000002222",8455,10396,9327,10953,9759,9023,9052,7958,8528,10449,8517
"ENSMUSG00000002227",1157,1398,1216,1899,1480,1412,1170.99,1229,932,1360,1292
"ENSMUSG00000002228",49,64,52,70,55,53,54,73,41,54,45
"ENSMUSG00000002233",1463,2101,1921,2442,1941,1837,1639,1922,1832,2027,1813
"ENSMUSG00000002240",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000002249",305,379,337,590,461,387,431,230,279,525,357
"ENSMUSG00000002250",5272,6036,5339,4437,4243,4467,4360,4107,5091,2394,2777
"ENSMUSG00000002257",64,105,79,145,69,86,93,127,58,71,56
"ENSMUSG00000002265",2929,8307,6458,8157,6863,5761,5667,4927,4371,6007,4961
"ENSMUSG00000002266",69,134,95,175,122,105,143,47,105,199,168
"ENSMUSG00000002274",419.85,653,559.19,592,534,480,440,388.87,426,538,577.46
"ENSMUSG00000002279",1208,1426,1333,1689,1354,1298,1229,1323,1242,1403,1325
"ENSMUSG00000002280",668,715,672,1284,1025,1052,649,735,635,975,946
"ENSMUSG00000002289",527,858,676,660,855,388,1953,869,1270,1172,705
"ENSMUSG00000002297",136,193,149,148,104,100,82,149,69,102,100
"ENSMUSG00000002307",1137,1552,1324,2004,1446,1378,1153,1302,1050,1446,1182
"ENSMUSG00000002308",630,748,687,1017,760,866,641,561,694,682,693
"ENSMUSG00000002319",4628.26,5637.06,5295.56,8102.45,5301.32,5880.12,4659.56,4396.22,4318.08,5109.61,4372.95
"ENSMUSG00000002320",3525,4073.1,3712.27,4643.5,3894.01,3881.05,3339,3424.88,3541.57,4398.37,3760.45
"ENSMUSG00000002324",879,1457,878,1617.94,887,966,774,406,464,775,646
"ENSMUSG00000002325",1456,1786,1625.05,3169.99,2131,1924,1623,1740,1239,2106.14,1417.43
"ENSMUSG00000002326",741,875,709,1025,886,823,714,641,624,880,678
"ENSMUSG00000002329",1386,1295,1245,2121,1620,1687,977,1361,1095,1885,1615
"ENSMUSG00000002332",1612,1997,1810,2114,1614,1661,1550,1395,1594,1771,1458
"ENSMUSG00000002341",11,36,50,75,96,32,46,24,27,19,18
"ENSMUSG00000002342",1847,1939,1916,2152,1967,1798,1663,1816,1682,2161,1926
"ENSMUSG00000002343",219,232,253,411,374,315,242,256,256,332,304
"ENSMUSG00000002345",618,796,627,925,742,695,689,684,637,811,636
"ENSMUSG00000002346",1015,1080,1136,1103,1171,1014,771,986,1073,1103,1128
"ENSMUSG00000002365",2497,3076,2735,3660,3094,2781,2738,2465,2668,3246,2752
"ENSMUSG00000002372",2335,3203,2724,4196,3117,3159,2749,2767,2519,3125,2698
"ENSMUSG00000002379",1752,2210,2014,2723,2290,2204,2011,1912,2063,2136,2100
"ENSMUSG00000002384",0,0,2,0,5,0,0,0,0,0,1
"ENSMUSG00000002393",2240,2436,2196,2998,2551,2396,1994,2153,2074,2633,2172
"ENSMUSG00000002395",2049,2441,2241,2447,2063,2212,2154,2068,2195,2567,2370
"ENSMUSG00000002396",384,405,364,526,486,441,334,381,329,541,422
"ENSMUSG00000002409",1039,1234,923,2228,1591,1513,936,966,842,1735,1420
"ENSMUSG00000002413",6230,8278,7901,6201,5820,5252,6121,5548,5755,5849,5072
"ENSMUSG00000002416",1774,2158,1899,2473,2079,2006,1857,1833,1855,1854,1741.95
"ENSMUSG00000002428",1611,2127,1755,2289,1858,1834,1611,1527,1404,2056,1746
"ENSMUSG00000002455",3698,4766,4087,5250,4704,4276,4151,4001,3911,4657,4150
"ENSMUSG00000002458",357,468,421,746,583,533,423,452,345,581,470
"ENSMUSG00000002459",64,34,26,26,43,29,24,23,22,21,26
"ENSMUSG00000002475",4761,4294,4169,3242,4515,2982,3222,3717,4195,3533,3885
"ENSMUSG00000002477",1037,1384.71,1197.99,1516,1247,1102.99,1108,950,955,1254.99,1026
"ENSMUSG00000002486",154,191,170,215,179,179,136,169,140,208,180
"ENSMUSG00000002489",7031,7225,6526,10133,7562,7957,5462,5195,5803,5970,6736
"ENSMUSG00000002496",5549,6658,5842,7260,6380,5922,5532,5532,5716,6406,5908
"ENSMUSG00000002500",17,25,18,45,23,21,16,45,26,30,15
"ENSMUSG00000002504",2071,2908,2571,2913,2620,2664,2566,2437,2798,2585,2178
"ENSMUSG00000002524",4728,6012,5253,7491,5835,5725,5024,4760,4965,6159,5346
"ENSMUSG00000002546",3877,5006,3882,6540,5064,4992,3892,3924,3645,4976,4624
"ENSMUSG00000002550",2124.23,2314.02,2167.41,3287.55,3606.62,2763.79,2759.98,2560.44,2526.9,3027.7,2994.52
"ENSMUSG00000002565",54,242,92,107,130,119,113,33,110,141,89
"ENSMUSG00000002578",348,469,429,318,375,387,335,245,256,331,248
"ENSMUSG00000002580",1272,1530,1357,1732,1493,1403,1158,1387,1322,1384,1280
"ENSMUSG00000002588",2,6,8,14,55,8,38,16,1659,4,8
"ENSMUSG00000002602",3473,4721,4784,6537,4511,4051,4899,4977,3595,5577,3717
"ENSMUSG00000002603",1838,2299,2328,2556,2155,2114,1816,2296,1801,2540,1911
"ENSMUSG00000002608",1850,2299,1951,2944,2432,2223,1851,1996,1758,2196,1934
"ENSMUSG00000002617",156,216,207,395,326,194,174,191,146,330,242
"ENSMUSG00000002625",1646,1691,1389,1764,1304,1379,1264,1563,1020,1347,1509
"ENSMUSG00000002633",648,1519,1278,1911,1830,1158,1372,496,1144,1250,1308
"ENSMUSG00000002635",264,377,296,608,414,416,335,303,274,452,406
"ENSMUSG00000002658",1324,1679,1516,2364,1766,1717,1507,1433,1579,1645,1435
"ENSMUSG00000002660",1800,2189,2044,2742,2130,2133,1871,1820,1830,2269,1978
"ENSMUSG00000002661",1008,921,816,1525,1080,1181,720,835,874,1121,1218
"ENSMUSG00000002664",7,4,5,8,8,5,5,6,10,10,5
"ENSMUSG00000002668",41,62,55,83,52,42,53,94,26,61,32
"ENSMUSG00000002679",256,380,339,502,379,385,316,298,290,446,335
"ENSMUSG00000002688",990,1232,929,1052,1194,1070,1003,657,883,1034,930
"ENSMUSG00000002699",192,254,288,360,230,204,238,509,167,371,193
"ENSMUSG00000002718",4112,5164,4700,5355,4867,4743,4693,4183,4385,4708,4266
"ENSMUSG00000002728",605.6,856.33,808.61,1160.94,905.36,794.13,741.84,649.68,623.27,1027.53,670.96
"ENSMUSG00000002731",896,983,946,1136,917,904,816,807,859,1071,971
"ENSMUSG00000002732",486,630,557,607,546,407,592,418,497,618,484
"ENSMUSG00000002733",2584,3218,2938,3543,2887,2807,2681,2772,2914,3114,2641
"ENSMUSG00000002741",3180,3644,3566,4262,3638,3478,3393,3561,3455,4007,3603
"ENSMUSG00000002748",6615,9852,8876,12995,10234,10198,9522,8617,7860,10328,9108
"ENSMUSG00000002763",3882,4531,4000,5043,4481,4133,3755,3889,3978,4411,3733
"ENSMUSG00000002767",1546,1778,1638,2370,1879,1778,1572,1562,1496,2025,1859
"ENSMUSG00000002768",1336,1637,1482,2077,1597,1535,1453,1407,1462,1694,1423
"ENSMUSG00000002769",6,9,19,19,8,13,54,18,1909,14,9
"ENSMUSG00000002771",74,102,97,125,102,102,90,93,70,83,103
"ENSMUSG00000002778",3792,4229,4032,5234,4428,4253,3959,3691,4009,4623,4095
"ENSMUSG00000002781",1462,1490,1513,1411,1585,1151,1446,1309,1282,1343,1234
"ENSMUSG00000002791",5,10,6,6,11,4,4,12,3,6,11
"ENSMUSG00000002797",89,95,96,129,109,94,74,120,88,123,91
"ENSMUSG00000002799",195,433,363,472,338,314,331,254,344,350,255
"ENSMUSG00000002803",579,640,606,787,792,734,511,491,477,849,677
"ENSMUSG00000002804",429,622,454,472,561,483,443,455,510,614,565
"ENSMUSG00000002808",1237,1962,1426,1573,1485,1252,1372,996,1341,1815,1309
"ENSMUSG00000002812",7496,9252,7656,11676,9440,8843,7637,7545,7413,9396,8492
"ENSMUSG00000002814",307,403,385,1042,747,713,354,390,325,798,717
"ENSMUSG00000002820",792,1048,935,1247,980,1011,893,965,806,940,967
"ENSMUSG00000002825",170,240,219,345,225,203,175,207,179,258,219
"ENSMUSG00000002831",660,967,1146,2043,2111,677,5990,846,1770,982,957
"ENSMUSG00000002833",1932,2203,1877,2968,2291,2343,1690,1780,1607,2235,2153
"ENSMUSG00000002835",258,377,302,413,293,266,236,297,203,381,274
"ENSMUSG00000002844",2367,3061,2668,3640,2915,2850,2549,2389,2649,3329,2649
"ENSMUSG00000002845",1086,1289,1152,1701,1352,1267,946,1080,840,1419,1349
"ENSMUSG00000002846",1012,1195,963,1325,1134,979,857,987,922,1047,1032
"ENSMUSG00000002847",908,919,845,1578,1214,1168,1097,1683,1486,2032,1309
"ENSMUSG00000002870",1743,2902,2427,2652,2204,1943,2374,1458,1857,2044,1633
"ENSMUSG00000002871",2288,2638,2126,3876,3233,3079,2024,2221,2110,3563,2929
"ENSMUSG00000002881",4598,6064,5749,6742,5965,5558,5023,4650,5304,5542,5158
"ENSMUSG00000002885",2050,2477,2352,2709,2252,2271,2318,2638,2145,2901,2158
"ENSMUSG00000002897",638,668,736,1043,930,807,647,904,710,911,751
"ENSMUSG00000002900",11487,15078,13575,18382,17773,15287,13536,10534,11964,15461,14524
"ENSMUSG00000002908",143,139,161,184,153,97,96,114,108,180,127
"ENSMUSG00000002910",172,218,163,249,211,199,143,265,136,283,217
"ENSMUSG00000002930",61,157,155,195,125,102,136,179,125,136,124
"ENSMUSG00000002944",13944,12243,13249,13220,19385,11396,16996,16248,18746,20688,17603
"ENSMUSG00000002948",2696.69,3564.29,3028.08,4471.59,3690.17,3330,2896,2783,2760.23,3787.31,3143.98
"ENSMUSG00000002949",1587,1976,1823,2292,2117,1832,1665,1609,1584,2019,1780
"ENSMUSG00000002957",3709,5503,5029,6417,5771,5181,4979,4919,4548,5282,4359.8
"ENSMUSG00000002963",1285,1438,1328,1865,1471,1492,1223,1272,1160,1683,1533
"ENSMUSG00000002968",3379,3916,3521.3,4858.68,4050,3939.33,3005,3126,3165,4184.33,3663
"ENSMUSG00000002980",1797,3756,2628,3330,3051,2447,3144,1665,2669,2800,2448
"ENSMUSG00000002981",9830,11151,10526,13892,11235,11065,9293,9388,10069,11478,10355
"ENSMUSG00000002983",1207,1640,1449,1875,1338,1586,1285,1254,1074,1542,1222
"ENSMUSG00000002984",3223,3738,3466,4435,3701,3394,3097,3094,3180,3418,3301
"ENSMUSG00000002985",19255,24629,29997,34669,25170,21943,23973,18801,37909,34936,17203
"ENSMUSG00000002992",42.95,69.9,56.37,81.11,84.75,51.74,6.13,58.02,197.75,79.06,31.66
"ENSMUSG00000002996",2945,3054,2532,4422,3766,3564,2872,3062,2769,5881,4615
"ENSMUSG00000002997",8170,8805,9395,19992,16071,15726,8475,8292,9684,9824,10257
"ENSMUSG00000003031",920,1364,1158,1680,1279,1232,1147,1011,924,1684,1140
"ENSMUSG00000003032",5763,5418,3517,2218,2790,2808,2204,1224,2017,1899,2850
"ENSMUSG00000003033",1283,1685,1474,2228,1596,1580,1258,1225,1136,1565,1264
"ENSMUSG00000003037",2255,2837,2410,3225,2631,2511,2178,2367,2199,2589,2285
"ENSMUSG00000003038",5656.77,6012.02,5145.65,5588.73,4291.93,4002.52,4688.49,3872.36,3273.09,6239.08,3815.15
"ENSMUSG00000003039",3125,3484,3084,3818,3098,3133,2769,2831,2700,3733,3031
"ENSMUSG00000003051",1,10,6,14,11,11,14,6,6,4,6
"ENSMUSG00000003053",0,1,2,1,1,6,14,3,1783,3,1
"ENSMUSG00000003062",615,725,657,854,719,744,606,675,580,895,740
"ENSMUSG00000003068",4509,5560,4855,5644,4556,4682,4022,4364,4112,4548,3844
"ENSMUSG00000003070",86,71,105,134,97,109,88,60,72,178,122
"ENSMUSG00000003072",10101,12889,11974,11713,9818,10108,9532,8730,11052,7834,8133
"ENSMUSG00000003099",2178,2946,2633,3186,2917,2644,2202,2241,2168,2689,2326
"ENSMUSG00000003119",4978,5988,5800,5190,4497,4187,4941,4339,4329.99,4424,3986
"ENSMUSG00000003123",4526,5284,5646,7945,9277,5920,9338,5773,6536,6700,6520
"ENSMUSG00000003131",6189,8622,8123,8779,8442,7702,7423,6534,6913,8396,6966
"ENSMUSG00000003134",533,537,507,563,399,401,416,493,434,580,346
"ENSMUSG00000003135",997,1212,1092,1650,1420,1233,1087,995,926,1558,1213
"ENSMUSG00000003153",403,1150,890,1051,924,697,654,846,583,727,592
"ENSMUSG00000003154",1593,2148,1855,2613,2126,2016,1904,1692,1475,2294,1787
"ENSMUSG00000003161",1748,2187,1989,2433,1965,1869,1842,1591,1608,2349,1674
"ENSMUSG00000003166",4524.93,5719.39,5050.78,6926.24,5548.69,5490.05,4925.78,4724.4,4558.65,5811.68,4944.47
"ENSMUSG00000003184",1354,1582,1379,2171,1746,1714,1168,1386,1288,1826,1616
"ENSMUSG00000003190",223,254,237,323,261,238,179,194,170,264,267
"ENSMUSG00000003198",98.32,134.32,144,172.65,155.12,136.7,147.87,142.51,143.3,177.56,132.9
"ENSMUSG00000003199",2803,3163,3086,3329,2707,2737,2430,2633,2638,2990,2771
"ENSMUSG00000003200",1048,1402,1363,1734,1295,1277,1194,1112,1109,1387,1093
"ENSMUSG00000003206",11,18,43,39,33,27,33,34,12,28,19
"ENSMUSG00000003208",184,257,252,422,334,303,278,243,224,311,250
"ENSMUSG00000003226",17522,22986,22141,19072,17885,15906,19798,17508,19732,17509,15562
"ENSMUSG00000003227",3,3,7,17,8,12,13,5,6,7,4
"ENSMUSG00000003228",2410.69,2579,2671.83,3704,3437.86,3312,2473.84,2740,2730,3275,3369
"ENSMUSG00000003233",2321,2976,2594,2837,2564,2295,2616,2302,2343,2413,2157
"ENSMUSG00000003234",3050,3654,3172,3679,3279,3020,2762,3097,2915,2725,2749
"ENSMUSG00000003235",2375,3085,2883,3512,2858,2913,2624,2353,2584,2967,2598
"ENSMUSG00000003269",2371,3018,2735,2872,2277,2277,2322,2100,2326,2299,2323
"ENSMUSG00000003271",48,100,54,73,64,53,39,62,52,117,61
"ENSMUSG00000003273",106,269,250,197,194,195,169,180,110,210,132
"ENSMUSG00000003279",7339,7574,6731,5156,5357,4830,5392,4735,5068,4807,4868
"ENSMUSG00000003282",163,210,211,469,392,336,248,157,165,524,371
"ENSMUSG00000003283",262,371,338,553,373,320,266,348,191,435,245
"ENSMUSG00000003299",3046,3248,3022,4406,3539,3427,2623,2942,2944,3254,3206
"ENSMUSG00000003308",2201,2744,2312,4074,3548,3106,2402,2593,2337,3411,3030
"ENSMUSG00000003309",0,3,0,1,0,0,2,5,0,1,0
"ENSMUSG00000003316",20661,26242,21744,26648,23970,23233,22568,19002,21252,26959,22442
"ENSMUSG00000003341",38,27,19,61,98,62,45,77,77,77,97
"ENSMUSG00000003344",2585,3099,2473,3775,3029,2974,2482,2329,2210,3651,2872
"ENSMUSG00000003345",4440,5555,4921,5581,4719,4718,4224,4294,3937,5033,4333
"ENSMUSG00000003346",2676,3006,2872,3908,3193,3395,2459,2878,2846,3034,2948
"ENSMUSG00000003348",799,1172,1103,1145,903,837,903,1055,764,965,816
"ENSMUSG00000003352",493,1099,871,1087,913,894,706,682,610,697,606
"ENSMUSG00000003354",4,26,10,22,27,5,12,16,5,12,4
"ENSMUSG00000003355",100,138,125,248,131,193,123,139,107,155,144
"ENSMUSG00000003360",3550,4353,3858,4868,4046,4080,3627,3691,3336,4234,3722
"ENSMUSG00000003363",4763,7205,5844,9337,7062,7114,4706,5749,5520,5964,5798
"ENSMUSG00000003378",904,1723,1293,1510,1220,1078,1186,887,815,1312,897
"ENSMUSG00000003379",17,28,18,28,25,21,43,31,19,75,36
"ENSMUSG00000003380",3565,4701,4235,5267,4322,4136,4079,4137,4366,4838,4098
"ENSMUSG00000003382",1812,2349,2386,2228,2006,1865,2203,2173,1913,2085,1839
"ENSMUSG00000003402",7015,8498,7409,10764,7962,7849,6726,6501,6939,7537,7048
"ENSMUSG00000003410",73,273,254,179,212,187,167,225,114.86,147,123
"ENSMUSG00000003411",492,1617,1483,1586,1479,1282,963,1142,854,1061,853
"ENSMUSG00000003418",33,182,140,105,111,87,123,73,88,91,75
"ENSMUSG00000003420",4449,4970,4949,5061,4518,4209,5235,4139,4838,6527,4460
"ENSMUSG00000003421",1155,1430,1226,2170,1771,1702,1287,1320,1181,1989,1734
"ENSMUSG00000003423",1087,1266,1149,1466,1205,1243,1034,1091,1138,1310,1160
"ENSMUSG00000003429",11679.78,14083.92,13580.91,17827.1,13247.41,14003.84,12353.72,11677.9,13180.98,14092.21,12351.68
"ENSMUSG00000003435",8926,10219,9532,14258,11656,11619,8772,10864,11496,9597,9704
"ENSMUSG00000003436",3,1,4,0,5,3,4,8,0,2,1
"ENSMUSG00000003437",2544,3347,2968,3595,3046,2916,2642,2411,2656,2855,2520
"ENSMUSG00000003438",1237,1474,1394,2102,1666,1566,1464,1285,1373,1395,1353
"ENSMUSG00000003444",896,1058,1105,1302,1044,1206,846,879,983,870,999
"ENSMUSG00000003452",594,888,812,741,723,531,734,478,567,618,533
"ENSMUSG00000003458",5834,7110,6544,7829,6823,6177,6307,5816,6450,7381,6526
"ENSMUSG00000003464",4160,4689,4438,5477,5038,4041,4309,4175,4591,5537,5496
"ENSMUSG00000003469",107,221,221,229,195,178,124,217,110,175,138
"ENSMUSG00000003476",0,4,3,7,4,3,2,2,3,0,0
"ENSMUSG00000003477",14,60,35,44,48,26,90,16,434,84,48
"ENSMUSG00000003484",288,295,249,701,345,283,316,353,182,504,200
"ENSMUSG00000003500",2353,2401,2300,2843,3062,2514,2089,2772,2702,2211,2934
"ENSMUSG00000003505",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000003518",7576,8846,8436,9189,9308,8605,7772,7545,8118,8952,8173
"ENSMUSG00000003526",901,859,778,855,819,617,723,738,993,806,937
"ENSMUSG00000003527",435,637,541,788,677,610,521,566,488,761,582
"ENSMUSG00000003528",4422,5660,5680,6547,7811,4816,8627,5102,5705,4986,5135
"ENSMUSG00000003531",1032,1230,1238,1452,1187,1202,1221,1160,1132,1393,1277
"ENSMUSG00000003534",2685,4347,3636,4566,3899,3666,3267,3096,2711,3540,3111
"ENSMUSG00000003541",4798,5822,3977,2138,3050,3229,2275,1045,2762,1392,2719
"ENSMUSG00000003545",15217,14542,11362,4219,7297,8292,7398,4205,8262,4449,8162
"ENSMUSG00000003546",2014,2225,1825,2528,2007,2104,1575,1897,1910,2519,2389
"ENSMUSG00000003549",400,557,442,622,533,520,506,450,444,585,513
"ENSMUSG00000003555",11,30,25,28,20,34,18,12,358,20,16
"ENSMUSG00000003559",2209,2713,2434,3134,2693,2525,2009,1800,2283,2415,2289
"ENSMUSG00000003573",742,801,781,988,820,775,734,820,823,1062,754
