"","RR3_HRT_FLT_F1","RR3_HRT_FLT_F2","RR3_HRT_FLT_F9","RR3_HRT_GC_G7","RR3_HRT_GC_G8"
"ENSMUSG00000003199",2202,1724,2772,1710,747
"ENSMUSG00000003200",662,501,883,450,248
"ENSMUSG00000003206",32,28,35,21,34
"ENSMUSG00000003208",315,194,442,202,155
"ENSMUSG00000003226",10390,11017,16733,9163,5789
"ENSMUSG00000003227",77,51,40,35,4
"ENSMUSG00000003228",5367,4829,6885,3930,2520
"ENSMUSG00000003233",1830,1955,2337,1416,692
"ENSMUSG00000003234",2714,2443,3859,2350,1325
"ENSMUSG00000003235",2628,2291,4264,2257,1142
"ENSMUSG00000003269",1451,1159,2170,1114,643
"ENSMUSG00000003271",0,0,1,0,10
"ENSMUSG00000003273",156,115,251,149,77
"ENSMUSG00000003279",50,57,39,74,23
"ENSMUSG00000003282",404,290,488,196,150
"ENSMUSG00000003283",45,58,110,142,31
"ENSMUSG00000003299",4033,3363,5466,3037,1686
"ENSMUSG00000003308",2861,2725,4142,2283,1192
"ENSMUSG00000003309",0,0,0,0,0
"ENSMUSG00000003316",12395,13526,19619,11896,7103
"ENSMUSG00000003341",3,2,1,0,0
"ENSMUSG00000003344",2293,1748,2955,1659,930
"ENSMUSG00000003345",3445,2625,4671,2623,1522
"ENSMUSG00000003346",1055,862,1311,852,478
"ENSMUSG00000003348",344,370,491,443,165
"ENSMUSG00000003352",162,138,249,94,71
"ENSMUSG00000003354",3,2,21,3,5
"ENSMUSG00000003355",139,113,162,62,41
"ENSMUSG00000003360",3111,2659,4342,2363,1469
"ENSMUSG00000003363",1588,1293,2298,1241,686
"ENSMUSG00000003378",264,192,320,208,107
"ENSMUSG00000003379",45,22,54,166,37
"ENSMUSG00000003380",4925,3498,6493,4036,2311
"ENSMUSG00000003382",1601,1429,2698,1281,908
"ENSMUSG00000003402",2470,2183,3545,1948,908
"ENSMUSG00000003410",21,12,4,3,3
"ENSMUSG00000003411",13,6,19,12,0
"ENSMUSG00000003418",331,382,447,220,155
"ENSMUSG00000003420",4825,4061,6479,3550,2021
"ENSMUSG00000003421",1561,1251,2194,1138,745
"ENSMUSG00000003423",2030,1583,2882,1507,881
"ENSMUSG00000003429",12696,9544,18443,10502,5347
"ENSMUSG00000003435",3694,3396,5611,2860,1617
"ENSMUSG00000003436",0,0,4,0,0
"ENSMUSG00000003437",2011,1711,2575,1504,859
"ENSMUSG00000003438",2021,1535,2609,1620,825
"ENSMUSG00000003444",919,705,1452,743,380
"ENSMUSG00000003452",494,575,981,451,362
"ENSMUSG00000003458",2741,2702,3732,2252,1090
"ENSMUSG00000003464",8072,7765,12266,6219,3692
"ENSMUSG00000003469",838,853,1367,693,492
"ENSMUSG00000003476",2021,1644,2230,1162,631
"ENSMUSG00000003477",626,600,755,801,55
"ENSMUSG00000003484",14,6,8,30,0
"ENSMUSG00000003500",1124,886,1300,638,298
"ENSMUSG00000003505",0,0,0,0,0
"ENSMUSG00000003518",6947,7790,10195,5695,3731
"ENSMUSG00000003526",1686,1004,2159,853,555
"ENSMUSG00000003527",595,486,941,476,226
"ENSMUSG00000003528",367,325,1085,255,79
"ENSMUSG00000003531",1144,877,1499,916,461
"ENSMUSG00000003534",1933,1724,2445,1354,865
"ENSMUSG00000003541",636,733,937,461,262
"ENSMUSG00000003545",28,12,17,9,41
"ENSMUSG00000003546",1534,1276,2079,939,561
"ENSMUSG00000003549",737,733,1092,500,283
"ENSMUSG00000003555",5,10,0,0,0
"ENSMUSG00000003559",3528,2925,5467,2529,1615
"ENSMUSG00000003573",256,234,287,203,107
"ENSMUSG00000003575",706,633,766,448,331
"ENSMUSG00000003581",620,485,820,370,220
"ENSMUSG00000003585",38,45,51,25,16
"ENSMUSG00000003604",637,568,900,541,353
"ENSMUSG00000003617",3841,3550,5181,2959,1509
"ENSMUSG00000003623",1970,2092,3101,1739,977
"ENSMUSG00000003644",368,280,424,289,201
"ENSMUSG00000003657",0,1,0,0,0
"ENSMUSG00000003660",8918,8657,13280,7115,4566
"ENSMUSG00000003662",1911,1754,3129,1594,834
"ENSMUSG00000003665",13,14,10,0,5
"ENSMUSG00000003680",277,220,419,205,106
"ENSMUSG00000003721",2312,2222,3559,2094,1020
"ENSMUSG00000003731",5689,5235,8875,4611,3090
"ENSMUSG00000003746",2677,2598,3995,2344,1236
"ENSMUSG00000003752",325,319,463,252,106
"ENSMUSG00000003762",318,298,459,229,142
"ENSMUSG00000003778",1782,1401,2606,1479,734
"ENSMUSG00000003779",191,159,146,98,91
"ENSMUSG00000003808",1062,816,1459,709,371
"ENSMUSG00000003809",4176,3389,6996,3437,1825
"ENSMUSG00000003810",7759,7629,12284,6111,3859
"ENSMUSG00000003812",973,779,1173,628,288
"ENSMUSG00000003813",3540,2915,5354,2863,1643
"ENSMUSG00000003814",13890,12541,20218,13211,7676
"ENSMUSG00000003824",37,42,73,21,13
"ENSMUSG00000003847",2554,2891,3561,2010,1178
"ENSMUSG00000003848",713,594,953,522,196
"ENSMUSG00000003849",3080,2629,5261,2416,1794
"ENSMUSG00000003863",11,6,9,1,14
"ENSMUSG00000003865",7626,6800,11321,5475,3352
"ENSMUSG00000003868",997,801,1352,784,449
"ENSMUSG00000003872",32,22,60,32,8
"ENSMUSG00000003873",321,237,379,225,117
"ENSMUSG00000003882",52,61,86,74,8
"ENSMUSG00000003923",2184,2047,3580,1993,1091
"ENSMUSG00000003929",607,497,850,539,347
"ENSMUSG00000003934",6210,6752,9148,6009,3209
"ENSMUSG00000003948",950,1074,1403,940,523
"ENSMUSG00000003949",556,1507,799,570,281
"ENSMUSG00000003955",2911,2548,5110,3160,1331
"ENSMUSG00000003970",16151,12135,23587,14300,7242
"ENSMUSG00000003974",9,44,32,14,12
"ENSMUSG00000003992",2346,1807,3449,1702,942
"ENSMUSG00000004018",510,415,840,410,188
"ENSMUSG00000004031",21,23,9,6,14
"ENSMUSG00000004032",3277,2498,5235,2623,1277
"ENSMUSG00000004035",2300,1643,3822,2115,1041
"ENSMUSG00000004038",1,0,0,2,0
"ENSMUSG00000004040",8839,7974,11006,5810,4116
"ENSMUSG00000004043",1593,1228,1812,1054,674
"ENSMUSG00000004044",11529,8677,14283,7375,4307
"ENSMUSG00000004054",1640,1231,2072,1280,708
"ENSMUSG00000004056",9028,7289,12926,6733,3942
"ENSMUSG00000004069",7526,7118,12026,6622,3978
"ENSMUSG00000004070",3763,2923,5857,2900,1609
"ENSMUSG00000004071",5112,4343,7671,4177,2490
"ENSMUSG00000004085",28954,28905,46489,23772,17242
"ENSMUSG00000004096",2485,1975,4099,2027,1256
"ENSMUSG00000004098",2006,1582,2358,1170,839
"ENSMUSG00000004099",1591,1390,2002,1248,782
"ENSMUSG00000004100",298,180,351,259,116
"ENSMUSG00000004105",5874,5410,7603,3650,2500
"ENSMUSG00000004110",9,33,39,22,15
"ENSMUSG00000004113",13,6,20,7,0
"ENSMUSG00000004127",148,149,216,126,41
"ENSMUSG00000004151",497,574,697,697,124
"ENSMUSG00000004187",199,106,293,115,102
"ENSMUSG00000004207",71026,64594,99455,51170,31828
"ENSMUSG00000004221",2908,2562,4420,2311,1413
"ENSMUSG00000004231",0,0,0,0,0
"ENSMUSG00000004233",542,538,987,463,338
"ENSMUSG00000004263",88,107,149,83,45
"ENSMUSG00000004264",7987,7161,11585,6244,3644
"ENSMUSG00000004266",374,273,374,397,152
"ENSMUSG00000004267",123,90,142,50,40
"ENSMUSG00000004268",2402,1996,3999,1948,1060
"ENSMUSG00000004270",2128,2354,2794,1323,717
"ENSMUSG00000004285",3083,2300,4480,2327,1329
"ENSMUSG00000004296",0,1,0,0,0
"ENSMUSG00000004317",353,380,523,252,134
"ENSMUSG00000004319",3372,3449,6022,2976,2021
"ENSMUSG00000004328",41,209,60,12,24
"ENSMUSG00000004341",0,0,0,0,0
"ENSMUSG00000004344",0,0,0,0,0
"ENSMUSG00000004347",5069,3337,7793,4064,2074
"ENSMUSG00000004356",1865,1914,2716,1393,1077
"ENSMUSG00000004359",12,7,23,3,4
"ENSMUSG00000004360",14,31,21,16,4
"ENSMUSG00000004364",8524,8517,13641,7133,4408
"ENSMUSG00000004366",0,0,0,0,0
"ENSMUSG00000004371",6,1,0,0,0
"ENSMUSG00000004383",4261,3998,7215,3783,2476
"ENSMUSG00000004393",1155,1025,1772,790,546
"ENSMUSG00000004394",4152,3760,6891,3653,2180
"ENSMUSG00000004415",29,15,58,24,11
"ENSMUSG00000004446",46,35,28,39,14
"ENSMUSG00000004451",1751,1314,2507,1404,641
"ENSMUSG00000004455",1734,1342,2298,1173,786
"ENSMUSG00000004460",2251,1835,3164,1858,1037
"ENSMUSG00000004462",807,655,1229,617,343
"ENSMUSG00000004473",146,132,216,92,127
"ENSMUSG00000004500",422,369,605,258,207
"ENSMUSG00000004508",1847,1856,2428,1361,755
"ENSMUSG00000004530",2015,1713,2672,1478,688
"ENSMUSG00000004535",7391,7131,12958,6648,4010
"ENSMUSG00000004540",3,0,0,0,0
"ENSMUSG00000004542",0,0,0,0,0
"ENSMUSG00000004552",118,58,126,203,43
"ENSMUSG00000004558",78828,68803,125853,64027,37902
"ENSMUSG00000004561",1147,922,1802,904,611
"ENSMUSG00000004562",1738,1299,2137,1280,639
"ENSMUSG00000004565",602,437,757,345,209
"ENSMUSG00000004567",1132,977,1294,726,393
"ENSMUSG00000004568",1363,1119,1816,946,619
"ENSMUSG00000004591",3544,3447,5333,2882,1971
"ENSMUSG00000004609",336,223,346,151,99
"ENSMUSG00000004610",3239,2162,4645,2289,1076
"ENSMUSG00000004612",12,31,8,24,7
"ENSMUSG00000004626",157,130,227,90,59
"ENSMUSG00000004630",0,0,1,0,0
"ENSMUSG00000004631",959,1000,1378,797,401
"ENSMUSG00000004633",164,157,233,87,48
"ENSMUSG00000004637",361,289,495,295,128
"ENSMUSG00000004642",572,455,795,439,299
"ENSMUSG00000004651",0,0,0,0,0
"ENSMUSG00000004654",0,0,0,0,0
"ENSMUSG00000004655",15704,20251,26716,13439,7711
"ENSMUSG00000004661",163,122,258,210,105
"ENSMUSG00000004665",2553,1745,3508,2181,1203
"ENSMUSG00000004667",3047,2543,4491,2634,1252
"ENSMUSG00000004668",4,0,0,0,0
"ENSMUSG00000004677",2109,2066,2750,1452,884
"ENSMUSG00000004698",2317,2332,3788,2185,1197
"ENSMUSG00000004707",47,52,69,42,6
"ENSMUSG00000004709",6,2,7,9,0
"ENSMUSG00000004730",873,684,1176,738,319
"ENSMUSG00000004748",6728,5783,11051,6116,3225
"ENSMUSG00000004768",491,498,759,410,289
"ENSMUSG00000004771",1943,1951,3190,1851,1059
"ENSMUSG00000004788",1113,842,1455,856,489
"ENSMUSG00000004789",33896,32156,50660,27093,15612
"ENSMUSG00000004791",142,434,145,114,95
"ENSMUSG00000004798",5227,5057,7771,3971,2544
"ENSMUSG00000004814",290,146,334,176,79
"ENSMUSG00000004815",345,283,474,180,133
"ENSMUSG00000004821",0,0,0,0,0
"ENSMUSG00000004837",768,652,844,544,236
"ENSMUSG00000004842",0,0,0,0,0
"ENSMUSG00000004843",1731,1791,2736,1516,860
"ENSMUSG00000004846",1545,1423,2081,1199,583
"ENSMUSG00000004849",926,745,1265,755,344
"ENSMUSG00000004864",0,1,10,0,2
"ENSMUSG00000004865",2255,1883,3228,1702,1063
"ENSMUSG00000004872",1,3,0,4,0
"ENSMUSG00000004880",1710,1535,2614,1371,905
"ENSMUSG00000004885",0,0,1,0,0
"ENSMUSG00000004891",1902,1793,2291,1412,888
"ENSMUSG00000004892",0,0,0,2,0
"ENSMUSG00000004894",0,0,0,0,0
"ENSMUSG00000004895",2313,1875,2900,1643,912
"ENSMUSG00000004896",461,280,485,286,184
"ENSMUSG00000004897",5520,4498,7919,4038,2491
"ENSMUSG00000004902",4,3,5,10,1
"ENSMUSG00000004929",683,580,804,619,312
"ENSMUSG00000004931",2986,2232,4041,2094,1432
"ENSMUSG00000004933",22,19,24,16,7
"ENSMUSG00000004934",648,433,799,447,340
"ENSMUSG00000004936",2274,2144,3379,1972,1260
"ENSMUSG00000004937",4682,3913,5865,3297,1716
"ENSMUSG00000004939",557,1002,618,250,209
"ENSMUSG00000004945",4174,3492,7127,3905,1928
"ENSMUSG00000004947",573,401,780,311,222
"ENSMUSG00000004948",2,0,0,0,0
"ENSMUSG00000004951",8856,6623,12700,6965,4324
"ENSMUSG00000004952",337,241,585,198,165
"ENSMUSG00000004961",14,3,20,13,0
"ENSMUSG00000004980",9686,9403,15347,8632,4152
"ENSMUSG00000004988",0,0,0,0,0
"ENSMUSG00000004994",412,321,534,332,230
"ENSMUSG00000004996",301,292,406,231,114
"ENSMUSG00000005034",4730,4435,6891,3795,2475
"ENSMUSG00000005043",753,597,852,438,275
"ENSMUSG00000005045",33,20,66,26,47
"ENSMUSG00000005054",621,493,1046,512,251
"ENSMUSG00000005057",43,34,65,36,11
"ENSMUSG00000005069",1502,1288,2389,1179,796
"ENSMUSG00000005078",1124,1015,1800,1022,660
"ENSMUSG00000005087",681,511,892,510,287
"ENSMUSG00000005089",14,30,40,9,6
"ENSMUSG00000005102",544,544,847,467,205
"ENSMUSG00000005103",8930,7450,14280,7568,4885
"ENSMUSG00000005107",139,114,239,86,60
"ENSMUSG00000005124",92,73,56,48,16
"ENSMUSG00000005125",2611,2925,3692,2118,1289
"ENSMUSG00000005131",11,5,10,12,4
"ENSMUSG00000005142",2902,2472,4153,2164,1117
"ENSMUSG00000005148",22,37,66,20,4
"ENSMUSG00000005150",998,813,1287,808,379
"ENSMUSG00000005161",19667,16762,32725,17272,9017
"ENSMUSG00000005198",3780,4100,4793,3016,1781
"ENSMUSG00000005202",0,0,0,0,0
"ENSMUSG00000005204",1430,1096,1896,980,533
"ENSMUSG00000005220",19658,15558,25069,12592,6771
"ENSMUSG00000005225",621,686,1107,463,328
"ENSMUSG00000005232",0,6,0,0,0
"ENSMUSG00000005233",23,32,29,31,21
"ENSMUSG00000005237",37,27,91,9,8
"ENSMUSG00000005251",40,49,20,69,0
"ENSMUSG00000005262",2020,1847,3137,1580,896
"ENSMUSG00000005267",211,135,296,168,106
"ENSMUSG00000005268",1139,1324,1559,957,600
"ENSMUSG00000005299",4406,3940,6649,3583,2181
"ENSMUSG00000005312",3486,3228,5298,2824,1797
"ENSMUSG00000005320",4,13,4,2,0
"ENSMUSG00000005338",222,177,199,118,67
"ENSMUSG00000005339",4,3,9,8,0
"ENSMUSG00000005354",9770,8091,12635,7962,2538
"ENSMUSG00000005355",0,0,0,0,0
"ENSMUSG00000005357",0,0,1,3,0
"ENSMUSG00000005360",201,199,279,125,67
"ENSMUSG00000005362",2600,2547,4068,2137,1283
"ENSMUSG00000005364",0,0,8,1,0
"ENSMUSG00000005370",953,963,1305,765,478
"ENSMUSG00000005371",2559,2857,3701,2345,1342
"ENSMUSG00000005373",1036,831,1290,613,463
"ENSMUSG00000005374",673,671,968,483,347
"ENSMUSG00000005378",776,554,1016,569,359
"ENSMUSG00000005397",10593,12152,11322,6423,3153
"ENSMUSG00000005410",279,210,315,219,156
"ENSMUSG00000005413",468,646,528,276,176
"ENSMUSG00000005417",9861,8439,14155,7845,4598
"ENSMUSG00000005442",2594,2772,3040,1898,1072
"ENSMUSG00000005447",101,60,162,94,38
"ENSMUSG00000005465",210,240,272,207,81
"ENSMUSG00000005469",11418,10373,16899,9980,5441
"ENSMUSG00000005470",131,98,164,123,109
"ENSMUSG00000005474",0,1,0,0,0
"ENSMUSG00000005481",836,651,1295,620,324
"ENSMUSG00000005483",718,892,1180,1634,1075
"ENSMUSG00000005493",6,1,1,0,0
"ENSMUSG00000005501",1504,1194,2480,1012,697
"ENSMUSG00000005503",0,0,0,0,0
"ENSMUSG00000005505",1161,1129,1963,996,531
"ENSMUSG00000005506",5806,5684,9038,4493,3012
"ENSMUSG00000005510",18872,15318,28706,15446,8562
"ENSMUSG00000005514",4760,6592,5656,3734,1809
"ENSMUSG00000005533",3096,3760,4432,2248,1684
"ENSMUSG00000005534",15797,18085,24181,12899,8991
"ENSMUSG00000005540",22,20,17,35,2
"ENSMUSG00000005547",0,23,11,0,5
"ENSMUSG00000005553",0,0,0,0,0
"ENSMUSG00000005566",3891,3231,5588,2807,1586
"ENSMUSG00000005575",3825,3086,5495,2860,1695
"ENSMUSG00000005580",2345,2032,3549,1942,1096
"ENSMUSG00000005583",4383,4820,7552,3959,2611
"ENSMUSG00000005609",1743,1209,2349,1370,669
"ENSMUSG00000005610",58289,62061,88121,49862,31336
"ENSMUSG00000005611",981,1171,1258,633,477
"ENSMUSG00000005615",7311,7026,11621,5713,4012
"ENSMUSG00000005621",1732,2540,2486,1385,746
"ENSMUSG00000005625",4931,4309,7809,4122,2378
"ENSMUSG00000005628",917,811,1570,990,622
"ENSMUSG00000005640",9,1,3,2,0
"ENSMUSG00000005649",0,0,0,0,0
"ENSMUSG00000005656",1350,1089,2291,1008,636
"ENSMUSG00000005667",107,106,141,60,36
"ENSMUSG00000005672",416,639,534,372,123
"ENSMUSG00000005674",4143,3098,6019,3207,1848
"ENSMUSG00000005677",31,6,24,4,6
"ENSMUSG00000005681",56,122,155,40,26
"ENSMUSG00000005682",818,549,966,469,275
"ENSMUSG00000005683",79244,73851,122157,65655,36269
"ENSMUSG00000005686",2513,2769,3482,1690,1224
"ENSMUSG00000005687",1489,1247,2198,1238,612
"ENSMUSG00000005696",2,2,7,5,8
"ENSMUSG00000005698",2587,2509,3813,2106,1512
"ENSMUSG00000005699",269,252,420,211,119
"ENSMUSG00000005705",3,0,0,1,0
"ENSMUSG00000005716",5,2,35,10,0
"ENSMUSG00000005718",141,67,142,71,48
"ENSMUSG00000005732",548,363,915,418,258
"ENSMUSG00000005763",61,36,88,70,24
"ENSMUSG00000005774",359,269,559,255,92
"ENSMUSG00000005779",5618,4269,8165,4529,2744
"ENSMUSG00000005800",5,5,3,17,0
"ENSMUSG00000005802",1061,953,1694,864,476
"ENSMUSG00000005803",3000,2617,4886,2463,1457
"ENSMUSG00000005804",1359,1340,2336,1163,747
"ENSMUSG00000005813",2283,1908,3590,1897,1208
"ENSMUSG00000005823",1648,1607,2267,1355,703
"ENSMUSG00000005824",5,3,19,18,23
"ENSMUSG00000005836",2746,2548,3748,2481,1359
"ENSMUSG00000005846",2954,2936,5369,2818,1720
"ENSMUSG00000005864",1,0,1,3,0
"ENSMUSG00000005871",6250,6013,9391,4697,3400
"ENSMUSG00000005873",12075,10575,19395,11087,6068
"ENSMUSG00000005881",2283,1945,3217,1992,859
"ENSMUSG00000005882",6011,5350,10151,5188,3194
"ENSMUSG00000005883",4,4,0,0,0
"ENSMUSG00000005886",4307,4629,6635,3564,2363
"ENSMUSG00000005891",0,0,0,0,0
"ENSMUSG00000005892",0,0,0,0,0
"ENSMUSG00000005893",3257,2868,4484,2493,1494
"ENSMUSG00000005897",516,540,794,426,195
"ENSMUSG00000005899",1339,1150,1688,901,578
"ENSMUSG00000005907",741,595,994,547,299
"ENSMUSG00000005917",0,2,0,0,0
"ENSMUSG00000005936",2486,2108,3487,1900,1073
"ENSMUSG00000005947",16,9,27,13,10
"ENSMUSG00000005949",548,582,923,448,217
"ENSMUSG00000005950",887,810,1127,684,407
"ENSMUSG00000005951",124,109,178,88,75
"ENSMUSG00000005952",9,18,16,9,0
"ENSMUSG00000005958",539,425,828,523,249
"ENSMUSG00000005968",138,87,72,186,6
"ENSMUSG00000005973",1558,1419,2214,1412,875
"ENSMUSG00000005980",3,0,4,0,0
"ENSMUSG00000005981",9458,8250,14386,7961,4054
"ENSMUSG00000005982",1652,1611,2466,1277,843
"ENSMUSG00000005983",109,81,169,85,46
"ENSMUSG00000005986",32,29,40,11,7
"ENSMUSG00000005994",0,0,0,0,0
"ENSMUSG00000006005",14064,15120,22747,12369,8562
"ENSMUSG00000006007",0,0,0,0,0
"ENSMUSG00000006010",1945,1742,3059,1552,889
"ENSMUSG00000006014",196,234,270,99,122
"ENSMUSG00000006019",493,395,717,462,257
"ENSMUSG00000006021",1094,819,1656,895,562
"ENSMUSG00000006024",5066,4333,7139,3963,2165
"ENSMUSG00000006050",1980,1361,2797,1359,797
"ENSMUSG00000006056",0,0,0,0,0
"ENSMUSG00000006057",49048,38763,76252,39842,20996
"ENSMUSG00000006058",1058,839,1494,807,367
"ENSMUSG00000006095",1040,912,1570,935,485
"ENSMUSG00000006127",2009,1917,2935,1393,834
"ENSMUSG00000006134",2448,2322,3900,2118,1425
"ENSMUSG00000006143",0,0,0,0,0
"ENSMUSG00000006154",25,21,45,16,0
"ENSMUSG00000006169",3295,3055,4669,2619,1808
"ENSMUSG00000006179",6,4,1,4,0
"ENSMUSG00000006191",1599,1505,2537,1386,842
"ENSMUSG00000006200",0,0,0,0,0
"ENSMUSG00000006204",84,79,71,44,29
"ENSMUSG00000006205",3751,3661,5842,3546,1955
"ENSMUSG00000006215",1032,771,1481,829,429
"ENSMUSG00000006216",81,45,116,56,38
"ENSMUSG00000006218",7,5,6,9,0
"ENSMUSG00000006219",5856,5835,9117,5531,3061
"ENSMUSG00000006221",66625,76317,116295,53520,38885
"ENSMUSG00000006235",70,45,35,44,15
"ENSMUSG00000006241",166,130,306,176,101
"ENSMUSG00000006262",2060,2144,3397,1780,1135
"ENSMUSG00000006269",1,0,0,0,0
"ENSMUSG00000006270",0,0,0,0,0
"ENSMUSG00000006273",3713,3534,5929,3255,1992
"ENSMUSG00000006276",2264,2035,3189,1684,1032
"ENSMUSG00000006281",1447,1602,1963,1067,726
"ENSMUSG00000006288",739,439,944,472,246
"ENSMUSG00000006289",1479,1117,2221,1213,730
"ENSMUSG00000006299",4879,4122,7868,3815,1990
"ENSMUSG00000006301",4001,3283,5737,3046,1482
"ENSMUSG00000006304",4375,4252,6853,4115,2261
"ENSMUSG00000006307",1552,1454,1718,995,668
"ENSMUSG00000006310",0,1,6,1,0
"ENSMUSG00000006311",0,0,0,0,0
"ENSMUSG00000006313",9,21,19,8,8
"ENSMUSG00000006315",3464,2616,5127,2546,1426
"ENSMUSG00000006333",18454,14803,27838,16096,7123
"ENSMUSG00000006335",576,390,813,411,212
"ENSMUSG00000006342",129,216,199,118,46
"ENSMUSG00000006344",413,497,556,469,200
"ENSMUSG00000006345",23,1,7,0,0
"ENSMUSG00000006356",58488,44154,81949,44476,21699
"ENSMUSG00000006360",3821,2842,4898,2340,1173
"ENSMUSG00000006362",742,769,934,567,447
"ENSMUSG00000006369",5508,6223,6593,5391,1684
"ENSMUSG00000006373",1224,1102,1744,1176,695
"ENSMUSG00000006378",193,128,307,152,78
"ENSMUSG00000006386",4877,4008,7050,3737,2034
"ENSMUSG00000006389",12,0,3,20,0
"ENSMUSG00000006390",774,763,1158,519,347
"ENSMUSG00000006392",909,671,1431,655,379
"ENSMUSG00000006395",152,114,275,78,50
"ENSMUSG00000006398",115,74,56,63,22
"ENSMUSG00000006403",86,14,86,31,5
"ENSMUSG00000006411",33,22,48,23,15
"ENSMUSG00000006412",824,799,1259,675,378
"ENSMUSG00000006418",3886,3437,6144,3549,1940
"ENSMUSG00000006423",1094,1180,1930,927,588
"ENSMUSG00000006435",118,94,179,104,61
"ENSMUSG00000006442",284,377,461,261,124
"ENSMUSG00000006445",419,544,506,358,172
"ENSMUSG00000006456",449,468,533,369,220
"ENSMUSG00000006457",16,28,36,10,11
"ENSMUSG00000006462",97,60,81,45,44
"ENSMUSG00000006463",256,177,328,176,80
"ENSMUSG00000006464",346,291,497,277,139
"ENSMUSG00000006469",0,0,0,0,0
"ENSMUSG00000006471",141,94,147,95,48
"ENSMUSG00000006476",777,596,1076,592,282
"ENSMUSG00000006488",0,0,0,0,0
"ENSMUSG00000006490",0,0,0,0,0
"ENSMUSG00000006494",19344,17469,34125,15582,11227
"ENSMUSG00000006498",1830,1637,2392,1469,724
"ENSMUSG00000006517",272,163,320,198,80
"ENSMUSG00000006519",1540,1171,2264,1417,573
"ENSMUSG00000006522",49,50,55,29,4
"ENSMUSG00000006526",454,397,751,334,183
"ENSMUSG00000006527",1120,989,1514,915,566
"ENSMUSG00000006529",6,24,16,0,0
"ENSMUSG00000006538",1,3,8,2,2
"ENSMUSG00000006542",135,91,160,82,78
"ENSMUSG00000006546",0,0,0,0,0
"ENSMUSG00000006567",6,6,5,4,3
"ENSMUSG00000006570",0,0,0,0,0
"ENSMUSG00000006574",826,230,437,1060,215
"ENSMUSG00000006575",2,1,5,2,0
"ENSMUSG00000006576",16134,12824,22000,10126,6844
"ENSMUSG00000006585",85,80,107,74,62
"ENSMUSG00000006586",357,453,691,340,197
"ENSMUSG00000006587",250,336,367,238,125
"ENSMUSG00000006589",870,657,1340,653,312
"ENSMUSG00000006599",1100,1013,1884,789,629
"ENSMUSG00000006611",762,787,1155,832,437
"ENSMUSG00000006638",1505,2321,1449,866,368
"ENSMUSG00000006641",837,1122,1445,776,423
"ENSMUSG00000006642",63,174,98,36,6
"ENSMUSG00000006649",0,0,0,0,0
"ENSMUSG00000006651",76,108,98,57,79
"ENSMUSG00000006673",3559,3614,4913,2608,1676
"ENSMUSG00000006675",756,507,1055,626,316
"ENSMUSG00000006676",6943,7090,9838,5437,3082
"ENSMUSG00000006678",476,402,700,374,235
"ENSMUSG00000006699",9645,9137,15340,8321,4389
"ENSMUSG00000006705",622,561,1024,553,352
"ENSMUSG00000006711",0,1,7,2,0
"ENSMUSG00000006715",1839,1688,3197,1532,1070
"ENSMUSG00000006717",15283,12950,24321,11582,6369
"ENSMUSG00000006720",61,37,43,40,19
"ENSMUSG00000006724",4,1,14,5,0
"ENSMUSG00000006728",2320,1778,3264,1780,996
"ENSMUSG00000006731",114,75,120,94,38
"ENSMUSG00000006732",504,364,809,439,231
"ENSMUSG00000006736",2712,2439,4278,2381,1256
"ENSMUSG00000006740",16837,16040,26197,13862,9433
"ENSMUSG00000006763",268,193,408,205,149
"ENSMUSG00000006764",2,1,0,0,0
"ENSMUSG00000006777",0,0,0,0,0
"ENSMUSG00000006782",703,665,1059,514,326
"ENSMUSG00000006784",21,16,72,8,6
"ENSMUSG00000006800",5387,3637,6811,3786,1557
"ENSMUSG00000006818",30089,26142,46463,24420,15146
"ENSMUSG00000006850",142,73,148,68,50
"ENSMUSG00000006906",621,608,629,486,207
"ENSMUSG00000006920",2602,2480,4039,2124,1233
"ENSMUSG00000006930",70,60,72,41,41
"ENSMUSG00000006931",1301,1273,1415,857,412
"ENSMUSG00000006932",21452,18463,31049,16999,9655
"ENSMUSG00000006941",1522,1270,2361,1398,760
"ENSMUSG00000006948",0,0,0,0,0
"ENSMUSG00000006958",110,83,133,54,54
"ENSMUSG00000006998",12418,11697,19528,10155,5766
"ENSMUSG00000007021",2,0,9,3,2
"ENSMUSG00000007029",1775,1652,2036,1289,767
"ENSMUSG00000007030",1043,834,1289,691,488
"ENSMUSG00000007033",348,274,426,263,246
"ENSMUSG00000007034",1,0,0,0,0
"ENSMUSG00000007035",53,29,57,39,13
"ENSMUSG00000007036",2464,2138,3398,2224,1101
"ENSMUSG00000007038",1047,948,1367,762,562
"ENSMUSG00000007039",895,746,1069,693,273
"ENSMUSG00000007041",2046,1653,2498,1489,828
"ENSMUSG00000007050",318,256,410,318,134
"ENSMUSG00000007080",240,232,287,211,100
"ENSMUSG00000007097",21561,22443,29982,17434,10074
"ENSMUSG00000007107",56,55,90,24,20
"ENSMUSG00000007122",1179,502,1532,841,430
"ENSMUSG00000007207",54,34,110,22,36
"ENSMUSG00000007209",0,0,0,0,0
"ENSMUSG00000007216",581,438,875,398,191
"ENSMUSG00000007279",1299,1160,2223,1238,866
"ENSMUSG00000007338",2262,1879,3800,2153,1204
"ENSMUSG00000007379",200,153,369,172,135
