"","Mmus_C57-6J_LVR_DI_1y_Rep1","Mmus_C57-6J_LVR_DI_1y_Rep2","Mmus_C57-6J_LVR_DI_1y_Rep3","Mmus_C57-6J_LVR_LN2_1y_Rep1","Mmus_C57-6J_LVR_LN2_1y_Rep2","Mmus_C57-6J_LVR_LN2_1y_Rep3","Mmus_C57-6J_LVR_LN2_3d_Rep1","Mmus_C57-6J_LVR_LN2_3d_Rep2","Mmus_C57-6J_LVR_LN2_3d_Rep3"
"ENSMUSG00000002052",1293,1410,1667,1696,1298,1480,1763,1489,1360
"ENSMUSG00000002055",2,46,3,9,2,6,22,1,30
"ENSMUSG00000002057",0,0,0,0,0,0,0,0,0
"ENSMUSG00000002058",102,142,126,175,123,133,86,138,73
"ENSMUSG00000002059",53,95,74,99,65,66,37,73,50
"ENSMUSG00000002064",662,627,565,781,641,608,596,591,515
"ENSMUSG00000002068",3,19,5,18,10,5,2,7,14
"ENSMUSG00000002076",6,13,5,5,4,9,6,7,10
"ENSMUSG00000002083",308,188,258,673,356,251,494,291,420
"ENSMUSG00000002100",1,2,1,1,0,1,1,1,0
"ENSMUSG00000002102",2980,3020,2689,3632,2584,2696,3084,3208,3082
"ENSMUSG00000002103",1690,1764,1579,2085,1552,1758,2312,1495,1888
"ENSMUSG00000002104",0,2,2,0,0,0,3,4,0
"ENSMUSG00000002105",223,238,207,274,188,224,215,233,217
"ENSMUSG00000002107",355,385,312,510,325,433,418,487,395
"ENSMUSG00000002108",2741,2668,2747,3319,2346,2624,2601,2685,2556
"ENSMUSG00000002109",66,119,82,95,53,53,128,72,61
"ENSMUSG00000002111",128,206,111,346,125,174,175,145,203
"ENSMUSG00000002129",719,953,907,1068,688.85,749,943,797,773
"ENSMUSG00000002147",1295,1461,1455,1903,1406,1662,1701,1350,1332
"ENSMUSG00000002190",0,0,0,0,0,0,0,0,0
"ENSMUSG00000002204",30,21,32,20,9,13,16,38,27
"ENSMUSG00000002205",813,764,641,892,682,668,781,789,744
"ENSMUSG00000002210",187,253,201,322,184,218,299,291,268
"ENSMUSG00000002221",331,384,473,524,396,350,509.76,526,376
"ENSMUSG00000002222",4464,5213,4747,7334,4514,5086,5351,4658,4981
"ENSMUSG00000002227",847.81,1086.93,929,1154.91,949,823.72,1019.31,685,973.85
"ENSMUSG00000002228",5,10,11,6,3,5,6,10,5
"ENSMUSG00000002233",269,286,338,448,358,363,255,324,235
"ENSMUSG00000002240",0,0,0,0,0,0,0,0,0
"ENSMUSG00000002249",271.93,311,254,295.96,314.82,343,356.83,321,270
"ENSMUSG00000002250",235,286,369,325,265,211,725,235,234
"ENSMUSG00000002257",14,7,9,16,10,14,9,11,12
"ENSMUSG00000002265",166,149,128,149,171,211,285,141,79
"ENSMUSG00000002266",0,0,0,0,0,1,1,10,2
"ENSMUSG00000002274",119,187,122,130.56,153,110,155,140.79,178.92
"ENSMUSG00000002279",1202,1059,1099,1443,1030,1054,1232,1107,1350
"ENSMUSG00000002280",487,535,487,694,458,449,547,523,514
"ENSMUSG00000002289",5637,2628,1680,5513,4311,5236,2220,3517,1920
"ENSMUSG00000002297",32,109,65,59,59,46,38,92,71
"ENSMUSG00000002307",345,404,338,500,373,371,425,439,394
"ENSMUSG00000002308",100,74,67,126,106,110,90,83,123
"ENSMUSG00000002319",685.62,738.39,728.47,956.21,604.73,766.78,924,764,822.49
"ENSMUSG00000002320",1464,1649.69,1586.23,2087.52,1495.17,1450.45,1756,1673,1581.63
"ENSMUSG00000002324",33,103,49,59,39,27,48,69,21
"ENSMUSG00000002325",1086.48,1200.28,989.1,1335.32,1123.25,1351.48,1307.47,810.5,1194.17
"ENSMUSG00000002326",345,308,296,414,288,277,366,379,371
"ENSMUSG00000002329",301,419,325,430,306,303,371,321,297
"ENSMUSG00000002332",3036,3096,2868,3970,3353,3180,3817,3945,3773
"ENSMUSG00000002341",0,0,0,0,0,0,0,0,0
"ENSMUSG00000002342",299,335,353,461,331,279,325,357,367
"ENSMUSG00000002343",105,123,102,158,120,109,163,144,112
"ENSMUSG00000002345",355,354,296,437,333,345,332,271,334
"ENSMUSG00000002346",2352,1627,1068,1920,1879,2779,2431,2119,2227
"ENSMUSG00000002365",1662,1927,1581,2158,1541,1711,2154,1711,1910
"ENSMUSG00000002372",695,907,772,1001,658,737,789,864,753
"ENSMUSG00000002379",1424,1221.79,1166,1718,1226.73,1008,1070,1427,1391.75
"ENSMUSG00000002384",6,2,1,3,0,2,1,1,3
"ENSMUSG00000002393",2631,3018,2794,3140,2620,2467,2899,3275,2923
"ENSMUSG00000002395",908,846,750,1138,765,690,742,966,824
"ENSMUSG00000002396",223,218,165,229,199,183,218,238,190
"ENSMUSG00000002409",450,362,320,562,547,441,643,478,576
"ENSMUSG00000002413",433,484,456,624,465,527,731,504,450
"ENSMUSG00000002416",999,993,826.99,1157.99,866.96,787,779.9,938,876
"ENSMUSG00000002428",290,377,333,428,274,329,499,286,331
"ENSMUSG00000002455",1247,1327,1345,1681,1040,1016,1510,1415,1268
"ENSMUSG00000002458",35,54,36,95,44,65,49,25,54
"ENSMUSG00000002459",0,0,0,0,4,0,0,0,0
"ENSMUSG00000002475",1672,1766,1555,2093,1521,1730,2004,1977,1945
"ENSMUSG00000002477",321,377.88,360,508,274,261,332.46,349.38,308
"ENSMUSG00000002486",30,35,29,52,29,24,55,52,26
"ENSMUSG00000002489",46,76,72,92,44,50,40,62,56
"ENSMUSG00000002496",1153,1252,1281,1676,1406,1247,1591,1402,1368
"ENSMUSG00000002500",1,0,1,1,1,0,3,1,0
"ENSMUSG00000002504",386,467,541,742,496,562,423,558,425
"ENSMUSG00000002524",1592,1693,1574,2218,1451,1479,1526,1818,1715
"ENSMUSG00000002546",1009,1103,1154,1539,1095,1098,1204,1048,1046
"ENSMUSG00000002550",1032,1447.81,1071.65,1500.02,885.81,1403.05,1090.08,851,1092
"ENSMUSG00000002565",0,0,2,0,0,0,0,0,0
"ENSMUSG00000002578",13,24,9,24,17,34,42,15,11
"ENSMUSG00000002580",1250,1062,1009,1644,988,989,927,1117,1188
"ENSMUSG00000002588",30999,24742,27224,34389,28848,30768,31664,24600,29830
"ENSMUSG00000002602",355,540,426,1114,476,612,547,378,671
"ENSMUSG00000002603",323,457,374,717,374,346,344,364,424
"ENSMUSG00000002608",627,726,704,877,604,648,764,739,690
"ENSMUSG00000002617",26,53,35,71.01,52,56,91.01,33,42
"ENSMUSG00000002625",379,413,325,476,321,447,603,499,377
"ENSMUSG00000002633",3,6,5,2,1,2,2,2,0
"ENSMUSG00000002635",151,140,173,222,164,127,183,216,183
"ENSMUSG00000002658",487,639,635,709,516,516,519,638,500
"ENSMUSG00000002660",1307,1075,1008,1541,1055,1020,1117,1240,1169
"ENSMUSG00000002661",275,290,290,410,276,216,290,314,295
"ENSMUSG00000002664",0,0,0,0,0,0,0,0,0
"ENSMUSG00000002668",25,35,16,41,20,24,44,33,16
"ENSMUSG00000002679",230,200,222,250,180,180,236,242,212
"ENSMUSG00000002688",1,2,1,7,2,4,4,1,3
"ENSMUSG00000002699",100,169,118,323,131,133,160,111,200
"ENSMUSG00000002718",693,894,827,1085,700,793,1059,710,762
"ENSMUSG00000002728",318,308,295,377.42,269,281,300.05,307,276
"ENSMUSG00000002731",377,464,384,624,402,352,453,464,469
"ENSMUSG00000002732",68,76,50,97,63,71,69,53,54
"ENSMUSG00000002733",546,581,712,790,564,562,558,594,477
"ENSMUSG00000002741",1191,1589,1504,1621,1213,1261,1352,1472,1310
"ENSMUSG00000002748",1119,1591,1469,1825,1296,1394,1477,1447,1243
"ENSMUSG00000002763",2736,2573,2603,3682,2993,2729,2455,2851,2655
"ENSMUSG00000002767",1121,1013,1044,1369,940,890,921,1333,1102
"ENSMUSG00000002768",1319,1205,1090,1522,1059,996,967,1190,1101
"ENSMUSG00000002769",49827,45854,44723,71153,42527,39371,47281,55059,60823
"ENSMUSG00000002771",1,1,3,8,4,4,1,9,2
"ENSMUSG00000002778",3284,3228,3056,4303,3088,3015,3113,3170,3085
"ENSMUSG00000002781",615,565,500,884,583,623,638,572,650
"ENSMUSG00000002791",0,0,1,0,2.03,0,0,0,0
"ENSMUSG00000002797",279,281,249,356,258,303,259,184,234
"ENSMUSG00000002799",4,3,3,2,1,3,5,1,4
"ENSMUSG00000002803",360,344,393,420,358,313,348,385,312
"ENSMUSG00000002804",287,246,221,311,239,223,241,266,247
"ENSMUSG00000002808",8,11,9,5,11,6,4,9,4
"ENSMUSG00000002812",1410,1548,1579,2004,1694,1721,1966,1631,1681
"ENSMUSG00000002814",115,184,103,178,109,149,206,117,184
"ENSMUSG00000002820",670,591,696,711,692,638,705,685,685
"ENSMUSG00000002825",52,65,59,65,40,46,60,73,48
"ENSMUSG00000002831",59,59,31,48,67,100,49,45,15
"ENSMUSG00000002833",763,834,814,847,748,644,911,834,742
"ENSMUSG00000002835",31,149,29,84,35,47,51,56,73
"ENSMUSG00000002844",256,322,245,332,241,195,280,170,280
"ENSMUSG00000002845",222,227,414,421,183,173,260,214,167
"ENSMUSG00000002846",819,871,886,958,689,757,743,828,769
"ENSMUSG00000002847",1814,1778,1816,2417,2035,1850,1545,1591,1993
"ENSMUSG00000002870",86,255,121,174,118,96,146.26,72,219
"ENSMUSG00000002871",463,386,338,568,374,384,436,403,430
"ENSMUSG00000002881",2106,2471,2407,2887,2314,2212.99,2541,2600,2209
"ENSMUSG00000002885",265,440,415,865,416,513,527,426,540
"ENSMUSG00000002897",456,600,598,796,579,589,596,506,461
"ENSMUSG00000002900",129,146,144,227,185,298,240,164,196
"ENSMUSG00000002908",165,147,119,160,125,159,191,170,162
"ENSMUSG00000002910",250,221,123,278,166,212,196,147,172
"ENSMUSG00000002930",0,0,0,0,0,0,0,0,0
"ENSMUSG00000002944",1443,2320,1809,3057,1382,3806,3341,2507,2886
"ENSMUSG00000002948",747.61,886,711,971.71,711.28,707.02,1048.47,1064.92,922
"ENSMUSG00000002949",1020,977,1051,1435,1047,1040,1059,1257,1136
"ENSMUSG00000002957",2370.66,3313.81,3347.9,3474.95,2718.7,2710,3510.34,3112.96,2939.6
"ENSMUSG00000002963",571,589,523,620,541,445,684,717,590
"ENSMUSG00000002968",1064.77,980.7,1003.91,1548.82,1065.86,1039.5,1148.39,1236.55,1227.97
"ENSMUSG00000002980",79,110,111,153,73,117,145,164,135
"ENSMUSG00000002981",2990,3188,3078,3835,2912,2918,2985,3265,3158
"ENSMUSG00000002983",48,61,52,88,47,73,40,58,48
"ENSMUSG00000002984",962,911,929,1187,823,745,798,967,915
"ENSMUSG00000002985",636350,513947,531786,728495,541610,523364,554379,660686,526118
"ENSMUSG00000002992",6329.81,4383.51,5192.25,5362.6,4658.48,4914.23,3582.13,5691.86,4129
"ENSMUSG00000002996",1877,1793.99,1769,2635,2115,2245,2380,2200,2221
"ENSMUSG00000002997",12,16,13,22,14,14,16,8,18
"ENSMUSG00000003031",536,499,565,841,551,623,738,588,582
"ENSMUSG00000003032",28,62,37,66,29,64,48,52,63
"ENSMUSG00000003033",838,792,789,917,707,838,885,793,823
"ENSMUSG00000003037",2238,2189,2212,2747,2016,2129,2198,2269,2161
"ENSMUSG00000003038",964.11,872.62,509.43,1016.51,622.97,623.04,624.99,540.92,825.08
"ENSMUSG00000003039",1287,1078,1229,1541.81,1189.98,1240.65,972,1167.87,1288.88
"ENSMUSG00000003051",4,20,28,18,16,14,28,14,19
"ENSMUSG00000003053",26071.65,28537.96,29429.86,39042.89,27285.32,26243.83,54662.96,49367.49,45587.77
"ENSMUSG00000003062",236,274,215,376,215,174,226,235,215
"ENSMUSG00000003068",2717,2382,2334,2797,2328,2381,2503,2705,2393
"ENSMUSG00000003070",3,10,3,9,2,8,1,8,3
"ENSMUSG00000003072",6783,6431,5915,7758,5859,5769,5607,7350,6706
"ENSMUSG00000003099",1119,1162,1218,1507,1094,1163,1239,1369,1212
"ENSMUSG00000003119",435,621,552,577,385,553,590,504,523
"ENSMUSG00000003123",444,356,306,568,551,438,510,359,543
"ENSMUSG00000003131",656,895,760,919,680,704,768,846,699
"ENSMUSG00000003134",506,345,447,1238,856,528,493,517,400
"ENSMUSG00000003135",503,526,502,599,493,488,563,557,493
"ENSMUSG00000003153",22,29,11,19,14,10,9,15,8
"ENSMUSG00000003154",185,289,257,317,273,254,322,260,209
"ENSMUSG00000003161",952,897,761,1298,887,884,915,878,961
"ENSMUSG00000003166",1969,2358,2097,2446,2083,2278,2480,2037.82,2359.01
"ENSMUSG00000003184",1409,1384,1379,1625,1300,1144,1478,1536,1377
"ENSMUSG00000003190",132,136,141,183,127,108,156,135,162
"ENSMUSG00000003198",110.58,131.45,109.91,151.02,114.73,128.48,149.33,112.27,113.19
"ENSMUSG00000003199",2137,1892,1779,2704,1806,1699,1969,2212,2068
"ENSMUSG00000003200",370,464,433,504,401,397,484,379,447
"ENSMUSG00000003206",7,9,12,42,23,22,22,16,25
"ENSMUSG00000003208",83,143,76.45,138,95,129,176,123.57,108.96
"ENSMUSG00000003226",1660,2144,2082,2180,1678,2015,2776,2198,1819
"ENSMUSG00000003227",0,0,1,1,1,2,0,0,0
"ENSMUSG00000003228",154.06,256.83,291.41,245.08,130.07,171,416,170.55,170.17
"ENSMUSG00000003233",440.18,609,689.27,681,454,477,617,589,409
"ENSMUSG00000003234",1013,1099,1299,1406,1050,996,1167,1166,1077
"ENSMUSG00000003235",1043,1188,1156,1453,1048,1028,1019,1193,1093
"ENSMUSG00000003269",438,506,434,533,514,500,435,534,425
"ENSMUSG00000003271",3,0,1,0,0,0,0,1,2
"ENSMUSG00000003273",11,3,3,5,6,4,13,18,21
"ENSMUSG00000003279",92.12,87,86,133,105,84,61,78,73
"ENSMUSG00000003282",1,1,6,9,3,18,3,2,2
"ENSMUSG00000003283",84,105,89,282,105,115,142,128,177
"ENSMUSG00000003299",848,896,898,1082,710,719,810,781,753
"ENSMUSG00000003308",1655,2004,1918,2372,1765,1669,1834,1845,1862
"ENSMUSG00000003309",5,2,3,7,1,9,5,6,7
"ENSMUSG00000003316",1376,1509,1356,2031,1393,1528,1740,1285,1286
"ENSMUSG00000003341",0,0,0,0,0,0,0,0,0
"ENSMUSG00000003344",827,764,729,1040,786,750,783,686,777
"ENSMUSG00000003345",2024,2125,1997,2739,1929,1951,2122,2322,2101
"ENSMUSG00000003346",1460,1459,1323,1947,1381,1276,1374,1551,1469
"ENSMUSG00000003348",167,245,167,161,138,133,227,112,190
"ENSMUSG00000003352",13,12,10,18,14,19,16,5,8
"ENSMUSG00000003354",0,1,0,0,0,0,1,1,1
"ENSMUSG00000003355",130,172,116,196,120,131,103,100,124
"ENSMUSG00000003360",1050,1220,1242,1631,1117,1061,1311,1503,1083
"ENSMUSG00000003363",773,667,592,951,736,720,769,722,716
"ENSMUSG00000003378",169,140,99,191,184,185,234,152,166
"ENSMUSG00000003379",40,55,35,50,34,65,60,84,64
"ENSMUSG00000003380",1050,873,960,1237,1013,963,911,1140,904
"ENSMUSG00000003382",321,378.75,357.72,402.4,344.82,378.77,470.1,311.01,349.04
"ENSMUSG00000003402",4226,3592,3763,4813,4121,3669,4121,3925,3899
"ENSMUSG00000003410",0,0,0,0,0,0,0,0,0
"ENSMUSG00000003411",0,3,2,3,0,3,7,16,10
"ENSMUSG00000003418",3,3,3,4,1,7,6,2,1
"ENSMUSG00000003420",5179,4283,4223,5840,5059,5144,4003,4783,4526
"ENSMUSG00000003421",512,519,411,650,393,428,474,510,484
"ENSMUSG00000003423",900,895,783,1161,814,766,843,987,858
"ENSMUSG00000003429",5234.2,4719.81,4377.68,6192.92,4581.62,4137.11,3653.33,4969.82,4086.21
"ENSMUSG00000003435",1469,1791.11,1846.03,2036.04,1541,1446.01,1894,1880,1536.01
"ENSMUSG00000003436",0,0,1,0,0,1,0,0,0
"ENSMUSG00000003437",879,807,773,1118,826,765,874,920,783
"ENSMUSG00000003438",720,848,696,979,678,590,621,840,814
"ENSMUSG00000003444",432,393,383,440,355,322,340,393,387
"ENSMUSG00000003452",1,3,5,5,3,7,5,2,2
"ENSMUSG00000003458",1441,1567,1547,2151,1394,1466,1508,1561,1437
"ENSMUSG00000003464",3156,2854,2481,3929,3020,3214,3192,3122,3132
"ENSMUSG00000003469",0,1,0,0,0,1,2,8,2
"ENSMUSG00000003476",11,7,16,5,12,9,9,30,20
"ENSMUSG00000003477",9184,11478,12791,16032,8395,7229,11471,18926,16126
"ENSMUSG00000003484",14.15,12.03,17,33.15,15.37,16.16,22.06,25.73,12.24
"ENSMUSG00000003500",79,96,71,167,77,112,86,111,77
"ENSMUSG00000003505",0,0,0,0,0,0,0,0,0
"ENSMUSG00000003518",1100,1138,1229,1548,1273,1446,1155,1365,1122
"ENSMUSG00000003526",6153,5280,4480,7500,5046,3805,5544,6025,6536
"ENSMUSG00000003527",138,162,121.9,197,134,137,195,172,172
"ENSMUSG00000003528",6183,7224,6307,9407,5889,4708,5286,7225,6360
"ENSMUSG00000003531",1131,1071,994,1544,958,753,854,1241,1184
"ENSMUSG00000003534",33,60,53,60,33,72,80,48,37
"ENSMUSG00000003541",31,14,18,36,31,12,33,31,13
"ENSMUSG00000003545",6,3,9,14,4,9,10,3,11
"ENSMUSG00000003546",1548,1613,1460,2002,1481,1508,1739,1651,1704
"ENSMUSG00000003549",104,101,99,151,81,104,138,107,103
"ENSMUSG00000003555",11890,6431,6448,11126,8773,9229,3490,2543,6362
"ENSMUSG00000003559",2487,1744,1738,2789,2190,1952,1558,1499,1728
"ENSMUSG00000003573",41,58,51,80,49,44,45,50,51
"ENSMUSG00000003575",232,283,229,308,191,233,351,216,208
"ENSMUSG00000003581",205,277,235,275,233,217,217,220,222
"ENSMUSG00000003585",21654,22609,19343,21825,18991,22691,24110,21745,21223
"ENSMUSG00000003604",452,424,469,570,441,407,365,476,423
"ENSMUSG00000003617",39011,33314,35396,39470,38822,46083,50255,28250,30944
"ENSMUSG00000003623",18578,13041,13331,14703,16767,23312,26208,21593,17682
"ENSMUSG00000003644",336,585,476,654,355,477,409,368,307
"ENSMUSG00000003657",0,0,0,0,0,0,0,0,0
"ENSMUSG00000003660",1706,1743,1594,2233,1729,1773,2404,1954,1788
"ENSMUSG00000003662",1039,974,896,1275,906,911,1083,1064,995
"ENSMUSG00000003665",0,1,0,0,0,0,1,0,0
"ENSMUSG00000003680",110,95,87,105,112,86,130,83,102
"ENSMUSG00000003721",6521,5103,5602,5354,5773,7489,7000,4948,5058
"ENSMUSG00000003731",1226,1517,1432,1585,1160,1372,1697,1303,1320
"ENSMUSG00000003746",8091,7798,8072,9747,7980,9066,9636,7851,7481
"ENSMUSG00000003752",147,130,161,168,171,132,187,191,152
"ENSMUSG00000003762",424.19,495.15,501.75,664.32,475.38,433.81,629,635,585
"ENSMUSG00000003778",285,287,311,480,334,289,477,306,347
"ENSMUSG00000003779",20,238,24,40,18,28,47,21,90
"ENSMUSG00000003808",331,440,456,437,401,304,361,427,338
"ENSMUSG00000003809",13906,13133,12579,15807,12556,13659,16444,15221,15856
"ENSMUSG00000003810",394,498,433,604,429,424,528,412,406
"ENSMUSG00000003812",396,480,353,581,420,422,389,538,382
"ENSMUSG00000003813",1725,1807,1586,2085,1529,1467,1344,1917,1733
"ENSMUSG00000003814",27311.77,25046.75,28347.78,29894.78,24836.45,23989.64,34739,18976.79,26499.39
"ENSMUSG00000003824",26,53,20,36,22,23,19,29,32
"ENSMUSG00000003847",397,630,499,582,440,519,919,514,430
"ENSMUSG00000003848",208,263,182,270,181,196,176,224,178
"ENSMUSG00000003849",383,453,321,419,312,223,434,421,411
"ENSMUSG00000003863",0,0,0,0,1,0,0,2,0
"ENSMUSG00000003865",58,73,73,110,58,63,98,65,65
"ENSMUSG00000003868",292,321,367,455,294,305,365,325,346
"ENSMUSG00000003872",0,0,0,0,0,0,0,0,2
"ENSMUSG00000003873",349.17,394.11,354.5,633.48,333.69,305.07,292.23,463.42,275.99
"ENSMUSG00000003882",16,20,27,42,20,25,10,20,15
"ENSMUSG00000003923",1163,1123,1014,1428,957,1125,1203,1154,1089
"ENSMUSG00000003929",69.34,101,68,153.16,72.4,94,121,101,124
"ENSMUSG00000003934",0,1,1,4,0,1,2,4,1
"ENSMUSG00000003948",7123.01,4453.5,4602.04,6558.66,6939.47,8313.83,6737.71,6133.58,5873.86
"ENSMUSG00000003949",1336,1536,1333,1922,1341,2128,1545,1174,1201
"ENSMUSG00000003955",1037,918,893,1251,883,857,857,1197,940
"ENSMUSG00000003970",7361,7194,6752,9607,7061,6368,6207,7916,6162
"ENSMUSG00000003974",0,0,0,0,0,0,0,0,0
"ENSMUSG00000003992",40,42,36,65,39,35,50,56,31
"ENSMUSG00000004018",96,140,119,184,96,118,114,127,122
"ENSMUSG00000004031",0,0,0,0,0,0,0,1,0
"ENSMUSG00000004032",216,261,216,299,227,214,259,286,240
"ENSMUSG00000004035",2431,2402.89,2211,3263,2127,1739,2218,2524,2290
"ENSMUSG00000004038",1297.99,2053.46,1242.47,1995.56,1321.83,734.69,2008.66,4826.34,3102.36
"ENSMUSG00000004040",2845,3080,2529,4002,2595,2726,5054,3852,3694
"ENSMUSG00000004043",485.05,334.22,430.42,485.77,392.36,468.84,745.15,519.33,526.39
"ENSMUSG00000004044",229,266,281,456,265,356,290,286,264
"ENSMUSG00000004054",1178,1481,1395,1715,1218,1221,1285,1682,1363
"ENSMUSG00000004056",3282.93,3525.34,3440.34,4938.24,3276.78,3161.8,3498.48,3800.94,3670.28
"ENSMUSG00000004069",2593,2564,2639,3054,2521,2836,2904,3040,2580
"ENSMUSG00000004070",1381,1201,1244,1852,1407,1280,1367,1417,1248
"ENSMUSG00000004071",2132,1945,1633,2751,2459,2256,2191,1851,1674
"ENSMUSG00000004085",263,388,357,579,333,408,395,352,421
"ENSMUSG00000004096",1485,1548,1409,1784,1435,1323,1354,1775,1552
"ENSMUSG00000004098",108,248,142,175,80,103,157,217,92
"ENSMUSG00000004099",220,377,336,365,257,329,351,302,336
"ENSMUSG00000004100",236,430,256,322,202,239,217.08,365.01,234
"ENSMUSG00000004105",225,173,222,441,338,522,411,327,392
"ENSMUSG00000004110",2,4,2,3,4,4,1,4,0
"ENSMUSG00000004113",0,0,0,1,0,0,0,0,0
"ENSMUSG00000004127",106,88,80,113,101,89,109,78,83
"ENSMUSG00000004151",13,24,25,52,32,40,19.07,13,24.14
"ENSMUSG00000004187",107,87,62,86,80,76,192,151,96
"ENSMUSG00000004207",15282,14506,13774,19842,14911,16244,16060,15869,15783
"ENSMUSG00000004221",946,1305,1116,1636,880,1178,1367,1340,1167
"ENSMUSG00000004231",0,0,0,0,0,0,0,0,0
"ENSMUSG00000004233",95,115,129,156,124,146,135,95,108
"ENSMUSG00000004263",653,891,718,941,772,888,913,824,632
"ENSMUSG00000004264",5332.78,4953.43,4735,6795.18,4963.17,5074.56,4823.96,6170.43,5397
"ENSMUSG00000004266",716,653,588,965,610,749,888,699,789
"ENSMUSG00000004267",4,1,2,1,1,3,1,1,1
"ENSMUSG00000004268",1206,1045,1042,1520,1124,922,1024,1272,1149
"ENSMUSG00000004270",2628,3057,2299,3417,2518,2681,2333,3139,2753
"ENSMUSG00000004285",1263.56,999,921,1642,989,1021,932,1338.64,1132
"ENSMUSG00000004296",1,0,0,2,2,0,0,0,2
"ENSMUSG00000004317",100,156,252,210,151,146,233,180,117
"ENSMUSG00000004319",1111,1339,1469,1428,1186,1335,1594,1195,1116
"ENSMUSG00000004328",0,1,2,2,2,2,0,3,3
"ENSMUSG00000004341",21,24,11,28,17,14,58,38,59
"ENSMUSG00000004344",0,0,0,0,0,0,0,0,0
"ENSMUSG00000004347",10,7,16,25,11,10,8,9,7
"ENSMUSG00000004356",317,396,473,597,357,408,495,409,397
"ENSMUSG00000004359",16,17,19,75,20,12,22,13,40
"ENSMUSG00000004360",0,0,0,0,0,0,0,0,0
"ENSMUSG00000004364",1776,2018,2044,2550,1867,2063,2404,2289,1990
"ENSMUSG00000004366",0,0,0,0,0,0,0,0,0
"ENSMUSG00000004371",0,0,0,0,0,1,0,0,0
"ENSMUSG00000004383",129,157,145,177,120,170,186,153,170
"ENSMUSG00000004393",584,616,564,779,483,462,611,691,564
"ENSMUSG00000004394",1507,1539,1531,2024,1338,1532,1460,1605,1379
"ENSMUSG00000004415",0,0,0,0,1,0,0,0,0
"ENSMUSG00000004446",376,364,274,426,362,393,426,307,326
"ENSMUSG00000004451",298,397,347,561,294,316,367,281,365
"ENSMUSG00000004455",2236.32,1846.76,1970.94,3054.39,1909.29,2154.53,2308.21,2127.98,2307.51
"ENSMUSG00000004460",2424,2783,3506,3573,2596,2267,3026,1944,2347
"ENSMUSG00000004462",597,723,726,945,722,679,794,586,669
"ENSMUSG00000004473",49,44,44,57,41,47,28,38,47
"ENSMUSG00000004500",98,145,192,176,104,137,187,93,109
"ENSMUSG00000004508",51,64,69,126,39,79,96,81,78
"ENSMUSG00000004530",502.95,761.87,628,954.95,640,615.97,791,810.97,779
"ENSMUSG00000004535",3805,3857,3763,4780,3527,4087,4584,4075,3646
"ENSMUSG00000004540",0,0,0,0,0,0,0,0,0
"ENSMUSG00000004542",0,0,0,0,0,0,0,0,0
"ENSMUSG00000004552",1,9,0,5,6,5,9,8,8
"ENSMUSG00000004558",55013,40160,41005,57558,48372,46109,51551,57516,54470
"ENSMUSG00000004561",258,247,225,358,235,234,278,246,297
"ENSMUSG00000004562",263,264,245,344,292,357,379,234,246
"ENSMUSG00000004565",309,392,333,488,304,341,567,368,302
"ENSMUSG00000004567",709,789,747,1003,758,679,781,858,774
"ENSMUSG00000004568",702,715,700,912,796,866,1112,738,767
"ENSMUSG00000004591",996,1092,1251,1377,1106,1213,1284,1136,1111
"ENSMUSG00000004609",16,15,5,43,8,21,24,16,22
"ENSMUSG00000004610",8993,7266.56,6735.27,10074.35,7397,7347.56,6595.18,9909,8573.94
"ENSMUSG00000004612",29,44,13,63,49,24,16,19,13
"ENSMUSG00000004626",790,771,695,1081,704,751,773,986,805
"ENSMUSG00000004630",0,0,0,0,0,0,0,0,0
"ENSMUSG00000004631",114,133,172,174,142,120,87,133,102
"ENSMUSG00000004633",1166,1320,1082,1582,1233,1340,1298,956,1084
"ENSMUSG00000004637",156,238,215,324,201,185,145,330,213
"ENSMUSG00000004642",293,474,361,545,359,287,329.92,367,366
"ENSMUSG00000004651",0,0,0,0,0,0,0,0,0
"ENSMUSG00000004654",0,5,0,4,2,5,1,1,2
"ENSMUSG00000004655",1180,1861,1802,2405,1194,1654,2410,2637,2842
"ENSMUSG00000004661",80,69,73,92,67,61,95,89,61
"ENSMUSG00000004665",197,249,284,401,217,198,165,145,185
"ENSMUSG00000004667",657,629,563,885,563,593,542,735,564
"ENSMUSG00000004668",0,0,0,0,0,0,0,0,0
"ENSMUSG00000004677",594,670,628,811,582,643,879,642,624
"ENSMUSG00000004698",20,43,19,48,27,11,30,18,19
"ENSMUSG00000004707",48,67,34,109,75,55,50,37,60
"ENSMUSG00000004709",2,10,7,16,7,4,3,8,2
"ENSMUSG00000004730",212,347,259,971,292,363,371,241,465
"ENSMUSG00000004748",667,827,867,882,653,540,617,755,685
"ENSMUSG00000004768",241,283,278,448,178,216,434,226,426
"ENSMUSG00000004771",1345,1279.6,1247,1685.42,1282.27,1167.14,1269,1388,1235
"ENSMUSG00000004788",364,431,357,420,356,371,388,418,363
"ENSMUSG00000004789",4934.09,5277.03,4421,6394.02,4377.19,4868,5572.09,5810,5940.02
"ENSMUSG00000004791",0,1,0,0,1,1,0,2,1
"ENSMUSG00000004798",1995,2136,2115,2374,1913,2404,2772,1813,2266
"ENSMUSG00000004814",92,100,91,151,122,59,49,39,51
"ENSMUSG00000004815",286,399,310,376,284,282,467,318,285
"ENSMUSG00000004821",0,0,0,0,0,0,0,0,0
