human_ensembl,mouse_ensembl,human_symbol_original,human_symbol_hgnc,mouse_symbol,hgnc_resolved,protein_coding_hgnc,present_archs4_human,present_archs4_mouse,expressed_tcga,expressed_tcga_exact_old_symbol,expressed_osdr,has_human_exon_length,has_mouse_exon_length,in_current_vocab,unique_pair_after_hgnc,eligible_reconciled,eligible_with_exact_tcga_symbol,training_ready
ENSG00000172459,ENSMUSG00000075208,OR5AR1,OR5AR1,Or5ar1,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000181785,ENSMUSG00000075158,OR5AS1,OR5AS1,Or5as1,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000169327,ENSMUSG00000044286,OR5AU1,OR5AU1,Or5au1,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000198283,ENSMUSG00000046272,OR5B21,OR5B21,Or5b21,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000148215,ENSMUSG00000049018,OR5C1,OR5C1,Or5c1,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000205029,ENSMUSG00000075145,OR5D16,OR5D16,Or5d16,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000167825,ENSMUSG00000068816,OR5I1,OR5I1,Or5i1,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000174957,ENSMUSG00000047149,OR5J2,OR5J2,Or5j3,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000181371,ENSMUSG00000043267,OR5M8,OR5M8,Or5m8,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000184933,ENSMUSG00000070417,OR6A2,OR6A2,Or6a2,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000221813,ENSMUSG00000049168,OR6B1,OR6B1,Or6b1,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000205329,ENSMUSG00000049217,OR6C3,OR6C3,Or6c3,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000169214,ENSMUSG00000054498,OR6F1,OR6F1,Or6f1,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000196171,ENSMUSG00000055033,OR6K2,OR6K2,Or6k2,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000203757,ENSMUSG00000051528,OR6K3,OR6K3,Or6k4,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000180433,ENSMUSG00000046486,OR6K6,OR6K6,Or6k6,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000197403,ENSMUSG00000049528,OR6N1,OR6N1,Or6n1,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000188340,ENSMUSG00000050134,OR6N2,OR6N2,Or6n2,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000181803,ENSMUSG00000035932,OR6S1,OR6S1,Or6s1,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000221931,ENSMUSG00000051095,OR6X1,OR6X1,Or6x1,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000127529,ENSMUSG00000051190,OR7C2,OR7C2,Or7c70,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000280090,ENSMUSG00000066747,OR8B4,OR8B4,Or8b4,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000197125,ENSMUSG00000066748,OR8B8,OR8B8,Or8b8,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000181518,ENSMUSG00000049073,OR8D4,OR8D4,Or8d4,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000172154,ENSMUSG00000075166,OR8I2,OR8I2,Or8i2,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000150261,ENSMUSG00000075197,OR8K1,OR8K1,Or8k1,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000172199,ENSMUSG00000075200,OR8U1,OR8U1,Or8u9,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000279961,ENSMUSG00000050577,OR8U3,OR8U3,Or8u3,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000179468,ENSMUSG00000045479,OR9A2,OR9A2,Or9a2,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000258083,ENSMUSG00000045514,OR9A4,OR9A4,Or9a4,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000174914,ENSMUSG00000075209,OR9G1,OR9G1,Or9g20,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000172457,ENSMUSG00000075211,OR9G4,OR9G4,Or9g4,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000186509,ENSMUSG00000054526,OR9Q1,OR9Q1,Or9q1,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000186513,ENSMUSG00000044040,OR9Q2,OR9Q2,Or9q2,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000187866,ENSMUSG00000074922,PABIR1,PABIR1,Pabir1,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000156504,ENSMUSG00000036022,PABIR2,PABIR2,Pabir2,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000100731,ENSMUSG00000021140,PCNX1,PCNX1,Pcnx1,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000270806,ENSMUSG00000035085,C17ORF50,PGBDF,1700020L24Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000154274,ENSMUSG00000060512,PGCKA1,PGCKA1,Pgcka1,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000167085,ENSMUSG00000038845,PHB1,PHB1,Phb1,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000160345,ENSMUSG00000026831,PIERCE1,PIERCE1,Pierce1,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000261652,ENSMUSG00000086158,PIERCE2,PIERCE2,Pierce2,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000112276,ENSMUSG00000071317,POPDC1,POPDC1,Popdc1,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000150750,ENSMUSG00000036027,POU2AF2,POU2AF2,Pou2af2,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000214290,ENSMUSG00000079559,POU2AF3,POU2AF3,Pou2af3,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000167173,ENSMUSG00000032300,C15ORF39,PRMT2IP,1700017B05Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000112739,ENSMUSG00000021413,PRP4K,PRP4K,Prpf4b,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000161992,ENSMUSG00000025727,PRR35,PRR35,Prr35,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000180011,ENSMUSG00000049090,PTGR3,PTGR3,Ptgr3,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000104524,ENSMUSG00000022571,PYCR3,PYCR3,Pycr3,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000112531,ENSMUSG00000062078,QKI,QKI,Qki,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000165118,ENSMUSG00000021550,QNG1,QNG1,Qng1,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000113643,ENSMUSG00000018848,RARS1,RARS1,Rars1,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000180116,ENSMUSG00000078932,REDIC1,REDIC1,Redic1,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000107201,ENSMUSG00000040296,RIGI,RIGI,Rigi,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000205765,ENSMUSG00000041935,RIMOC1,RIMOC1,Rimoc1,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000133641,ENSMUSG00000046567,RLIG1,RLIG1,Rlig1,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000164603,ENSMUSG00000042742,SAMTOR,SAMTOR,Samtor,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000162148,ENSMUSG00000035179,SAXO4,SAXO4,Saxo4,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000198723,ENSMUSG00000040340,SAXO5,SAXO5,Saxo5,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000260802,ENSMUSG00000085139,SERTM2,SERTM2,Sertm2,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000204351,ENSMUSG00000040356,SKIC2,SKIC2,Skic2,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000198677,ENSMUSG00000033991,SKIC3,SKIC3,Skic3,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000140395,ENSMUSG00000061559,SKIC8,SKIC8,Skic8,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000169026,ENSMUSG00000029490,SLC49A3,SLC49A3,Slc49a3,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000162976,ENSMUSG00000045679,SLC66A3,SLC66A3,Slc66a3,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000110628,ENSMUSG00000000154,SLC67A1,SLC67A1,Slc22a18,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000160256,ENSMUSG00000032977,SLX9,SLX9,Slx9,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000186577,ENSMUSG00000062753,SMIM29,SMIM29,Smim29,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000255274,ENSMUSG00000091996,SMIM35,SMIM35,Smim35,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000133104,ENSMUSG00000036580,SPART,SPART,Spart,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000275489,ENSMUSG00000018543,SPMAP1,SPMAP1,Spmap1,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000105549,ENSMUSG00000020317,SPMAP2,SPMAP2,Spmap2,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000249693,ENSMUSG00000029248,SPMAP2L,SPMAP2L,Spmap2l,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000196900,ENSMUSG00000032900,SPMIP10,SPMIP10,Spmip10,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000257987,ENSMUSG00000022993,SPMIP11,SPMIP11,Spmip11,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000173728,ENSMUSG00000015962,SPMIP3,SPMIP3,Spmip3,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000153790,ENSMUSG00000029828,SPMIP4,SPMIP4,Spmip4,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000165863,ENSMUSG00000026931,SPMIP5,SPMIP5,Spmip5,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000164972,ENSMUSG00000028441,SPMIP6,SPMIP6,Spmip6,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000164500,ENSMUSG00000020191,SPMIP7,SPMIP7,Spmip7,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000159648,ENSMUSG00000090206,SPMIP8,SPMIP8,Spmip8,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000172073,ENSMUSG00000051896,SPMIP9,SPMIP9,Spmip9,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000182934,ENSMUSG00000032042,SRPRA,SRPRA,Srpra,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000070731,ENSMUSG00000057286,ST6GALNAC2,ST6GALNAC2,St6galnac2,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000243317,ENSMUSG00000073155,STMP1,STMP1,Stmp1,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000008282,ENSMUSG00000020570,SYPL1,SYPL1,Sypl1,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000113407,ENSMUSG00000022241,TARS1,TARS1,Tars1,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000185418,ENSMUSG00000030515,TARS3,TARS3,Tars3,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000183397,ENSMUSG00000020234,TEKTIP1,TEKTIP1,Tektip1,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000160994,ENSMUSG00000078442,TEKTL1,TEKTL1,Tektl1,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000238227,ENSMUSG00000087679,TMEM250,TMEM250,Tmem250,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000170439,ENSMUSG00000025347,TMT1B,TMT1B,Tmt1b,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000173715,ENSMUSG00000071691,TOP6BL,TOP6BL,Top6bl,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000188001,ENSMUSG00000048399,TPRG1,TPRG1,Tprg1,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000158109,ENSMUSG00000029030,TPRG1L,TPRG1L,Tprg1l,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000135974,ENSMUSG00000010290,C2ORF49,TSLIG2,AI597479,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000118420,ENSMUSG00000032415,UBE3D,UBE3D,Ube3d,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000174109,ENSMUSG00000067722,UQCC4,UQCC4,Uqcc4,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000168273,ENSMUSG00000058351,UQCC5,UQCC5,Uqcc5,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000204394,ENSMUSG00000007029,VARS1,VARS1,Vars1,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000244045,ENSMUSG00000051232,VMA12,VMA12,Tmem199,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000136710,ENSMUSG00000042111,VMA22,VMA22,Ccdc115,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000140105,ENSMUSG00000021266,WARS1,WARS1,Wars1,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000204344,ENSMUSG00000061207,WHR1,WHR1,Stk19,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000134684,ENSMUSG00000028811,YARS1,YARS1,Yars1,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000104957,ENSMUSG00000004994,YJU2B,YJU2B,Yju2b,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000257315,ENSMUSG00000094410,ZBED6,ZBED6,Zbed6,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000114853,ENSMUSG00000013419,ZBTB47,ZBTB47,Zbtb47,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000165805,ENSMUSG00000056912,C12ORF50,ZC3H11D,1700017N19Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000018869,ENSMUSG00000109398,ZNF582,ZNF582,Zfp582,True,True,True,True,True,True,True,True,True,False,True,True,True,True
